uri,postcode,ward_uri,ward_name,centroid,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA28LY,BA2 8LY,http://data.ordnancesurvey.co.uk/id/7000000000025555,Bathavon South,"(51.308846, -2.407397)",10,57,10,1,114
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA27DY,BA2 7DY,http://data.ordnancesurvey.co.uk/id/7000000000025555,Bathavon South,"(51.349372, -2.363746)",10,59,10,1,113
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA27UP,BA2 7UP,http://data.ordnancesurvey.co.uk/id/7000000000025555,Bathavon South,"(51.337485, -2.31404)",10,52,10,1,113
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26LX,BA2 6LX,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.386848, -2.355579)",35,19,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32LB,BA3 2LB,http://data.ordnancesurvey.co.uk/id/7000000000000522,Midsomer Norton Redfield,"(51.278124, -2.499356)",25,298,27,1,12
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26UP,BA2 6UP,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.392654, -2.32238)",1,27,10,1,27
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS408PW,BS40 8PW,http://data.ordnancesurvey.co.uk/id/7000000000025513,Chew Valley North,"(51.365159, -2.614454)",6,80,21,1,31
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA28EF,BA2 8EF,http://data.ordnancesurvey.co.uk/id/7000000000025545,Peasedown,"(51.319104, -2.420676)",15,395,22,1,71
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA39BA,BA3 9BA,http://data.ordnancesurvey.co.uk/id/7000000000000882,Radstock,"(51.291464, -2.446783)",12,413,24,1,79
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS312EB,BS31 2EB,http://data.ordnancesurvey.co.uk/id/7000000000000878,Keynsham North,"(51.414507, -2.51335)",24,161,1,1,48
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS394EP,BS39 4EP,http://data.ordnancesurvey.co.uk/id/7000000000025529,Clutton,"(51.366925, -2.578436)",5,101,20,1,34
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS397SN,BS39 7SN,http://data.ordnancesurvey.co.uk/id/7000000000000526,Paulton,"(51.295418, -2.49451)",13,373,23,1,67
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS311QU,BS31 1QU,http://data.ordnancesurvey.co.uk/id/7000000000000568,Keynsham East,"(51.407717, -2.486129)",16,141,3,1,47
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS406NF,BS40 6NF,http://data.ordnancesurvey.co.uk/id/7000000000025512,Chew Valley South,"(51.325618, -2.651512)",4,87,21,1,32
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33SP,BA3 3SP,http://data.ordnancesurvey.co.uk/id/7000000000000519,Westfield,"(51.286956, -2.463789)",26,510,26,1,97
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32SG,BA3 2SG,http://data.ordnancesurvey.co.uk/id/7000000000000523,Midsomer Norton North,"(51.289379, -2.491347)",11,287,25,1,10
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA28JB,BA2 8JB,http://data.ordnancesurvey.co.uk/id/7000000000025545,Peasedown,"(51.313558, -2.429952)",15,378,22,1,73
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS311BJ,BS31 1BJ,http://data.ordnancesurvey.co.uk/id/7000000000000625,Keynsham South,"(51.410955, -2.496732)",37,182,2,1,52
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32EX,BA3 2EX,http://data.ordnancesurvey.co.uk/id/7000000000000522,Midsomer Norton Redfield,"(51.28377, -2.482354)",25,305,27,1,13
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS396TZ,BS39 6TZ,http://data.ordnancesurvey.co.uk/id/7000000000039079,High Littleton,"(51.298714, -2.532326)",3,131,23,1,43
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33JB,BA3 3JB,http://data.ordnancesurvey.co.uk/id/7000000000000882,Radstock,"(51.297015, -2.443753)",12,408,24,1,77
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS312PJ,BS31 2PJ,http://data.ordnancesurvey.co.uk/id/7000000000000878,Keynsham North,"(51.409394, -2.51243)",24,170,1,1,48
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA29ES,BA2 9ES,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.382394, -2.398523)",28,479,11,1,92
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS396HG,BS39 6HG,http://data.ordnancesurvey.co.uk/id/7000000000039079,High Littleton,"(51.319857, -2.509481)",3,135,23,1,42
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33EW,BA3 3EW,http://data.ordnancesurvey.co.uk/id/7000000000000519,Westfield,"(51.283174, -2.460711)",26,518,26,1,98
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA34NH,BA3 4NH,http://data.ordnancesurvey.co.uk/id/7000000000000519,Westfield,"(51.281297, -2.480234)",26,519,26,1,100
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS312FG,BS31 2FG,http://data.ordnancesurvey.co.uk/id/7000000000000878,Keynsham North,"(51.416998, -2.502895)",24,173,1,1,49
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA28BH,BA2 8BH,http://data.ordnancesurvey.co.uk/id/7000000000039082,Bathavon West,"(51.333003, -2.41875)",9,65,22,1,28
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33TU,BA3 3TU,http://data.ordnancesurvey.co.uk/id/7000000000000519,Westfield,"(51.286813, -2.459155)",26,506,26,1,99
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS394HS,BS39 4HS,http://data.ordnancesurvey.co.uk/id/7000000000039078,Publow and Whitchurch,"(51.379141, -2.539493)",7,398,20,1,74
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS396TE,BS39 6TE,http://data.ordnancesurvey.co.uk/id/7000000000039079,High Littleton,"(51.29787, -2.534009)",3,133,23,1,43
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS406PF,BS40 6PF,http://data.ordnancesurvey.co.uk/id/7000000000025512,Chew Valley South,"(51.316478, -2.680698)",4,93,21,1,32
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS313AP,BS31 3AP,http://data.ordnancesurvey.co.uk/id/7000000000000569,Saltford,"(51.402939, -2.467116)",17,432,16,1,82
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32NL,BA3 2NL,http://data.ordnancesurvey.co.uk/id/7000000000000522,Midsomer Norton Redfield,"(51.278895, -2.497715)",25,298,27,1,12
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS395PP,BS39 5PP,http://data.ordnancesurvey.co.uk/id/7000000000025529,Clutton,"(51.33173, -2.540731)",5,98,20,1,35
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32XS,BA3 2XS,http://data.ordnancesurvey.co.uk/id/7000000000000526,Paulton,"(51.307211, -2.484737)",13,372,23,1,67
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA29DA,BA2 9DA,http://data.ordnancesurvey.co.uk/id/7000000000039082,Bathavon West,"(51.380922, -2.425754)",9,68,22,1,28
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS408SP,BS40 8SP,http://data.ordnancesurvey.co.uk/id/7000000000025513,Chew Valley North,"(51.364855, -2.608977)",6,80,21,1,31
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS311HW,BS31 1HW,http://data.ordnancesurvey.co.uk/id/7000000000000568,Keynsham East,"(51.411985, -2.493292)",16,156,3,1,45
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS406AJ,BS40 6AJ,http://data.ordnancesurvey.co.uk/id/7000000000000538,Mendip,"(51.289584, -2.60342)",2,271,21,1,6
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA28PU,BA2 8PU,http://data.ordnancesurvey.co.uk/id/7000000000025555,Bathavon South,"(51.320608, -2.380422)",10,60,10,1,114
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33JT,BA3 3JT,http://data.ordnancesurvey.co.uk/id/7000000000000882,Radstock,"(51.295037, -2.44131)",12,411,24,1,77
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS394BZ,BS39 4BZ,http://data.ordnancesurvey.co.uk/id/7000000000025529,Clutton,"(51.35456, -2.556265)",5,102,20,1,34
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32AA,BA3 2AA,http://data.ordnancesurvey.co.uk/id/7000000000000523,Midsomer Norton North,"(51.291329, -2.465511)",11,284,25,1,8
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32BH,BA3 2BH,http://data.ordnancesurvey.co.uk/id/7000000000000523,Midsomer Norton North,"(51.291844, -2.476114)",11,282,25,1,8
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS395XZ,BS39 5XZ,http://data.ordnancesurvey.co.uk/id/7000000000025529,Clutton,"(51.330662, -2.540288)",5,99,20,1,35
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS406HH,BS40 6HH,http://data.ordnancesurvey.co.uk/id/7000000000000538,Mendip,"(51.315161, -2.638307)",2,274,21,1,6
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33SE,BA3 3SE,http://data.ordnancesurvey.co.uk/id/7000000000000519,Westfield,"(51.289562, -2.455124)",26,521,26,1,99
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32XH,BA3 2XH,http://data.ordnancesurvey.co.uk/id/7000000000000526,Paulton,"(51.300971, -2.473741)",13,581,23,1,69
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS394AU,BS39 4AU,http://data.ordnancesurvey.co.uk/id/7000000000039078,Publow and Whitchurch,"(51.366985, -2.547164)",7,397,20,1,74
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS140EZ,BS14 0EZ,http://data.ordnancesurvey.co.uk/id/7000000000039078,Publow and Whitchurch,"(51.40547, -2.5643)",7,404,20,1,75
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS394EE,BS39 4EE,http://data.ordnancesurvey.co.uk/id/7000000000025529,Clutton,"(51.363521, -2.568396)",5,102,20,1,34
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS311TR,BS31 1TR,http://data.ordnancesurvey.co.uk/id/7000000000000568,Keynsham East,"(51.412903, -2.475587)",16,154,3,1,47
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26NR,BA2 6NR,http://data.ordnancesurvey.co.uk/id/7000000000000589,Bathwick,"(51.385106, -2.348826)",22,74,12,1,30
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS406DP,BS40 6DP,http://data.ordnancesurvey.co.uk/id/7000000000025512,Chew Valley South,"(51.310753, -2.654989)",4,86,21,1,32
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS408RX,BS40 8RX,http://data.ordnancesurvey.co.uk/id/7000000000025513,Chew Valley North,"(51.371067, -2.602177)",6,79,21,1,31
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32JH,BA3 2JH,http://data.ordnancesurvey.co.uk/id/7000000000000522,Midsomer Norton Redfield,"(51.283369, -2.490179)",25,302,27,1,13
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA27EX,BA2 7EX,http://data.ordnancesurvey.co.uk/id/7000000000025555,Bathavon South,"(51.356156, -2.329089)",10,56,10,1,113
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32RS,BA3 2RS,http://data.ordnancesurvey.co.uk/id/7000000000000523,Midsomer Norton North,"(51.28829, -2.491694)",11,286,25,1,10
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS312JR,BS31 2JR,http://data.ordnancesurvey.co.uk/id/7000000000000878,Keynsham North,"(51.411206, -2.50943)",24,166,1,1,50
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS397RH,BS39 7RH,http://data.ordnancesurvey.co.uk/id/7000000000000526,Paulton,"(51.301361, -2.496682)",13,372,23,1,67
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32TY,BA3 2TY,http://data.ordnancesurvey.co.uk/id/7000000000000523,Midsomer Norton North,"(51.292399, -2.485327)",11,276,25,1,9
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA28DB,BA2 8DB,http://data.ordnancesurvey.co.uk/id/7000000000025545,Peasedown,"(51.311256, -2.424909)",15,386,22,1,73
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33NF,BA3 3NF,http://data.ordnancesurvey.co.uk/id/7000000000000882,Radstock,"(51.289636, -2.42838)",12,416,24,1,78
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS313DT,BS31 3DT,http://data.ordnancesurvey.co.uk/id/7000000000000569,Saltford,"(51.401184, -2.465186)",17,433,16,1,82
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA28BA,BA2 8BA,http://data.ordnancesurvey.co.uk/id/7000000000039082,Bathavon West,"(51.337796, -2.423876)",9,65,22,1,28
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA29BN,BA2 9BN,http://data.ordnancesurvey.co.uk/id/7000000000039082,Bathavon West,"(51.378739, -2.4374)",9,68,22,1,28
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS396EP,BS39 6EP,http://data.ordnancesurvey.co.uk/id/7000000000039079,High Littleton,"(51.310703, -2.525678)",3,136,23,1,43
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32NZ,BA3 2NZ,http://data.ordnancesurvey.co.uk/id/7000000000000522,Midsomer Norton Redfield,"(51.281825, -2.491711)",25,307,27,1,13
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32BT,BA3 2BT,http://data.ordnancesurvey.co.uk/id/7000000000000523,Midsomer Norton North,"(51.289517, -2.466668)",11,284,25,1,8
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32DH,BA3 2DH,http://data.ordnancesurvey.co.uk/id/7000000000000523,Midsomer Norton North,"(51.288276, -2.477755)",11,290,25,1,11
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33XT,BA3 3XT,http://data.ordnancesurvey.co.uk/id/7000000000000519,Westfield,"(51.28526, -2.469722)",26,516,26,1,98
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS397NZ,BS39 7NZ,http://data.ordnancesurvey.co.uk/id/7000000000000526,Paulton,"(51.30993, -2.498941)",13,581,23,1,69
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS395QR,BS39 5QR,http://data.ordnancesurvey.co.uk/id/7000000000025529,Clutton,"(51.343483, -2.538816)",5,94,20,1,34
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33BJ,BA3 3BJ,http://data.ordnancesurvey.co.uk/id/7000000000000882,Radstock,"(51.298704, -2.455875)",12,421,24,1,76
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS394ND,BS39 4ND,http://data.ordnancesurvey.co.uk/id/7000000000039078,Publow and Whitchurch,"(51.364613, -2.544895)",7,398,20,1,74
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS395AL,BS39 5AL,http://data.ordnancesurvey.co.uk/id/7000000000000538,Mendip,"(51.312674, -2.580724)",2,273,21,1,6
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS408TJ,BS40 8TJ,http://data.ordnancesurvey.co.uk/id/7000000000025513,Chew Valley North,"(51.352193, -2.584483)",6,79,21,1,31
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS140PL,BS14 0PL,http://data.ordnancesurvey.co.uk/id/7000000000039078,Publow and Whitchurch,"(51.406832, -2.561471)",7,402,20,1,75
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS407XB,BS40 7XB,http://data.ordnancesurvey.co.uk/id/7000000000025512,Chew Valley South,"(51.344587, -2.685407)",4,88,21,1,32
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA28HQ,BA2 8HQ,http://data.ordnancesurvey.co.uk/id/7000000000025545,Peasedown,"(51.314964, -2.426521)",15,382,22,1,71
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS312RX,BS31 2RX,http://data.ordnancesurvey.co.uk/id/7000000000000625,Keynsham South,"(51.405345, -2.513232)",37,177,2,1,51
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS313JR,BS31 3JR,http://data.ordnancesurvey.co.uk/id/7000000000000569,Saltford,"(51.396346, -2.451338)",17,424,16,1,81
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA27SW,BA2 7SW,http://data.ordnancesurvey.co.uk/id/7000000000025555,Bathavon South,"(51.321845, -2.328283)",10,55,10,1,114
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33QF,BA3 3QF,http://data.ordnancesurvey.co.uk/id/7000000000000882,Radstock,"(51.291464, -2.446783)",12,413,24,1,79
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS312RU,BS31 2RU,http://data.ordnancesurvey.co.uk/id/7000000000000625,Keynsham South,"(51.406183, -2.512782)",37,177,2,1,51
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA34AJ,BA3 4AJ,http://data.ordnancesurvey.co.uk/id/7000000000000522,Midsomer Norton Redfield,"(51.280133, -2.479133)",25,295,27,1,12
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS396UR,BS39 6UR,http://data.ordnancesurvey.co.uk/id/7000000000039079,High Littleton,"(51.297285, -2.532137)",3,133,23,1,43
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA34AX,BA3 4AX,http://data.ordnancesurvey.co.uk/id/7000000000000519,Westfield,"(51.279015, -2.473214)",26,520,26,1,100
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA28SU,BA2 8SU,http://data.ordnancesurvey.co.uk/id/7000000000025545,Peasedown,"(51.311939, -2.422533)",15,387,22,1,72
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33RP,BA3 3RP,http://data.ordnancesurvey.co.uk/id/7000000000000519,Westfield,"(51.291278, -2.450911)",26,521,26,1,99
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA28DT,BA2 8DT,http://data.ordnancesurvey.co.uk/id/7000000000025545,Peasedown,"(51.316446, -2.424655)",15,382,22,1,71
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS408TA,BS40 8TA,http://data.ordnancesurvey.co.uk/id/7000000000025513,Chew Valley North,"(51.360428, -2.607769)",6,79,21,1,31
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS311PF,BS31 1PF,http://data.ordnancesurvey.co.uk/id/7000000000000568,Keynsham East,"(51.408256, -2.49272)",16,142,3,1,46
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32QD,BA3 2QD,http://data.ordnancesurvey.co.uk/id/7000000000000523,Midsomer Norton North,"(51.289146, -2.480403)",11,283,25,1,11
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS397XS,BS39 7XS,http://data.ordnancesurvey.co.uk/id/7000000000000526,Paulton,"(51.30612, -2.506632)",13,363,23,1,68
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS140TU,BS14 0TU,http://data.ordnancesurvey.co.uk/id/7000000000039078,Publow and Whitchurch,"(51.405434, -2.554898)",7,403,20,1,75
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS397ND,BS39 7ND,http://data.ordnancesurvey.co.uk/id/7000000000000526,Paulton,"(51.302303, -2.507738)",13,368,23,1,67
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS311PP,BS31 1PP,http://data.ordnancesurvey.co.uk/id/7000000000000568,Keynsham East,"(51.408757, -2.489044)",16,142,3,1,46
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA28TY,BA2 8TY,http://data.ordnancesurvey.co.uk/id/7000000000025545,Peasedown,"(51.319268, -2.414995)",15,390,22,1,70
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS140QY,BS14 0QY,http://data.ordnancesurvey.co.uk/id/7000000000039078,Publow and Whitchurch,"(51.392968, -2.547963)",7,398,20,1,74
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS311RX,BS31 1RX,http://data.ordnancesurvey.co.uk/id/7000000000000568,Keynsham East,"(51.403649, -2.486905)",16,148,3,1,47
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS395SA,BS39 5SA,http://data.ordnancesurvey.co.uk/id/7000000000025529,Clutton,"(51.332011, -2.544179)",5,98,20,1,35
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33ED,BA3 3ED,http://data.ordnancesurvey.co.uk/id/7000000000000882,Radstock,"(51.301096, -2.45356)",12,409,24,1,76
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA28PN,BA2 8PN,http://data.ordnancesurvey.co.uk/id/7000000000025555,Bathavon South,"(51.322682, -2.402942)",10,60,10,1,114
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS397LE,BS39 7LE,http://data.ordnancesurvey.co.uk/id/7000000000000526,Paulton,"(51.307441, -2.502687)",13,362,23,1,68
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS313JQ,BS31 3JQ,http://data.ordnancesurvey.co.uk/id/7000000000000569,Saltford,"(51.398617, -2.452583)",17,424,16,1,81
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA29DP,BA2 9DP,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.36509, -2.397037)",27,448,15,1,84
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS311QF,BS31 1QF,http://data.ordnancesurvey.co.uk/id/7000000000000568,Keynsham East,"(51.406369, -2.490298)",16,146,3,1,46
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS140PS,BS14 0PS,http://data.ordnancesurvey.co.uk/id/7000000000039078,Publow and Whitchurch,"(51.406952, -2.559057)",7,402,20,1,75
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA28HG,BA2 8HG,http://data.ordnancesurvey.co.uk/id/7000000000025545,Peasedown,"(51.315629, -2.426599)",15,382,22,1,71
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS397TB,BS39 7TB,http://data.ordnancesurvey.co.uk/id/7000000000000526,Paulton,"(51.300812, -2.499015)",13,373,23,1,67
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32SX,BA3 2SX,http://data.ordnancesurvey.co.uk/id/7000000000000523,Midsomer Norton North,"(51.292896, -2.489076)",11,280,25,1,10
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33BS,BA3 3BS,http://data.ordnancesurvey.co.uk/id/7000000000000882,Radstock,"(51.300853, -2.45591)",12,405,24,1,76
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS311LN,BS31 1LN,http://data.ordnancesurvey.co.uk/id/7000000000000568,Keynsham East,"(51.413705, -2.492822)",16,153,3,1,45
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS313DJ,BS31 3DJ,http://data.ordnancesurvey.co.uk/id/7000000000000569,Saltford,"(51.402088, -2.45933)",17,422,16,1,80
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32BN,BA3 2BN,http://data.ordnancesurvey.co.uk/id/7000000000000523,Midsomer Norton North,"(51.293442, -2.476604)",11,279,25,1,8
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32ND,BA3 2ND,http://data.ordnancesurvey.co.uk/id/7000000000000522,Midsomer Norton Redfield,"(51.28109, -2.497381)",25,292,27,1,14
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS397PF,BS39 7PF,http://data.ordnancesurvey.co.uk/id/7000000000000526,Paulton,"(51.314138, -2.49484)",13,581,23,1,69
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26QQ,BA2 6QQ,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.387651, -2.351734)",36,499,6,1,96
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26HZ,BA2 6HZ,http://data.ordnancesurvey.co.uk/id/7000000000000589,Bathwick,"(51.379828, -2.339762)",22,77,12,1,29
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26EA,BA2 6EA,http://data.ordnancesurvey.co.uk/id/7000000000000589,Bathwick,"(51.375471, -2.332043)",22,583,12,1,29
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS313DN,BS31 3DN,http://data.ordnancesurvey.co.uk/id/7000000000000569,Saltford,"(51.399948, -2.45928)",17,422,16,1,80
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26SQ,BA2 6SQ,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.391044, -2.338566)",1,29,10,1,27
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26UY,BA2 6UY,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.394378, -2.319992)",1,31,10,1,24
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS397QW,BS39 7QW,http://data.ordnancesurvey.co.uk/id/7000000000000526,Paulton,"(51.305241, -2.499794)",13,366,23,1,69
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA32PP,BA3 2PP,http://data.ordnancesurvey.co.uk/id/7000000000000522,Midsomer Norton Redfield,"(51.277301, -2.491935)",25,298,27,1,12
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS312HB,BS31 2HB,http://data.ordnancesurvey.co.uk/id/7000000000000878,Keynsham North,"(51.412934, -2.509076)",24,166,1,1,50
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26LB,BA2 6LB,http://data.ordnancesurvey.co.uk/id/7000000000000589,Bathwick,"(51.380283, -2.344019)",22,77,12,1,29
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS311ST,BS31 1ST,http://data.ordnancesurvey.co.uk/id/7000000000000568,Keynsham East,"(51.420446, -2.482511)",16,152,3,1,45
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS406JN,BS40 6JN,http://data.ordnancesurvey.co.uk/id/7000000000025512,Chew Valley South,"(51.310966, -2.652266)",4,87,21,1,32
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33BB,BA3 3BB,http://data.ordnancesurvey.co.uk/id/7000000000000882,Radstock,"(51.295165, -2.450146)",12,421,24,1,76
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26JU,BA2 6JU,http://data.ordnancesurvey.co.uk/id/7000000000000589,Bathwick,"(51.38268, -2.342154)",22,73,12,1,30
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS312ZX,BS31 2ZX,http://data.ordnancesurvey.co.uk/id/7000000000000878,Keynsham North,"(51.415585, -2.498925)",24,158,1,1,49
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS311DP,BS31 1DP,http://data.ordnancesurvey.co.uk/id/7000000000000878,Keynsham North,"(51.416737, -2.498606)",24,158,1,1,49
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA33DH,BA3 3DH,http://data.ordnancesurvey.co.uk/id/7000000000000882,Radstock,"(51.303149, -2.457396)",12,405,24,1,76
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26TJ,BA2 6TJ,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.393924, -2.325019)",1,27,10,1,27
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA34PY,BA3 4PY,http://data.ordnancesurvey.co.uk/id/7000000000000519,Westfield,"(51.282229, -2.476531)",26,517,26,1,100
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA27EJ,BA2 7EJ,http://data.ordnancesurvey.co.uk/id/7000000000025555,Bathavon South,"(51.344095, -2.351773)",10,58,10,1,113
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS313BB,BS31 3BB,http://data.ordnancesurvey.co.uk/id/7000000000000569,Saltford,"(51.403026, -2.458722)",17,430,16,1,80
