Easting,Northing,Geometry,Location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
368632.80371100141,166812.05942390254,"{""type"":""LineString"",""coordinates"":[[-2.457484987437167,51.402035945612333],[-2.457188181719291,51.401891840488709],[-2.456910949543863,51.401725455173462],[-2.456613897173179,51.401544314439739],[-2.456197531849073,51.401248037784413],[-2.456003453643872,51.401135440852883],[-2.455750668945987,51.401042848062694],[-2.455375545563835,51.400935988260358],[-2.454984831363682,51.400846357011019],[-2.454590571277259,51.400781458263779],[-2.454243774903161,51.400745858407703],[-2.453830186987474,51.400727775407503],[-2.45338116234378,51.400709828114543],[-2.453137058885435,51.400703311726254],[-2.452928056368823,51.400674635799476],[-2.452722839554295,51.400621224826907],[-2.452548812189201,51.400545579798042],[-2.452362686584715,51.400432946115664],[-2.452152276637248,51.400261437341378],[-2.451568652050495,51.399753916504835],[-2.451004330880113,51.399231486384821],[-2.450841557401427,51.399094220093197],[-2.450729959104502,51.398954329602482],[-2.450479776581958,51.398726249565627],[-2.450114407350311,51.398402608002286],[-2.449947389730224,51.398230838587928],[-2.44988373687016,51.398169507687648],[-2.449807409378079,51.398012221739251],[-2.449526918839295,51.397508470141119],[-2.449266662052822,51.397061271627329],[-2.44895569648762,51.396663437322069],[-2.448645243981714,51.396317467381117],[-2.448339669603331,51.396069908707872]]}","(51.399622628937436, -2.4525215489961556)",17,81,424,16,1
368632.06340876088,166811.08909068463,"{""type"":""Polygon"",""coordinates"":[[[-2.457378808127565,51.402121127515706],[-2.457384048220521,51.402123624004254],[-2.457389761505486,51.402126028753834],[-2.45739559241605,51.402128343152775],[-2.457401540055042,51.402130477313513],[-2.457407604422411,51.402132431236048],[-2.457413786415273,51.402134294807894],[-2.457420203658598,51.402135977678661],[-2.45742661910797,51.402137480773959],[-2.457433033660558,51.402138893981359],[-2.457439683463416,51.402140126487659],[-2.457446330574914,51.40214108933089],[-2.457453095311613,51.402141961823354],[-2.457459859151297,51.402142744427891],[-2.457466738821544,51.402143256906506],[-2.457473616697335,51.402143589609622],[-2.457480375153746,51.402143832887674],[-2.457487249440439,51.402143806039817],[-2.457494122829786,51.402143689303998],[-2.457500994424396,51.402143392792695],[-2.457507864224187,51.402142916505895],[-2.457514732229079,51.402142260443597],[-2.457521479916804,51.402141425068734],[-2.457528107287312,51.402140410381342],[-2.45753473376011,51.40213930580601],[-2.457541239018117,51.402137932030648],[-2.457547743378307,51.402136468367367],[-2.457554127420999,51.402134825391599],[-2.457560392043627,51.402133092990887],[-2.45756653545118,51.40213109139021],[-2.457572440916419,51.402129000827621],[-2.457578345483619,51.402126820377212],[-2.457584010313455,51.402124371189835],[-2.457589674245164,51.402121832114659],[-2.457594981712342,51.402119204540661],[-2.45760028738384,51.402116397191357],[-2.45760523659081,51.402113501343315],[-2.457610065479936,51.402110426182993],[-2.457614774948755,51.402107261597934],[-2.457619246475189,51.402104008051225],[-2.457623480059262,51.402100665542868],[-2.457627474803389,51.402097144185333],[-2.457631231605199,51.402093533866214],[-2.457634751362336,51.40208992447306],[-2.457638150801655,51.402086135767775],[-2.457641193776726,51.402082258564008],[-2.457643999707249,51.402078382286241],[-2.457646567695677,51.40207441704699],[-2.45764889774203,51.402070362846274],[-2.457650989846358,51.402066219684073],[-2.457652727282063,51.402062167798562],[-2.457654344400193,51.402057936601025],[-2.457655605952188,51.402053706792657],[-2.457656630460078,51.402049477910403],[-2.457657299402007,51.402045250417352],[-2.457657730402318,51.402040933962908],[-2.457657924358759,51.402036618434565],[-2.457657882169022,51.4020323937199],[-2.457657483515984,51.402028080506909],[-2.457656847819299,51.402023768220054],[-2.457655975976654,51.402019546746878],[-2.457654748568627,51.402015326662884],[-2.457653284117157,51.402011107505004],[-2.457651583519932,51.402006979160767],[-2.457649645879396,51.40200285174263],[-2.457647353571415,51.401998815601182],[-2.457644942742044,51.401994779922745],[-2.457642177245369,51.401990835520948],[-2.457639175603221,51.401986981932751],[-2.45763593781566,51.40198321915809],[-2.457632463882722,51.40197954719698],[-2.457628752906849,51.401975876161849],[-2.457624806683272,51.401972385827769],[-2.457620624314404,51.401968986307146],[-2.457616205800301,51.401965677599975],[-2.45761166966267,51.401962459243208],[-2.457606898277371,51.401959421587385],[-2.457601889849299,51.401956384857407],[-2.45759676559281,51.401953618252861],[-2.457591166352674,51.40195076361254],[-2.457301625637165,51.401810136144775],[-2.457031309891246,51.401647948989691],[-2.456739504700834,51.401470024177016],[-2.456327555800013,51.401176876946103],[-2.456323855733847,51.401174284519634],[-2.456319681589328,51.401171693939887],[-2.456315269510935,51.40116901439584],[-2.456121191353562,51.401056417657621],[-2.456111895848885,51.401051330062913],[-2.456101775183546,51.401046695135804],[-2.456091065501648,51.401042422065515],[-2.455838281142021,51.400949829462],[-2.455833285457883,51.400948051081549],[-2.455828053629948,51.400946363510862],[-2.455822466245048,51.400944677323594],[-2.455447343501573,51.400837817747657],[-2.455443540179314,51.400836753842952],[-2.455439499819546,51.400835690859758],[-2.45543522331557,51.40083471868563],[-2.455044509864126,51.400745087631833],[-2.45503952137277,51.40074402831813],[-2.455034295844434,51.400742969925048],[-2.455028952690184,51.400742001879713],[-2.454634693440407,51.400677103277658],[-2.454629470603961,51.400676314529271],[-2.454624130140907,51.400675616128254],[-2.454618672051248,51.400675008074593],[-2.454271876461426,51.400639408299078],[-2.4542666563083,51.400638889197303],[-2.454261318527884,51.400638460442558],[-2.454255864011102,51.400638211922399],[-2.453842277062063,51.400620128962146],[-2.453841921507148,51.400620130339753],[-2.453841684470524,51.400620131258151],[-2.453841210397305,51.400620133094954],[-2.453392186803852,51.400602185841286],[-2.453391000731935,51.400602100541121],[-2.453389814660023,51.400602015240949],[-2.453388510959089,51.400602020287131],[-2.453159464335966,51.400595895120759],[-2.452980370634491,51.400571328455264],[-2.452806524695147,51.400526066285749],[-2.452659160976292,51.40046200418157],[-2.452492233039785,51.400361072243058],[-2.452291261202479,51.400197167996623],[-2.451710625380389,51.399692333052066],[-2.451147737921632,51.399171156562019],[-2.451146422758566,51.399169993043465],[-2.451144987311388,51.399168650205979],[-2.451143314835106,51.399167308281406],[-2.4509896234346,51.399037647955154],[-2.450884745610653,51.398906271387233],[-2.450881147747862,51.398901970464642],[-2.450877194344057,51.3988976709105],[-2.450872648371528,51.398893373637172],[-2.450622465475688,51.398665293903456],[-2.450622225797808,51.398665025152269],[-2.450621747325799,51.398664577537566],[-2.450621150340511,51.398664130378819],[-2.450259246613464,51.398343442336596],[-2.450095223247508,51.398174897699981],[-2.450094504230857,51.39817409144306],[-2.450093547307456,51.398173196209228],[-2.450092589501375,51.398172211087704],[-2.450042217560645,51.398123683664771],[-2.449972906229351,51.397980933221952],[-2.449972301317166,51.39797967707046],[-2.449971576128539,51.397978241598835],[-2.449970732428436,51.397976806582456],[-2.449690240317181,51.397473055376018],[-2.449690118279361,51.397472696280126],[-2.449689757457299,51.397472158318806],[-2.449689515145483,51.397471619902468],[-2.449429256987188,51.397024421750302],[-2.449427090331881,51.397021014201641],[-2.449424685777406,51.39701751767462],[-2.44942216183289,51.397013931714525],[-2.449111195244961,51.396616097821166],[-2.449109756414713,51.396614395406893],[-2.449108198195807,51.396612603559248],[-2.449106639096316,51.396610721823862],[-2.44879618581361,51.396264752281525],[-2.448791994939355,51.396260363674486],[-2.448787330037464,51.396255976883531],[-2.448782309615172,51.396251591454572],[-2.448476734940335,51.396004033136627],[-2.448472555553521,51.39600081305862],[-2.448468020647951,51.395997594341686],[-2.44846324960958,51.395994466419779],[-2.448458360944861,51.395991428839167],[-2.448453355533206,51.395988571487564],[-2.448447995482322,51.395985805384669],[-2.448442637190895,51.395983219057015],[-2.448437042766641,51.395980723524303],[-2.448431212209574,51.395978318786476],[-2.448425265784822,51.395976184165313],[-2.448419320239978,51.395974139431601],[-2.448413138562239,51.395972185492688],[-2.44840684101662,51.395970501670398],[-2.448400425844419,51.395968908189204],[-2.448394012431256,51.395967494483159],[-2.448387362885056,51.395966171571821],[-2.448380715977057,51.395965118323375],[-2.448374069948626,51.395964154962314],[-2.448367307172629,51.395963371830028],[-2.448360427648965,51.395962768926466],[-2.448353549883927,51.395962345798026],[-2.448346792383793,51.395962101991081],[-2.448339918135768,51.395962038412854],[-2.448333044766942,51.395962064721985],[-2.448326174035634,51.395962360693972],[-2.448319304183377,51.395962746553316],[-2.44831243608929,51.395963312187774],[-2.448305689138786,51.39596414703152],[-2.448298943067151,51.395965071762625],[-2.44829231638073,51.395966085927547],[-2.448285810837645,51.395967369301815],[-2.448279307052368,51.395968832451224],[-2.448272922652106,51.395970385034495],[-2.448266540009534,51.395972117392908],[-2.448260396137326,51.395974028619449],[-2.448254371650043,51.395976029279886],[-2.448248467426673,51.395978209262047],[-2.448242683467161,51.395980568565882],[-2.448237018892462,51.395983017303678],[-2.448231593087987,51.395985644909722],[-2.448226287547251,51.395988451837546],[-2.44822121901875,51.395991257858135],[-2.448216270753971,51.395994243200533],[-2.448211561259356,51.395997407411286],[-2.448207089655963,51.396000660602638],[-2.44820273743732,51.396004003228121],[-2.448198623109919,51.39600743483426],[-2.448194746673804,51.396010955421097],[-2.448191109007902,51.396014654876389],[-2.448187708354424,51.396018353424658],[-2.448184545592324,51.396022140953676],[-2.448181620721659,51.39602601746347],[-2.448179052248976,51.396029982500615],[-2.44817660316129,51.396034036972004],[-2.448174391086288,51.396038090536443],[-2.448172535409485,51.39604223262829],[-2.44817091674549,51.39604637381322],[-2.448169535973263,51.396050603979006],[-2.448168392213986,51.396054833237905],[-2.448167603974332,51.396059061136498],[-2.448167053626654,51.396063378015938],[-2.448166739413283,51.396067604100779],[-2.448166781598648,51.396071918713041],[-2.448167060797335,51.396076232418451],[-2.448167576130545,51.396080455329212],[-2.448168329356086,51.396084767220877],[-2.448169437222971,51.396088987864438],[-2.44817078210346,51.396093207601105],[-2.448172363118744,51.396097336543143],[-2.448174299654491,51.396101464124825],[-2.448176473204051,51.396105590799564],[-2.448178882888601,51.396109626679625],[-2.448181528708189,51.396113571764964],[-2.448184410662859,51.396117426055596],[-2.448187529631571,51.396121279439221],[-2.448191002363332,51.396124951686886],[-2.448194593602439,51.396128623480983],[-2.448198420976797,51.396132204480288],[-2.448202603872193,51.396135784119032],[-2.448500531910821,51.396377080047117],[-2.448802356961253,51.396713465075791],[-2.449107200060766,51.397103412841005],[-2.449363959689255,51.397544602416794],[-2.449642880675163,51.398045573800971],[-2.449718239277552,51.398200796079827],[-2.449719811686155,51.398204026121924],[-2.449724989732138,51.39821236611246],[-2.449731230861585,51.398220342456632],[-2.449738536838918,51.398228134929752],[-2.449800872719306,51.398288122599148],[-2.449966573124272,51.398458548913986],[-2.449968488743112,51.398460519158981],[-2.449970642270158,51.398462578381107],[-2.449973033705498,51.398464726580315],[-2.450337686058872,51.398787831989942],[-2.450580453173204,51.399009109130553],[-2.450686770216537,51.399142278251539],[-2.450691327687288,51.399147744071684],[-2.45069659536263,51.399153117267886],[-2.450702573242753,51.399158397840047],[-2.450863076182726,51.399293785349975],[-2.451425243748389,51.399814246839732],[-2.451426080445178,51.399814962743733],[-2.451427037428986,51.399815857966274],[-2.451428113814481,51.399816842619693],[-2.452011737655515,51.400324364152475],[-2.452012693774898,51.400325169482457],[-2.452013769298425,51.400326064242712],[-2.452014964226109,51.400327048433269],[-2.452225373964168,51.400498557452664],[-2.452230510152444,51.400502582720875],[-2.452236119526809,51.400506516270902],[-2.452242202087339,51.4005103581027],[-2.4524283277125,51.400622991974856],[-2.452435122302022,51.400626920937462],[-2.452442269785649,51.400630578863442],[-2.452449890456454,51.400634145070129],[-2.452623917996323,51.400709790244306],[-2.452634151429455,51.400713885689314],[-2.452644854499794,51.400717529863286],[-2.45265626513211,51.40072081173777],[-2.452861482316234,51.400774222825085],[-2.452870986907863,51.400776523246044],[-2.452880843503633,51.40077846274103],[-2.452890933584638,51.400780041768201],[-2.453099936559282,51.400808717759546],[-2.45310966665444,51.400809848705087],[-2.453119631121547,51.400810709070022],[-2.453129709664125,51.400811119537522],[-2.453371916505107,51.400817553391583],[-2.453818570933158,51.400835420013067],[-2.454223622891103,51.400853176591845],[-2.454554403059433,51.40088713073132],[-2.454932755671024,51.400949394651242],[-2.455309690254708,51.401035843558098],[-2.455670788769257,51.40113871303172],[-2.455899544302589,51.401222500303618],[-2.456073237606158,51.40132331115705],[-2.45648387263037,51.401615475592713],[-2.456486618307157,51.401617442495933],[-2.456489719546725,51.40161940801341],[-2.456492940202753,51.401621462956491],[-2.456789992599287,51.401802603994312],[-2.456790230537859,51.401802692957496],[-2.45679058878965,51.401802961233614],[-2.456791065562745,51.40180322904753],[-2.457068297776987,51.401969614644038],[-2.457072471140045,51.401972115308929],[-2.457077117694057,51.401974524236174],[-2.457082002188594,51.401977022125827],[-2.457378808127565,51.402121127515706]]]}","(51.39945775399438, -2.4522895740089465)",17,81,424,16,1
