the_geom,Name,Descriptio
"MULTIPOLYGON (((-2.43241053206442 51.334534763000114, -2.434328207458785 51.33309658291448, -2.435417907768423 51.33227928158291, -2.43570931127575 51.331970946302405, -2.436126046229552 51.331451526294344, -2.436153336760219 51.331409175345286, -2.435039768461378 51.33066469756519, -2.433357697121516 51.328825271806004, -2.435400639284972 51.32742256546704, -2.435265474950307 51.32565830538784, -2.435039263542009 51.32504949758602, -2.435022593684649 51.32500101776137, -2.435169499664046 51.32500748332799, -2.435262479864476 51.32499230543319, -2.435391447332906 51.32496629645202, -2.435554780421181 51.32494564289093, -2.435664437085318 51.32500456367265, -2.435726765531569 51.32507624543086, -2.435846258598148 51.32511175746274, -2.436052088960549 51.32518020790482, -2.436205677258402 51.3251924902723, -2.436676204893968 51.3250487962578, -2.436782726090412 51.325001744811445, -2.436906825599533 51.32496163925172, -2.436944375060781 51.32494091379121, -2.436992771409109 51.32492850780029, -2.437081154360361 51.32494013349211, -2.437449384533219 51.32502658268786, -2.438423452319777 51.32521189199926, -2.438885914110659 51.32533942402018, -2.439260701629489 51.32534368148717, -2.43955919806717 51.32543775685832, -2.439767761237605 51.32548191962644, -2.439846890344878 51.32550319645929, -2.439918810313395 51.3255253992525, -2.439976456927582 51.325552240149584, -2.440177003229268 51.325661154688895, -2.440447079323041 51.325839024276206, -2.440516721258031 51.32591975507943, -2.440571185387678 51.326058882984285, -2.440668652629141 51.32619074750807, -2.440720708555423 51.326239093311585, -2.440775696895076 51.32628473128531, -2.440937443198357 51.3263821046199, -2.441272585547039 51.32661914591422, -2.441093502804585 51.32665128308848, -2.440910047883307 51.326671750474546, -2.440768220720334 51.3267019489817, -2.440593345392504 51.32672867601833, -2.440438841805458 51.32676970889487, -2.440065482937384 51.32682936313837, -2.440084357861764 51.32684798975163, -2.441146475641645 51.32780574822841, -2.441364614705451 51.32772447251837, -2.441479417728214 51.32775100727011, -2.441770849172888 51.3278466318036, -2.442165467890379 51.327978901475134, -2.442601780779004 51.327832526309216, -2.443020810778349 51.327673540123435, -2.443447493728241 51.327572144314104, -2.443456192549502 51.327578403813284, -2.443511497547544 51.327656400474886, -2.443661931403255 51.327929192488604, -2.443861303752988 51.32835560422065, -2.443924674294291 51.328533350378464, -2.44406919025663 51.32878099447717, -2.443770352913016 51.32889988638213, -2.444299881839979 51.329630768434086, -2.444458964563736 51.32990343663022, -2.44423692478264 51.330095839530586, -2.444017171875908 51.330378125444064, -2.444327973006482 51.33061435129342, -2.444687624163732 51.33084760410926, -2.444967110129817 51.33103900114613, -2.445324697908684 51.33135172446142, -2.445373501618199 51.33140529428233, -2.445591058212206 51.33159243080126, -2.446751133518374 51.33260873430953, -2.444720615028953 51.333412279923536, -2.443985417582688 51.33273764376568, -2.443573694044444 51.332910089334334, -2.44347830192232 51.33284842520004, -2.443291222181331 51.33293722797023, -2.443334649428529 51.332985605242975, -2.4432689226174 51.33300563038276, -2.443152694444154 51.333016857455114, -2.443067283388952 51.333008371312715, -2.443030560316475 51.333004734823305, -2.442832124803962 51.33311883950107, -2.442783228306099 51.33310464171662, -2.442608787820824 51.33303149996653, -2.442390801039487 51.33319242168646, -2.442197461367763 51.33335666579833, -2.44207185462829 51.33346339259234, -2.441956409205094 51.333543832407074, -2.44177407173353 51.333695629166776, -2.441397498081201 51.33398065902581, -2.441015984553996 51.33426939183708, -2.440701352098515 51.33454753405279, -2.44048333422261 51.334706654438875, -2.440297741118336 51.33481612195722, -2.440075548962202 51.334947480633716, -2.439768658516567 51.33513291251154, -2.439244628276175 51.33539709485813, -2.438763231313454 51.33561500045983, -2.438490994148383 51.33576164550928, -2.438059454529697 51.335971001487735, -2.437985220224955 51.336018023080804, -2.437848383943075 51.33611561830032, -2.437731531507328 51.33621134079974, -2.437550853660257 51.33637840631927, -2.437168792726371 51.33666398224886, -2.437034647893341 51.336746284811866, -2.436936073132667 51.33679789119159, -2.436829003157236 51.33685231583772, -2.436580182908597 51.33696111438251, -2.43598926556245 51.337165573485265, -2.435587545742239 51.33730190681788, -2.435324556634434 51.33741489042787, -2.435195974084365 51.337472719565, -2.434499807181933 51.336599577607515, -2.433650119940963 51.33575981076421, -2.43241053206442 51.334534763000114)))",N-BW3A,
