postcode,status,has_lines_below_2m,average_speed,median_speed,max_speed,has_fibre,connections,longitude,latitude,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
BA10TP,Insufficient Premises,,,,,N,2,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BA29HL,No Data,,,,,N,0,-2.47783368092364,51.3539113367595,"(51.353911, -2.477834)",8,40,130,16,1
BA21AE,OK,N,21.9,20,30,Y,20,-2.38302918315121,51.3748868506039,"(51.374887, -2.383029)",32,104,534,13,1
BS312NN,OK,N,18.7,19,20,Y,3,-2.50762581657552,51.4092199552538,"(51.40922, -2.507626)",24,50,169,1,1
BS406AY,OK,Y,6.8,7.4,8.1,N,15,-2.6222244768438,51.3017188436988,"(51.301719, -2.622224)",2,6,272,21,1
BA14HR,OK,Y,5.2,2.9,30,Y,16,-2.39400020606455,51.4010252420543,"(51.401025, -2.394)",20,106,557,5,1
BA25EZ,OK,N,8.2,7.5,10.2,N,3,-2.34349063657107,51.3613511134847,"(51.361351, -2.343491)",19,37,114,18,1
BA28PS,OK,Y,22,20,30,Y,17,-2.41721804005053,51.3190931006765,"(51.319093, -2.417218)",15,70,394,22,1
BA12RL,OK,N,23.5,19.9,30,Y,12,-2.362790695025,51.3881690816819,"(51.388169, -2.362791)",21,2,249,7,1
BA20FD,No Data,,,,,N,0,-2.48094557442651,51.3397905099276,"(51.339791, -2.480946)",8,40,127,16,1
BA10HE,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA10JS,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA23JR,No Data,,,,,Y,0,-2.38361783174931,51.3765573798657,"(51.376557, -2.383618)",32,101,531,13,1
BS408YR,No Data,,,,,N,0,-2.68248349365291,51.3345181251746,"(51.334518, -2.682483)",4,32,88,21,1
BA28DP,OK,N,15.9,5,30,Y,3,-2.42585117365448,51.3169759136115,"(51.316976, -2.425851)",15,71,391,22,1
BA19AR,Insufficient Premises,,,,,Y,2,-2.43041851666366,51.4185117362787,"(51.418512, -2.430419)",1,25,50,10,1
BA26DY,OK,Y,29.2,30,30,Y,3,-2.33249991105394,51.3747714859369,"(51.374771, -2.3325)",22,29,583,12,1
BA27EL,OK,N,7.3,7.8,7.9,N,4,-2.34874935854467,51.3446019623802,"(51.344602, -2.348749)",10,113,58,10,1
BA16PJ,OK,N,25.1,13.2,30,Y,5,-2.35201462633601,51.3922032633553,"(51.392203, -2.352015)",36,96,492,6,1
BA11DG,OK,N,14.1,13.7,20.6,Y,11,-2.36152588373107,51.3845043882478,"(51.384504, -2.361526)",35,20,11,7,1
BS406JU,No Data,,,,,N,0,-2.66475793276568,51.3138309013817,"(51.313831, -2.664758)",4,32,87,21,1
BA25NE,No Data,,,,,Y,0,-2.36349699050906,51.3648694116294,"(51.364869, -2.363497)",18,5,256,17,1
BA21AU,Insufficient Data,,,,,Y,2,-2.3838864339812,51.374317566194,"(51.374318, -2.383886)",32,104,534,13,1
BS408UD,Insufficient Data,,,,,N,2,-2.63194579597914,51.3556987798793,"(51.355699, -2.631946)",6,31,82,21,1
BS311JH,OK,Y,19.4,9.1,30,Y,14,-2.49100961042307,51.4015849055992,"(51.401585, -2.49101)",16,44,150,3,1
BS311BB,OK,N,19.2,20,30,Y,8,-2.49918731939135,51.406693587476,"(51.406694, -2.499187)",37,53,184,2,1
BS312TW,Insufficient Premises,,,,,N,2,-2.53685032661181,51.3915738368483,"(51.391574, -2.53685)",8,41,122,16,1
BA11LA,OK,N,14,15.3,21.1,Y,15,-2.35731049215944,51.3801743430077,"(51.380174, -2.35731)",35,21,13,7,1
BA24AX,Insufficient Data,,,,,N,1,-2.35799431432991,51.3831035437888,"(51.383104, -2.357994)",35,20,11,7,1
BA32PJ,OK,Y,14.2,13.2,30,Y,10,-2.49255526072726,51.2831386912051,"(51.283139, -2.492555)",25,13,302,27,1
BA29HU,No Data,,,,,N,0,-2.4610214824378,51.3628715740383,"(51.362872, -2.461021)",8,40,130,16,1
BA32WW,No premises,,,,,N,0,-2.44678220204705,51.2914690105397,"(51.291469, -2.446782)",12,79,413,24,1
BS313BT,OK,N,17.5,19.7,20,N,6,-2.45858338565262,51.4049083835416,"(51.404908, -2.458583)",17,80,426,16,1
BA23ED,Insufficient Premises,,,,,Y,2,-2.38520019011127,51.3819202273283,"(51.38192, -2.3852)",32,103,578,13,1
BA22US,OK,N,8,8,8.1,N,3,-2.37996323080879,51.3568414768024,"(51.356841, -2.379963)",30,60,334,19,1
BS406ER,Insufficient Premises,,,,,N,2,-2.64732059218929,51.3012770319427,"(51.301277, -2.647321)",2,6,274,21,1
BA27UB,OK,N,7.6,7.2,9.6,N,3,-2.31128683994923,51.335544996608,"(51.335545, -2.311287)",10,113,52,10,1
BS396HJ,OK,Y,4.1,4.7,5.9,N,7,-2.50482615702237,51.3194853976199,"(51.319485, -2.504826)",3,42,135,23,1
BA32EQ,OK,N,15.4,13.3,30,Y,11,-2.48726160063977,51.2896439855428,"(51.289644, -2.487262)",11,9,288,25,1
BS397NF,OK,Y,26,21.3,30,Y,7,-2.50734885954437,51.3049257097531,"(51.304926, -2.507349)",13,68,365,23,1
BA32JU,OK,N,30,21.1,30,Y,8,-2.4882943633243,51.2842625467287,"(51.284263, -2.488294)",25,13,304,27,1
BS406JL,OK,N,6.4,7.6,8,N,3,-2.65168117901285,51.3103885979544,"(51.310389, -2.651681)",4,32,87,21,1
BA32UB,OK,N,12.1,13.6,19.8,N,5,-2.48342502526715,51.279355217243,"(51.279355, -2.483425)",25,12,300,27,1
BS313JE,OK,N,20.8,8.1,30,N,9,-2.46324360949667,51.4037121372248,"(51.403712, -2.463244)",17,80,428,16,1
BA12TL,OK,N,18.4,18.3,30,Y,16,-2.37074234716983,51.3833875785465,"(51.383388, -2.370742)",34,115,209,9,1
BS396UW,OK,N,3.6,3.5,4.1,N,4,-2.52036860345944,51.2980886977069,"(51.298089, -2.520369)",3,43,132,23,1
BS397BD,No premises,,,,,Y,0,-2.4951247461706,51.2994031135305,"(51.299403, -2.495125)",13,67,372,23,1
BS397NR,OK,N,4.4,4.2,5.5,N,4,-2.50161129769297,51.3089158381065,"(51.308916, -2.501611)",13,68,362,23,1
BS311LZ,OK,N,24,20,30,Y,13,-2.48906314945838,51.4131653393872,"(51.413165, -2.489063)",16,45,155,3,1
BA17EL,No Data,,,,,N,0,-2.32066347408716,51.4058527173121,"(51.405853, -2.320663)",1,23,32,10,1
BA33XE,OK,N,13.3,10.1,30,Y,6,-2.46810813552814,51.287339320089,"(51.287339, -2.468108)",26,97,509,26,1
BA16DH,OK,N,14.6,9.1,30,Y,28,-2.35374954429279,51.3916675270994,"(51.391668, -2.35375)",36,94,486,6,1
BA17BG,OK,Y,13.4,5.8,30,Y,22,-2.34348992461729,51.3996197222765,"(51.39962, -2.34349)",23,58,220,4,1
BA21RZ,OK,Y,30,3.5,30,Y,11,-2.40772431169975,51.3811695959691,"(51.38117, -2.407724)",28,91,481,11,1
BA12LB,No Data,,,,,N,0,-2.36193167114621,51.3831184156442,"(51.383118, -2.361932)",35,20,11,7,1
BA17QH,OK,N,13.8,17.6,19.7,N,5,-2.30647582744299,51.4040114529251,"(51.404011, -2.306476)",1,26,41,10,1
BA24PG,OK,N,14.8,15.4,15.8,Y,3,-2.35595413772426,51.375736578836,"(51.375737, -2.355954)",33,111,572,12,1
BS406HB,Insufficient Data,,,,,N,2,-2.62947317683334,51.3094131076476,"(51.309413, -2.629473)",2,6,274,21,1
BA12RW,OK,N,17.5,18,22.5,Y,30,-2.36396987936011,51.388264331143,"(51.388264, -2.36397)",21,2,247,7,1
BS395DB,OK,N,13.8,8.1,22.9,N,6,-2.54318057800714,51.3205096332321,"(51.32051, -2.543181)",2,7,270,20,1
BS406JF,OK,Y,4.5,4.5,7.2,N,11,-2.65971035897449,51.3120341014217,"(51.312034, -2.65971)",4,32,86,21,1
BA25RQ,OK,N,18.3,18.9,23,N,24,-2.36913532569955,51.3569030913597,"(51.356903, -2.369135)",18,4,262,17,1
BA10SW,No Data,,,,,N,0,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BA11QH,OK,N,7,7.8,8.1,N,4,-2.36056619440412,51.3812433658727,"(51.381243, -2.360566)",35,20,10,7,1
BA25PL,OK,N,16.3,18.4,21.6,N,15,-2.36071673308931,51.3620186451102,"(51.362019, -2.360717)",19,39,115,18,1
BA22EN,OK,Y,22.4,20,30,Y,25,-2.38506251271944,51.3689456558551,"(51.368946, -2.385063)",31,66,343,14,1
BA26DT,No Data,,,,,Y,0,-2.33061477843455,51.3743452229809,"(51.374345, -2.330615)",22,29,70,12,1
BS312BL,Insufficient Premises,,,,,Y,2,-2.49790860366264,51.4173541639264,"(51.417354, -2.497909)",24,49,158,1,1
BS394NE,OK,N,5.8,5.1,8.1,N,6,-2.54160767631671,51.3599459565409,"(51.359946, -2.541608)",7,74,398,20,1
BA25AZ,OK,N,6.9,7.6,9.1,N,9,-2.34939261465533,51.3706400663324,"(51.37064, -2.349393)",33,110,574,12,1
BA15BU,OK,N,13.3,14.3,18,N,15,-2.35882993419192,51.3888916272681,"(51.388892, -2.35883)",35,22,15,7,1
BA21QQ,OK,Y,22.6,20,30,Y,29,-2.40520251153755,51.3787236149213,"(51.378724, -2.405203)",28,91,465,11,1
BA25DT,Insufficient Data,,,,,N,2,-2.34938344510305,51.3618911627614,"(51.361891, -2.349383)",19,38,106,18,1
BA25PJ,OK,N,17.5,18.4,24,N,25,-2.36100915044391,51.3608488206366,"(51.360849, -2.361009)",19,36,121,18,1
BA22HS,OK,Y,10.7,3,30,Y,7,-2.37869253805623,51.3699285431816,"(51.369929, -2.378693)",31,65,360,14,1
BA27HW,OK,N,5.5,4.6,8.1,N,11,-2.33363735619928,51.3573333360443,"(51.357333, -2.333637)",10,113,56,10,1
BA23JD,No Data,,,,,Y,0,-2.38017214049782,51.378591748873,"(51.378592, -2.380172)",32,103,526,13,1
BS408TG,OK,Y,2.1,2.3,2.3,N,4,-2.60289046477965,51.3521923026743,"(51.352192, -2.60289)",6,31,79,21,1
BA21EA,OK,Y,30,30,30,Y,37,-2.39273007647606,51.376940792336,"(51.376941, -2.39273)",28,89,476,11,1
BA17AE,Insufficient Premises,,,,,N,2,-2.33588377855846,51.401314231302,"(51.401314, -2.335884)",23,58,220,4,1
BA12SQ,OK,Y,12.5,15.4,18,N,11,-2.36484377589769,51.3879199280942,"(51.38792, -2.364844)",35,22,18,7,1
BS395XG,OK,Y,2.4,2.3,5,N,20,-2.59799594861027,51.3314103385119,"(51.33141, -2.597996)",4,33,92,21,1
BA22EE,OK,Y,30,30,30,Y,24,-2.37591169410645,51.3671590655655,"(51.367159, -2.375912)",31,65,344,14,1
BS394LF,No Data,,,,,N,0,-2.49369242673221,51.3717211445226,"(51.371721, -2.493692)",8,41,123,16,1
BA33YJ,OK,Y,10.2,7.2,30,Y,39,-2.46382018747693,51.283031308357,"(51.283031, -2.46382)",26,98,516,26,1
BA13JS,Insufficient Data,,,,,Y,2,-2.39496251070581,51.3825800694897,"(51.38258, -2.394963)",29,17,323,8,1
BA33SU,OK,Y,15.1,8.7,30,Y,32,-2.46230077440416,51.2845029938867,"(51.284503, -2.462301)",26,97,515,26,1
BA28TR,OK,Y,17.3,1.6,30,Y,34,-2.41624877363435,51.3166417909425,"(51.316642, -2.416249)",15,70,380,22,1
BS311WB,OK,N,17.7,15.4,30,Y,33,-2.50388104054241,51.4060081077678,"(51.406008, -2.503881)",37,53,190,2,1
BA17SZ,OK,N,9.7,9,15.1,N,18,-2.29940813230414,51.4004240880702,"(51.400424, -2.299408)",1,26,44,10,1
BA28TG,OK,Y,10,1.8,30,Y,49,-2.41592155877935,51.3153661185662,"(51.315366, -2.415922)",15,70,380,22,1
BS408ST,Insufficient Premises,,,,,N,2,-2.61530154386823,51.364284657941,"(51.364285, -2.615302)",6,31,80,21,1
BA11QF,OK,N,14,16.8,17.1,Y,3,-2.36008278269536,51.3800669423462,"(51.380067, -2.360083)",35,20,12,7,1
BS395UJ,Insufficient Premises,,,,,N,2,-2.58297479569995,51.3251648371055,"(51.325165, -2.582975)",4,33,91,21,1
BA12DZ,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA10SW,Insufficient Premises,,,,,N,2,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BS397LJ,OK,Y,2.8,3,4.1,N,14,-2.50844185903009,51.3077713804258,"(51.307771, -2.508442)",13,68,364,23,1
BA15BW,OK,N,16.6,12,30,N,9,-2.35940849893889,51.3875321100597,"(51.387532, -2.359408)",35,20,1,7,1
BA17SW,OK,Y,8.1,8.1,12.7,N,16,-2.30325146046416,51.4012144546636,"(51.401214, -2.303251)",1,26,41,10,1
BA33QA,OK,N,19.1,13.5,30,Y,33,-2.4422903801361,51.2911443823139,"(51.291144, -2.44229)",12,79,413,24,1
BA15PN,OK,N,17.6,7.3,30,Y,4,-2.36306789659655,51.3923223755521,"(51.392322, -2.363068)",21,1,240,7,1
BA28AE,OK,N,14.6,4.3,30,Y,3,-2.43419580131407,51.3178174623677,"(51.317817, -2.434196)",15,71,392,22,1
BA11HU,OK,N,19.7,22.2,24.4,Y,9,-2.36528853376183,51.3824156326292,"(51.382416, -2.365289)",34,55,193,9,1
BA25JT,No Data,,,,,N,0,-2.35040583065134,51.3565919854005,"(51.356592, -2.350406)",19,38,104,18,1
BS312ED,OK,Y,2.6,2.4,5.5,N,15,-2.47722199917589,51.3917600174555,"(51.39176, -2.477222)",17,82,427,16,1
BA29HG,No Data,,,,,N,0,-2.48012414626301,51.3600882941806,"(51.360088, -2.480124)",8,40,130,16,1
BA20ET,No Data,,,,,N,0,-2.48356708986031,51.3215263675719,"(51.321526, -2.483567)",14,88,456,16,1
BS311LU,OK,N,15.4,15.7,20,Y,4,-2.49013657255278,51.4140420369866,"(51.414042, -2.490137)",16,45,153,3,1
BS395RB,No Data,,,,,N,0,-2.54236734631723,51.3306381941706,"(51.330638, -2.542367)",5,35,100,20,1
BS394DD,Insufficient Premises,,,,,N,2,-2.56590116712958,51.3500120545916,"(51.350012, -2.565901)",5,34,102,20,1
BA21LW,OK,Y,17.8,4.6,30,Y,21,-2.39402930016691,51.370965935651,"(51.370966, -2.394029)",27,83,442,15,1
BS397SQ,OK,Y,15.2,6.5,30,Y,15,-2.49211969569102,51.3000631997523,"(51.300063, -2.49212)",13,67,372,23,1
BA22AB,OK,N,17.8,11.3,30,Y,19,-2.36693006615621,51.3720700525278,"(51.37207, -2.36693)",18,3,254,17,1
BS406HF,OK,Y,6.3,7.4,8.1,N,12,-2.63218286638108,51.310324669427,"(51.310325, -2.632183)",2,6,274,21,1
BA23RF,OK,N,18.2,15.2,30,Y,12,-2.37716244434149,51.3812630220903,"(51.381263, -2.377162)",32,103,538,13,1
BA15NE,OK,N,8.6,8.9,13.2,Y,12,-2.36007635925331,51.3902275607799,"(51.390228, -2.360076)",21,59,245,7,1
BA12QN,OK,N,13.4,15.9,19.9,Y,6,-2.36152583553825,51.3863207077882,"(51.386321, -2.361526)",35,22,4,7,1
BS408DS,OK,Y,1.9,2,2.9,N,4,-2.68111006535099,51.3629043583601,"(51.362904, -2.68111)",4,32,88,21,1
BA33EH,OK,N,10.6,7.6,30,Y,14,-2.45865368099755,51.2839958165397,"(51.283996, -2.458654)",26,98,518,26,1
BS395PH,Insufficient Premises,,,,,N,2,-2.53384630865362,51.331046021899,"(51.331046, -2.533846)",5,34,97,20,1
BA27HF,OK,N,7.9,7.9,8.1,N,3,-2.32735801745813,51.3568565186985,"(51.356857, -2.327358)",10,113,56,10,1
BA13HH,OK,Y,13.8,7.4,30,Y,14,-2.39733105523584,51.3856202403793,"(51.38562, -2.397331)",29,17,317,8,1
BA34XA,OK,N,7.2,6.6,14.7,Y,14,-2.48119807580623,51.2761632876677,"(51.276163, -2.481198)",25,12,300,27,1
BA17SA,OK,Y,6.5,7.1,11.5,N,35,-2.30143276983241,51.39790123276,"(51.397901, -2.301433)",1,24,46,10,1
BA21DQ,OK,N,11.3,5.8,30,Y,4,-2.39713116799714,51.3807923799369,"(51.380792, -2.397131)",28,92,482,11,1
BA21EL,OK,Y,29.3,30,30,Y,16,-2.39023325069665,51.3773088073778,"(51.377309, -2.390233)",28,89,464,11,1
BA20HZ,No Data,,,,,N,0,-2.4767344594642,51.326877539752,"(51.326878, -2.476734)",14,87,461,16,1
BA12TS,OK,Y,15.8,12.1,30,Y,16,-2.36800451449033,51.3896004734566,"(51.3896, -2.368005)",34,115,198,9,1
BA24LY,Insufficient Data,,,,,Y,2,-2.35351419416242,51.3704658442835,"(51.370466, -2.353514)",33,110,575,12,1
BA12LJ,No Data,,,,,Y,0,-2.36470084998091,51.3862119544099,"(51.386212, -2.364701)",35,22,23,7,1
BA20HZ,Insufficient Premises,,,,,N,2,-2.4767344594642,51.326877539752,"(51.326878, -2.476734)",14,87,461,16,1
BS311DZ,No premises,,,,,N,0,-2.49906492760381,51.4165759604976,"(51.416576, -2.499065)",24,49,158,1,1
BA23QY,OK,N,26,19.9,30,Y,13,-2.37663070290493,51.3795023620091,"(51.379502, -2.376631)",33,112,559,12,1
BA29HU,Insufficient Premises,,,,,N,2,-2.4610214824378,51.3628715740383,"(51.362872, -2.461021)",8,40,130,16,1
BA29HE,No Data,,,,,N,0,-2.47920699431407,51.374038236872,"(51.374038, -2.479207)",8,41,123,16,1
BA21DE,OK,N,15.2,7.8,30,Y,5,-2.39594667462067,51.3800680634298,"(51.380068, -2.395947)",28,92,482,11,1
BA29AE,OK,Y,3.7,3.1,12.6,N,14,-2.4402311423487,51.3891084752907,"(51.389108, -2.440231)",8,41,125,16,1
BS406HN,OK,N,5.8,5.9,8.1,N,4,-2.62220955763004,51.3186416268152,"(51.318642, -2.62221)",2,6,274,21,1
BA23AR,OK,N,16.7,8.9,30,Y,37,-2.36804587284633,51.376850134217,"(51.37685, -2.368046)",33,109,561,12,1
BA13LT,OK,Y,10.9,4.4,30,Y,13,-2.40017430833609,51.3886767244826,"(51.388677, -2.400174)",29,18,313,8,1
BA33BT,OK,Y,6.8,7.1,9.2,N,41,-2.4696961426535,51.2841678227027,"(51.284168, -2.469696)",26,98,516,26,1
BS394NQ,No Data,,,,,N,0,-2.54074754767962,51.3564251573167,"(51.356425, -2.540748)",7,74,398,20,1
BA23HJ,Insufficient Premises,,,,,Y,2,-2.36833668241087,51.3772808211565,"(51.377281, -2.368337)",33,112,566,12,1
BS395AW,OK,Y,4.2,4.5,7.4,N,11,-2.58531196279176,51.3092196208136,"(51.30922, -2.585312)",2,6,273,21,1
BA21NW,OK,Y,24,20,30,Y,27,-2.39756221975553,51.3758185076383,"(51.375819, -2.397562)",28,89,472,11,1
BS311ST,OK,Y,6.1,6.2,12,Y,24,-2.48251116635349,51.4204487802153,"(51.420449, -2.482511)",16,45,152,3,1
BS395DD,OK,N,14.3,14,23.4,N,5,-2.54493171448112,51.3205464543874,"(51.320546, -2.544932)",2,7,268,20,1
BA33RD,OK,N,12.2,12.8,19.7,Y,8,-2.44831558195866,51.2825252452538,"(51.282525, -2.448316)",12,79,419,24,1
BA24SX,OK,N,15,5.9,30,Y,10,-2.36538789514254,51.3696381234134,"(51.369638, -2.365388)",18,3,255,17,1
BA20HH,OK,Y,5.1,4,11.5,N,6,-2.50636222001476,51.3312670265704,"(51.331267, -2.506362)",8,40,126,16,1
BA26SP,No Data,,,,,Y,0,-2.32859227944366,51.3948429427603,"(51.394843, -2.328592)",1,27,30,10,1
BS313AR,OK,N,27.7,7.4,30,N,5,-2.46615146589858,51.4040962354426,"(51.404096, -2.466151)",17,82,427,16,1
BA32AP,OK,N,21.4,18.5,30,Y,18,-2.47416673192793,51.289437008169,"(51.289437, -2.474167)",11,8,285,25,1
BA24BA,OK,Y,12.6,14.6,20,Y,14,-2.3574934973969,51.3833748242645,"(51.383375, -2.357493)",35,20,11,7,1
BS406BR,No Data,,,,,N,0,-2.62671074025249,51.2972529172358,"(51.297253, -2.626711)",2,6,271,21,1
BA16DF,OK,N,21.9,10.2,30,Y,36,-2.35566316042818,51.3919404727395,"(51.39194, -2.355663)",36,94,493,6,1
BS395QP,OK,Y,3.1,3,5.7,N,8,-2.53972311783751,51.34013676811,"(51.340137, -2.539723)",5,34,95,20,1
BA20BL,OK,Y,1.2,1.2,1.4,N,3,-2.5060347332033,51.340628899854,"(51.340629, -2.506035)",8,40,126,16,1
BS312WB,OK,N,18.6,18.4,23.1,Y,5,-2.50639922857419,51.4179202134582,"(51.41792, -2.506399)",24,49,171,1,1
BA28DN,Insufficient Data,,,,,Y,2,-2.42648750619363,51.3159665150552,"(51.315967, -2.426488)",15,71,382,22,1
BS396UB,OK,Y,4.4,4,7.9,N,37,-2.52924408211773,51.2978420899387,"(51.297842, -2.529244)",3,43,133,23,1
BA33XJ,Insufficient Data,,,,,Y,1,-2.46841154343786,51.2875629025388,"(51.287563, -2.468412)",26,97,510,26,1
BS313AN,OK,Y,18.3,20,30,N,7,-2.46419738087573,51.4027822186467,"(51.402782, -2.464197)",17,80,430,16,1
BA15JB,OK,N,14.4,9.2,30,Y,5,-2.3588141985328,51.3923894357056,"(51.392389, -2.358814)",36,94,488,6,1
BA15JT,OK,N,13.2,10.1,30,Y,6,-2.35670843404655,51.3932860437549,"(51.393286, -2.356708)",36,94,491,6,1
BA22QE,OK,N,14.2,12.6,30,Y,6,-2.38134669880548,51.3608742635973,"(51.360874, -2.381347)",30,19,330,19,1
BA27WF,OK,N,7.1,7.6,14.1,N,17,-2.30370508088709,51.3395032986243,"(51.339503, -2.303705)",10,113,53,10,1
BA21AP,OK,N,30,20,30,Y,23,-2.3872183083933,51.3724722881577,"(51.372472, -2.387218)",32,104,537,13,1
BS408UQ,Insufficient Premises,,,,,N,2,-2.63942127839203,51.3603789003411,"(51.360379, -2.639421)",6,31,84,21,1
BS395WF,No premises,,,,,N,0,-2.54028646273993,51.3306657989446,"(51.330666, -2.540286)",5,35,99,20,1
BA15ZD,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA21LS,OK,Y,25.7,20,30,Y,40,-2.39261347188123,51.3733894606593,"(51.373389, -2.392613)",27,85,435,15,1
BS394WQ,No premises,,,,,N,0,-2.55032456323652,51.3718373856377,"(51.371837, -2.550325)",7,74,399,20,1
BA12XP,OK,Y,12.1,9.8,30,Y,15,-2.38027165574299,51.3888599322444,"(51.38886, -2.380272)",34,54,197,9,1
BA24AQ,OK,N,14.7,15.6,19.3,N,13,-2.35573298625458,51.3805657884789,"(51.380566, -2.355733)",35,21,13,7,1
BS394EH,Insufficient Premises,,,,,N,2,-2.57845278802439,51.3615411380718,"(51.361541, -2.578453)",5,34,101,20,1
BS311JW,OK,Y,28.4,20,30,Y,19,-2.48862436192963,51.3989872893159,"(51.398987, -2.488624)",16,44,140,3,1
BS408TD,No Data,,,,,N,0,-2.60266504831843,51.3579931717768,"(51.357993, -2.602665)",6,31,79,21,1
BA11RD,OK,N,12.3,12.3,18.1,Y,3,-2.36005499802015,51.3820182237654,"(51.382018, -2.360055)",35,20,11,7,1
BA12LP,OK,Y,16.7,18.2,22.7,N,25,-2.36592661471231,51.3867476313786,"(51.386748, -2.365927)",35,22,23,7,1
BS406AG,No Data,,,,,N,0,-2.62164280211266,51.2894569900969,"(51.289457, -2.621643)",2,6,271,21,1
BA15AB,No premises,,,,,N,0,-2.37353776080498,51.4054982007379,"(51.405498, -2.373538)",21,1,233,7,1
BA28HX,No Data,,,,,Y,0,-2.42490613915567,51.3109818140408,"(51.310982, -2.424906)",15,73,386,22,1
BA19AN,OK,N,6.5,6.5,7.5,Y,6,-2.43843686107009,51.4148763496358,"(51.414876, -2.438437)",1,25,50,10,1
BA23QE,OK,N,27.7,14.7,30,Y,10,-2.38197087288849,51.3789185881746,"(51.378919, -2.381971)",32,103,528,13,1
BA13AP,No Data,,,,,Y,0,-2.37535293217943,51.3848924859089,"(51.384892, -2.375353)",34,115,205,9,1
BS408QJ,No Data,,,,,N,0,-2.63238284353181,51.364490401056,"(51.36449, -2.632383)",6,31,79,21,1
BA23JH,OK,N,30,30,30,Y,35,-2.38352454944026,51.379147294076,"(51.379147, -2.383525)",32,101,527,13,1
BA27EB,OK,N,15.1,16.3,19.8,N,5,-2.36357176991561,51.3489268519461,"(51.348927, -2.363572)",10,113,59,10,1
BA11HZ,OK,Y,18.5,20.7,30,Y,70,-2.36754534491837,51.380727125453,"(51.380727, -2.367545)",34,55,195,9,1
BA11QN,OK,Y,16.3,18,23.1,N,27,-2.36062168870893,51.3809914277614,"(51.380991, -2.360622)",35,20,10,7,1
BA13QH,OK,Y,25.7,30,30,Y,10,-2.4019588678256,51.3906038250146,"(51.390604, -2.401959)",29,18,310,8,1
BS397LE,OK,Y,3.8,3.7,7.4,N,6,-2.50268554858019,51.3074455605725,"(51.307446, -2.502686)",13,68,362,23,1
BA16BJ,OK,Y,11.2,6.7,30,Y,25,-2.34357727937686,51.3959328865374,"(51.395933, -2.343577)",23,58,230,4,1
BA29AZ,OK,Y,4,4,6.5,N,7,-2.4388202133821,51.3858407928916,"(51.385841, -2.43882)",8,41,124,16,1
BA22DQ,OK,Y,29.6,20,30,Y,14,-2.37635760998944,51.3707363332234,"(51.370736, -2.376358)",31,65,355,14,1
BS313EB,OK,N,9.9,7.6,14.9,N,5,-2.45612691394743,51.405097807969,"(51.405098, -2.456127)",17,80,426,16,1
BS311SJ,OK,N,12.2,12.9,17,Y,8,-2.49164603589332,51.4126689780784,"(51.412669, -2.491646)",16,45,156,3,1
BA28AJ,No Data,,,,,Y,0,-2.4316567853915,51.3209559987665,"(51.320956, -2.431657)",15,71,389,22,1
BA23BW,No Data,,,,,Y,0,-2.38166533206224,51.3819138179598,"(51.381914, -2.381665)",32,103,578,13,1
BA26TH,Insufficient Data,,,,,Y,1,-2.31809011879484,51.3975784290076,"(51.397578, -2.31809)",1,24,31,10,1
BA23NJ,OK,N,26.4,20,30,Y,6,-2.37412537402383,51.3753382464418,"(51.375338, -2.374125)",31,63,348,14,1
BA18AA,No Data,,,,,N,0,-2.3466060279588,51.416299029461,"(51.416299, -2.346606)",1,25,51,10,1
BA21LY,OK,N,30,30,30,Y,12,-2.38968217573951,51.3767081986245,"(51.376708, -2.389682)",28,89,464,11,1
BA20JY,No Data,,,,,N,0,-2.47442147827302,51.3266531492001,"(51.326653, -2.474421)",14,87,459,16,1
BA32NB,OK,N,17.9,12.9,30,Y,21,-2.49716913774378,51.281527619884,"(51.281528, -2.497169)",25,14,293,27,1
BA29DF,No Data,,,,,N,0,-2.43684587302334,51.3777106817016,"(51.377711, -2.436846)",9,28,68,22,1
BS395WB,No premises,,,,,N,0,-2.54028646273993,51.3306657989446,"(51.330666, -2.540286)",5,35,99,20,1
BS397RA,OK,Y,5,4.8,8.2,Y,15,-2.49973397429691,51.3025036953417,"(51.302504, -2.499734)",13,67,371,23,1
BA33HH,Insufficient Data,,,,,N,2,-2.44773324609382,51.2963569378695,"(51.296357, -2.447733)",12,76,409,24,1
BA28JB,OK,Y,18.6,6.5,30,Y,16,-2.42995170924967,51.3135620215609,"(51.313562, -2.429952)",15,73,378,22,1
BA33QF,No premises,,,,,N,0,-2.44678220204705,51.2914690105397,"(51.291469, -2.446782)",12,79,413,24,1
BA28SS,OK,Y,5.6,1.7,30,Y,11,-2.4213411129276,51.3117859807393,"(51.311786, -2.421341)",15,73,386,22,1
