Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles,id,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
2004,77954,South West,Bath and North East Somerset,A431,PU,372600,165500,A4,Penn Hill Rd,0.8,23,12,1706,16,203,21,2,3,1,1,1,28,1966,67fe7e4f66b5302256a8fca8392584c9be443ce0,"(51.38787, -2.39515)",29,16,319,8,1
2004,77976,South West,Bath and North East Somerset,A37,PU,361230,168000,Staunton Lane,LA Boundary,0.31,1,30,1659,13,309,62,13,12,6,21,32,146,2158,786d8c8f64ee9b54eadeb4a2495e7afff71cc0e4,"(51.40969, -2.55882)",7,75,402,20,1
2004,78006,South West,Bath and North East Somerset,A4175,PU,365100,168910,road to Stockwood Hill,B3116,0.37,14,22,1397,23,226,43,7,1,1,2,8,62,1730,0e087e1aee60616c8463beaf9c96e19c7f77bc08,"(51.41813, -2.50327)",24,49,171,1,1
2004,78024,South West,Bath and North East Somerset,A362,PR,370250,154360,Manor Rd,LA Boundary,0.12,0,4,253,3,54,9,2,1,0,1,6,20,335,1ab2215b86205cd2e36463b7484457a215add5be,"(51.2876, -2.42799)",12,78,416,24,1
2004,99383,South West,Bath and North East Somerset,A4,TR,377610,166610,A46,A363,1.3,4,136,8693,61,1107,223,36,53,25,43,39,419,10416,9ae934ef0ea4d5163256bf76a870fbfc4a2336e5,"(51.39808, -2.32322)",1,24,31,10,1
2005,6133,South West,Bath and North East Somerset,A4,PU,375000,165200,Broad St,A3039,0.31,22,13,1321,5,211,27,2,0,1,0,0,30,1581,82934f96ce830091b00f9bb7e847fca446f93617,"(51.3853, -2.36064)",35,20,7,7,1
2005,6134,South West,Bath and North East Somerset,A4,PR,365000,169290,A4174/A4175,B3116,1.73,22,389,13611,114,2052,448,74,32,27,64,124,768,16935,81fb3e806c066dc57d5e8b28354a937f6280fafe,"(51.42154, -2.50474)",24,49,171,1,1
2005,6382,South West,Bath and North East Somerset,A37,PR,361700,165000,B3130,Staunton Lane,1.98,12,141,8016,64,1224,304,52,28,18,89,146,636,10080,c85c80a4bc971c83ea2d8c27ad21ae0f657b93a0,"(51.38275, -2.55174)",7,74,399,20,1
2005,6990,South West,Bath and North East Somerset,A36,PU,375300,164240,A367 roundabout,A3062 roundabout,0.31,21,33,2527,27,302,63,10,4,4,7,18,105,2993,48f43eef87997475a77a56ef67bf0f463d5a68e4,"(51.37668, -2.35627)",33,109,567,12,1
2005,7128,South West,Bath and North East Somerset,A367,PU,374700,164540,Avon St,A4,0.43,13,23,1207,30,127,18,0,1,1,0,0,20,1406,936272d006b757d46fe0a6301f3f532841079fd8,"(51.37935, -2.36491)",34,55,196,9,1
2005,7937,South West,Bath and North East Somerset,A4,PR,372000,165640,Broadway,Old Newbridge Hill,0.24,5,26,1324,22,159,19,1,0,1,2,1,24,1554,25799c7905e06a6731fcc24a66ae919de2480a81,"(51.3891, -2.40378)",29,18,313,8,1
2005,8116,South West,Bath and North East Somerset,A362,PU,366000,154970,B3355,B3355,0.93,6,24,1880,23,356,46,10,6,1,2,9,74,2357,51357c6031b09e21cd1084e77b3542d84e792af5,"(51.29284, -2.48899)",11,10,280,25,1
2005,8292,South West,Bath and North East Somerset,A36,PU,375619,165276,Darlington St,Beckford Rd,0.12,9,8,594,14,80,21,3,1,1,2,5,34,730,d4238838a41343ea8b517db5534113090f925b92,"(51.38601, -2.35175)",35,21,24,7,1
2005,16122,South West,Bath and North East Somerset,A36,PR,372200,165000,A4(T),Connection Rd,0.93,6,80,3747,25,679,171,22,22,13,18,47,294,4824,e9a15186ec3ac6b5deda220f40b7833fa09e676c,"(51.38336, -2.40086)",28,92,478,11,1
2005,16354,South West,Bath and North East Somerset,A37,PR,361900,160000,A39,A368,3.54,1,196,12109,134,2257,564,115,54,28,103,365,1229,15927,9db14f6d8a2373ba66e5e85549789c934d4a6814,"(51.33781, -2.54832)",5,34,95,20,1
2005,16389,South West,Bath and North East Somerset,A39,PR,364800,160000,B3115,A368,2.17,12,56,6024,33,958,156,23,21,4,16,29,250,7321,0dc889887838c9d494b74850267c3ba446574db3,"(51.338, -2.5067)",8,40,126,16,1
2005,16957,South West,Bath and North East Somerset,A367,PR,372050,160820,B3115,Sulis Manor Rd roundabout,1.05,15,61,5606,80,756,107,17,12,2,4,17,159,6662,6dcdc5976f587e8649ac97f7eed38d21b5763430,"(51.34577, -2.40269)",9,28,67,22,1
2005,17552,South West,Bath and North East Somerset,A3062,PU,375630,164000,A36 roundabout,North Rd/The Avenue,1.05,12,25,1759,52,185,25,7,0,0,0,2,33,2055,8b0dcb4dae4be8340e061c6a7f4811b54514f987,"(51.37453, -2.35151)",33,110,574,12,1
2005,17920,South West,Bath and North East Somerset,A36,PU,375440,165500,Beckford Rd,A4,0.31,15,37,1862,16,248,60,11,7,6,10,27,121,2285,53a546c6edefae713d5843f2068f164d411a7bf2,"(51.388, -2.35434)",35,21,19,7,1
2005,18277,South West,Bath and North East Somerset,A4,PU,375010,165130,Saracen St,George St,0.06,1,1,77,3,12,2,0,0,0,0,0,3,96,fc0fcacf285d3883d7eab024659f450fd4ab7eb1,"(51.38467, -2.3605)",35,20,7,7,1
2005,26126,South West,Bath and North East Somerset,A4,PU,376000,166200,A36,A46,1.24,60,163,9107,175,1236,261,42,15,41,61,90,510,11191,2eaeaa14c63d4ebd91ebbfc8ba7530e9d5243fa4,"(51.39432, -2.34634)",36,95,490,4,1
2005,26127,South West,Bath and North East Somerset,A4,PR,370000,165500,B3116,A39,3.1,53,528,21521,229,3492,713,121,143,33,84,155,1250,27020,d33380d9e0c441e808ee2c244f206f0581bdd8ae,"(51.38774, -2.43252)",9,28,68,22,1
2005,26381,South West,Bath and North East Somerset,A36,TU,376000,165451,Sydney Rd/Beckford Rd,"Hantone Hill, Bathampton",1.18,22,48,5731,69,580,159,28,17,19,52,50,325,6753,55fe0b3a61d0ad3889209bdea377193a2e581743,"(51.3876, -2.34629)",22,30,72,12,1
2005,26417,South West,Bath and North East Somerset,A39,PR,363500,157000,A37,B3355,0.62,2,24,1170,7,210,58,14,11,2,5,16,105,1517,0476c9d549a963217bf990e0a35b77ba670cd437,"(51.31094, -2.52505)",3,43,136,23,1
2005,27024,South West,Bath and North East Somerset,A36,PU,375640,165000,A3062 roundabout,Sydney Place,0.68,30,74,4831,48,578,146,21,6,8,12,37,230,5761,41eb5b89c99d67316add4e71bd34eadcc284fe90,"(51.38353, -2.35143)",35,21,3,7,1
2005,27025,South West,Bath and North East Somerset,A367,PU,368000,154500,LA boundary,A362,1.61,35,78,5847,110,972,164,22,24,4,8,31,254,7262,606f0e5d8cef897b01abe0768302019f6c6465c4,"(51.28874, -2.46026)",26,99,507,26,1
2005,27026,South West,Bath and North East Somerset,A368,PR,360000,161000,B3114,A37,5.59,45,129,8943,139,1157,349,47,29,12,10,45,492,10859,f851b6b91e77aba11f415b045a8cea8b71b35e39,"(51.34667, -2.57571)",6,31,79,21,1
2005,27156,South West,Bath and North East Somerset,A4,PU,374000,165200,A3604,A367,0.68,58,55,3475,137,551,98,11,1,1,0,0,112,4331,94c5fdc9302d3c44efc5f5d8f0eb992134527bd9,"(51.38525, -2.37502)",34,115,205,9,1
2005,27638,South West,Bath and North East Somerset,A3062,PU,375000,162260,A367,The Avenue/Ralph Allen Drive,1.49,82,52,5704,72,575,47,20,0,2,0,0,69,6472,cf44d19c3062577f10c306a31334a2c657eb8fd4,"(51.35886, -2.36044)",19,36,121,18,1
2005,28320,South West,Bath and North East Somerset,A36,PU,375783,165443,Bathwick St,Warminster Rd,0.31,14,10,948,24,156,41,6,4,6,9,22,87,1224,93dea0614ad267f63ed506bc6665e34b3fa068dc,"(51.38752, -2.34941)",36,96,499,6,1
2005,36131,South West,Bath and North East Somerset,A4,PU,374700,165000,A367,Broad St,0.37,7,10,921,14,198,29,2,1,0,0,0,33,1176,c9e2c3f3ede135719e68f051aafdec0f248ef524,"(51.38349, -2.36494)",34,55,193,9,1
2005,36389,South West,Bath and North East Somerset,A37,PR,361770,164000,A368,B3130,1.98,2,154,7904,67,1383,292,53,27,18,75,191,656,10164,65d62cc4fcedd2214b2992741aa334c29c41b576,"(51.37376, -2.55062)",7,74,399,20,1
2005,36423,South West,Bath and North East Somerset,A39,PR,370000,165300,A368,A4,3.72,22,203,13569,82,1569,351,67,39,34,91,113,695,16117,25be54484cf66b179180e03574a5b34f6eace341,"(51.38594, -2.4325)",9,28,68,22,1
2005,37050,South West,Bath and North East Somerset,A367,PU,374800,164300,A3062,A36/A3064 roundabout,1.86,43,127,9988,480,1059,201,27,20,7,22,23,300,11955,c8af62beb88072841254517508a15eeefcb4e97c,"(51.3772, -2.36345)",33,109,,12,1
2005,38015,South West,Bath and North East Somerset,A3039,PU,375085,164955,Dorchester St,Broad St,0.55,46,6,400,116,63,18,3,0,0,0,0,21,607,799ddfea730b99df87bf7e3d08a5523ce7becfa1,"(51.3831, -2.35941)",35,20,11,7,1
2005,38606,South West,Bath and North East Somerset,A363,PR,379280,165000,LA Boundary,Bathford Hill,1.92,3,73,5968,13,811,212,28,27,14,19,45,345,7212,09132b5324bca7c0525b9e8fac26292d5305f592,"(51.38367, -2.29912)",1,24,45,10,1
2005,46133,South West,Bath and North East Somerset,A4,PR,371000,165500,A39,A36,0.86,16,177,7817,138,1188,247,34,19,11,18,46,375,9695,d7de72b12e29d3ab4ebafb72f2e95f5e66a9b83f,"(51.3878, -2.41814)",9,28,68,22,1
2005,46389,South West,Bath and North East Somerset,A37,PR,362930,156000,A362,A39,0.86,2,65,4490,32,888,230,49,24,17,29,129,477,5952,b0a720bbfc257b602cae93ccb6b313c4cb1a0b1f,"(51.30191, -2.53312)",3,43,131,23,1
2005,46421,South West,Bath and North East Somerset,A39,PR,364000,157500,B3355,B3115,1.73,5,70,5191,51,753,164,29,20,6,6,27,253,6319,2b04202ecaf0cfcdeacf38bdc1feda9126450e3f,"(51.31547, -2.51793)",3,43,136,23,1
2005,47026,South West,Bath and North East Somerset,A362,PR,365000,154900,A37,B3355,1.86,25,119,5887,50,949,196,29,14,6,20,67,332,7337,bd919158e21547b15676313a755d3877e5bd27f1,"(51.29215, -2.50332)",13,67,373,23,1
2005,47031,South West,Bath and North East Somerset,A367,PR,370000,156940,A362,B3115,5.4,16,328,22328,199,2802,525,95,43,41,67,73,845,26502,abf7a5c9d62e7bef8dbdd4f8473ed30ae0a88f98,"(51.31078, -2.43179)",15,72,377,22,1
2005,47162,South West,Bath and North East Somerset,A431,PR,370000,167400,"Penn Hill Rd, Bath",LA boundary,2.85,15,87,6621,59,847,57,17,9,1,7,6,98,7712,180f0ec04af71e0fb5a86a389294a27644c99bf4,"(51.40483, -2.43268)",1,25,50,10,1
2005,48359,South West,Bath and North East Somerset,A367,PU,375005,164350,A36/A3064 roundabout,Broad Quay,0.06,4,3,309,17,34,5,1,0,0,0,0,6,369,fd3b748c66455cf486462c27d6eeccc806227aec,"(51.37765, -2.36051)",35,20,12,7,1
2005,56111,South West,Bath and North East Somerset,A4,PR,380000,167630,A363,LA Boundary,1.24,14,78,4609,64,572,122,20,15,15,24,18,215,5537,67910add32c4585e39e976564ddbf26692b093b1,"(51.40734, -2.28893)",1,26,41,10,1
2005,56378,South West,Bath and North East Somerset,A36,TR,377840,160000,LA Boundary,LA Boundary,1.92,6,105,7249,32,849,202,31,10,40,109,95,487,8722,9fc4d999c4be5ad172229100f7a35db22c66736f,"(51.33865, -2.31951)",10,113,52,10,1
2005,56445,South West,Bath and North East Somerset,A4,PU,373300,165100,A431,A3604,0.18,8,24,1412,46,171,19,2,1,0,0,1,23,1676,3021c1e1eae8d382476f3d8c036bcbb19e0fde72,"(51.38432, -2.38506)",34,54,207,9,1
2005,56503,South West,Bath and North East Somerset,A46,TR,375273,170000,A4,LA Boundary,3.16,1,101,17407,72,2668,718,148,132,95,170,406,1669,21917,a3489b0ddbfae16a04f28481a30f5bcff49981b6,"(51.42846, -2.35706)",1,25,51,10,1
2005,56952,South West,Bath and North East Somerset,A362,PU,368000,154759,B3355,A367,1.3,18,99,6278,56,1002,116,20,11,10,16,17,189,7624,1fd81b3989b43710b5fd46ce30233cfd70a6c042,"(51.29106, -2.46029)",26,99,507,26,1
2005,57032,South West,Bath and North East Somerset,A368,PR,365000,161630,A37,A39,2.73,7,58,4538,25,610,99,12,10,4,3,16,144,5374,b6376239fd5d54d759268036da63731d78399a3d,"(51.35267, -2.50399)",8,40,130,16,1
2005,57046,South West,Bath and North East Somerset,A362,PU,370000,154560,A367,Manor Rd,0.86,3,27,1857,24,445,76,20,12,3,7,42,161,2513,cc0532e6d65e5a2e6cbe206c3eea9a620c92641d,"(51.28939, -2.43159)",12,78,416,24,1
2005,57290,South West,Bath and North East Somerset,A4175,PR,364728,169000,A4174 roundabout,road from Stockwood Hill,0.62,23,32,2195,37,373,66,10,2,2,3,12,96,2732,9bdb36a9f6bb08984f0d55e2fe558e8ad7af8761,"(51.41891, -2.50862)",24,49,171,1,1
2005,57772,South West,Bath and North East Somerset,A4,PU,375156,165673,A3039,A36,0.12,12,12,565,17,60,12,1,0,0,0,0,13,667,eeabf65594e991946aedd17dca8ea3041c32d58a,"(51.38955, -2.35844)",35,22,15,7,1
2005,57774,South West,Bath and North East Somerset,A3039,PU,375070,165290,Saracen St,A4 London Rd,0.31,26,10,585,34,62,12,1,0,1,0,0,13,705,de60d9f3bdf7b70779d55bf8dd4187a7d138fd88,"(51.38611, -2.35964)",35,22,17,7,1
2005,57934,South West,Bath and North East Somerset,A3604,PU,374000,164775,A36,A367 roundabout,0.99,46,115,6987,178,912,159,31,12,12,24,39,277,8468,bb8da30f6e2a5ba4efa97b8ad795838d30acb5fa,"(51.38143, -2.37498)",32,103,538,13,1
2005,73016,South West,Bath and North East Somerset,A368,PR,355000,156980,LA boundary,B3114,2.98,12,73,3953,36,623,99,15,28,2,9,22,175,4860,2c59fddd056ae3c496317fd63b756e49e07db019,"(51.31015, -2.64699)",4,32,87,21,1
2005,73017,South West,Bath and North East Somerset,A37,PR,362894,155349,LA boundary,A362,0.12,0,6,503,3,101,21,4,2,3,5,9,45,657,60665430f4944d2090891b3e691d34ec12e4a00e,"(51.29605, -2.53357)",3,43,133,23,1
2005,73020,South West,Bath and North East Somerset,A36,TR,378080,162056,LA boundary,B3018,0.06,0,6,248,1,26,7,1,1,2,3,3,17,298,0fc2daf61d702800f36be5ded3c50f24cc2bb7d9,"(51.35715, -2.31619)",10,113,56,10,1
2005,73024,South West,Bath and North East Somerset,A4175,PU,365600,168940,B3116,LA boundary,0.31,13,19,1653,10,243,17,3,1,1,2,1,24,1948,014b6ea6a4cd3c20812fd7e0471cd79213cb5dcd,"(51.41843, -2.49608)",24,48,161,1,1
2005,73025,South West,Bath and North East Somerset,A4174,PR,364290,169940,A4,LA boundary,0.31,0,48,3356,12,465,98,16,11,7,28,24,183,4063,8917750290ea591e9036fcf426138748493c78cc,"(51.42734, -2.51502)",24,48,161,1,1
2005,73026,South West,Bath and North East Somerset,A4,PR,363955,169760,LA boundary,A4174,0.31,19,82,3178,44,502,99,16,10,6,16,13,161,3967,b250d4e239164724932be8f98b488f412125bcd2,"(51.4257, -2.51982)",24,48,161,1,1
2005,74521,South West,Bath and North East Somerset,A36,PU,375856,165236,Darlington St,Warminster Rd,0.31,6,3,513,8,65,17,4,2,0,1,2,26,614,c9da9904822a50122b5b3bf590fabfb0fe1cc1cf,"(51.38566, -2.34834)",22,30,74,12,1
2005,75360,South West,Bath and North East Somerset,A367,PU,374950,164450,Broad Quay,Corn St,0.06,0,2,117,12,21,2,0,0,0,0,0,2,154,09dd6aed3b7d04235d021daaf0c969c4f830fec7,"(51.37855, -2.36131)",35,20,14,7,1
2005,75361,South West,Bath and North East Somerset,A367,PU,375000,164490,Ambury,A3039,0.12,2,4,361,30,52,6,1,0,0,0,0,7,454,b4b0130be28d61ca0331d0c5bb71a68f8d4a6a78,"(51.37891, -2.36059)",35,20,14,7,1
2005,75362,South West,Bath and North East Somerset,A367,PU,375040,164370,Churchill Bridge,A3039,0.06,1,2,180,15,26,3,0,0,0,0,0,4,227,859eeb62dcc652af166adb80b7e42c4c8a060faf,"(51.37784, -2.36001)",35,21,13,7,1
2005,75363,South West,Bath and North East Somerset,A367,PU,374970,164380,Churchill Bridge,Ambury,0.06,1,2,180,15,26,3,0,0,0,0,0,4,227,bb0ddf8dd931e61218e747b371451f9eb3810115,"(51.37792, -2.36102)",35,20,12,7,1
2005,75364,South West,Bath and North East Somerset,A367,PU,374900,164410,Broad Quay,Avon St,0.06,0,1,90,4,9,1,0,0,0,0,0,1,104,de7763125654a967c6c18696fec2865dabcc9476,"(51.37819, -2.36203)",35,20,14,7,1
2005,75365,South West,Bath and North East Somerset,A367,PU,374900,164510,Green Park Rd,Ambury,0.12,0,2,180,7,17,2,0,0,0,0,0,2,209,d29ac1cb89471dfaa9ce3418e2c776163d872839,"(51.37909, -2.36203)",35,20,14,7,1
2005,75366,South West,Bath and North East Somerset,A3039,PU,375030,165050,Northgate St,Saracen St,0.06,4,2,123,7,17,3,0,0,0,0,0,4,153,e0947d6b7e28f2e0c858640338d9c97f096933f9,"(51.38395, -2.3602)",35,20,11,7,1
2005,75367,South West,Bath and North East Somerset,A3039,PU,375040,165110,Broad St,Walcot St,0.06,8,3,174,11,19,3,0,0,0,0,0,4,212,a4a6b4481702fc2afdaca4cd78c2fa032783b578,"(51.38449, -2.36006)",35,20,7,7,1
2005,75368,South West,Bath and North East Somerset,A3039,PU,375070,165050,Northgate St,Walcot St,0.06,4,1,91,4,9,2,0,0,0,0,0,2,109,59baf900060b19bfbb11e45338318d97ed4c78b2,"(51.38395, -2.35963)",35,20,11,7,1
2005,76061,South West,Bath and North East Somerset,A4,PR,371600,165740,A36,A4 principal,0.24,5,26,1324,22,159,19,1,0,1,2,1,24,1554,b9ba1deea6f1690039c635cf8defbe985d660e41,"(51.38998, -2.40954)",9,28,68,22,1
2005,77949,South West,Bath and North East Somerset,A367,PU,373750,162070,Sulis Manor Rd roundabout,A3062,0.49,8,32,2928,42,395,56,9,6,1,2,9,83,3480,d944541c89e4f6244947b7e799ba0ccd9db452b0,"(51.3571, -2.37837)",30,60,334,19,1
2005,77950,South West,Bath and North East Somerset,A36,PU,373000,164660,Connection Rd,A3604,0.74,13,25,3314,88,560,110,18,7,5,7,13,159,4146,6cd08183f267ea163cb4d76c2f286d5be2e6f418,"(51.38035, -2.38934)",32,103,578,13,1
2005,77951,South West,Bath and North East Somerset,A36,TR,378950,164000,"Hanton Hill, Bathampton",B3108,2.85,13,65,8987,98,915,311,50,47,49,103,194,754,10819,f51a194b5f1888162309c8d47ddc57dc2718d7a8,"(51.37467, -2.30381)",1,27,49,10,1
2005,77952,South West,Bath and North East Somerset,A4,PU,372500,165230,Old Newbridge Hill,A431,0.86,19,100,5144,85,616,76,5,1,2,8,2,94,6039,12c8c66c643cb93831052d5832a692fb3a6b71fb,"(51.38544, -2.39657)",29,17,317,8,1
2005,77953,South West,Bath and North East Somerset,A363,PU,378660,167000,Bathford Hill,A4,0.12,0,5,427,1,58,15,2,2,1,1,3,25,516,ff10941c9362822ebe900a1475a16f2aa74851f5,"(51.40162, -2.30815)",1,26,41,10,1
2005,77954,South West,Bath and North East Somerset,A431,PU,372600,165500,A4,Penn Hill Rd,0.8,19,10,1628,15,217,22,2,4,1,1,1,30,1900,7c79d7b4a97738460239260341debfe7c90839c2,"(51.38787, -2.39515)",29,16,319,8,1
2005,77976,South West,Bath and North East Somerset,A37,PU,361230,168000,Staunton Lane,LA Boundary,0.31,2,27,1515,12,231,57,10,5,4,17,28,120,1906,f1958f2c5c861e7e65221ff176e0f02f2930ad9d,"(51.40969, -2.55882)",7,75,402,20,1
2005,78006,South West,Bath and North East Somerset,A4175,PU,365100,168910,road to Stockwood Hill,B3116,0.37,14,20,1396,24,237,42,7,1,1,2,8,61,1737,60cc8fa12af227e71bc4845b68658308e38772ed,"(51.41813, -2.50327)",24,49,171,1,1
2005,78024,South West,Bath and North East Somerset,A362,PR,370250,154360,Manor Rd,LA Boundary,0.12,0,4,241,3,58,10,3,2,0,1,5,21,327,2e9ed3ae0920e8ce8f10413ac4c8487bf83505a1,"(51.2876, -2.42799)",12,78,416,24,1
2005,99383,South West,Bath and North East Somerset,A4,TR,377610,166610,A46,A363,1.3,5,131,8631,59,1158,225,36,57,22,38,41,420,10399,94c9f4504585a525484f9206fa1110cfd02aec91,"(51.39808, -2.32322)",1,24,31,10,1
2006,6133,South West,Bath and North East Somerset,A4,PU,375000,165200,Broad St,A3039,0.31,34,12,1296,4,214,26,2,0,0,0,0,29,1555,c3c97780e5e7511c70fffb5a25357c59f09f2488,"(51.3853, -2.36064)",35,20,7,7,1
2006,6134,South West,Bath and North East Somerset,A4,PR,365000,169290,A4174/A4175,B3116,1.73,20,421,13842,110,2150,461,74,35,25,57,133,785,17308,7c2d458753c71e424ff99e8c4f115635ce20eee0,"(51.42154, -2.50474)",24,49,171,1,1
2006,6382,South West,Bath and North East Somerset,A37,PR,361700,165000,B3130,Staunton Lane,1.98,12,152,8152,62,1282,313,52,29,17,79,157,647,10296,e696b561d5eba770bb8239e61b5815755a2c41ed,"(51.38275, -2.55174)",7,74,399,20,1
2006,6990,South West,Bath and North East Somerset,A36,PU,375300,164240,A367 roundabout,A3062 roundabout,0.31,33,34,2535,26,307,64,10,4,3,6,19,107,3009,99cfa40c1d939fc6919a4baff77d80186c8d9313,"(51.37668, -2.35627)",33,109,567,12,1
2006,7128,South West,Bath and North East Somerset,A367,PU,374700,164540,Avon St,A4,0.43,20,20,1184,28,129,17,0,1,0,0,0,19,1379,99a7604ea2bac43da9d1d5ab5b2ef6408595957d,"(51.37935, -2.36491)",34,55,196,9,1
2006,7937,South West,Bath and North East Somerset,A4,PR,372000,165640,Broadway,Old Newbridge Hill,0.24,5,28,1346,21,166,20,1,0,1,2,1,24,1586,36776a8f0dad12bf41231aa101cd7c465b8d6f18,"(51.3891, -2.40378)",29,18,313,8,1
2006,8116,South West,Bath and North East Somerset,A362,PU,366000,154970,B3355,B3355,0.93,9,21,1844,21,361,45,9,6,1,2,8,71,2318,547410ac5efb5d1973ba17175486cd8dd88a8ad8,"(51.29284, -2.48899)",11,10,280,25,1
2006,8292,South West,Bath and North East Somerset,A36,PU,375619,165276,Darlington St,Beckford Rd,0.12,14,7,583,13,81,20,3,1,1,2,5,32,716,15410b003ab1999bd7e99611440dbc4c54adbfad,"(51.38601, -2.35175)",35,21,24,7,1
2006,16122,South West,Bath and North East Somerset,A36,PR,372200,165000,A4(T),Connection Rd,0.93,6,87,3810,24,712,176,22,24,12,16,51,301,4934,51c044752ae0d94eacc9b90351121659d6e9d24c,"(51.38336, -2.40086)",28,92,478,11,1
2006,16354,South West,Bath and North East Somerset,A37,PR,361900,160000,A39,A368,3.54,3,284,11693,119,1969,478,133,136,71,228,178,1224,15290,db39beb778a6307fb986d7931c0924d3353e8ea3,"(51.33781, -2.54832)",5,34,95,20,1
2006,16389,South West,Bath and North East Somerset,A39,PR,364800,160000,B3115,A368,2.17,17,156,7606,66,1088,175,10,10,6,13,4,219,9135,4170d11f2c13aa4ef0c205e00f9c7dc71aa17dbc,"(51.338, -2.5067)",8,40,126,16,1
2006,16957,South West,Bath and North East Somerset,A367,PR,372050,160820,B3115,Sulis Manor Rd roundabout,1.05,14,66,5701,77,793,110,17,13,2,4,18,163,6801,739afcc75f34a949ffef948d970d47afd7d77fe7,"(51.34577, -2.40269)",9,28,67,22,1
2006,17552,South West,Bath and North East Somerset,A3062,PU,375630,164000,A36 roundabout,North Rd/The Avenue,1.05,20,22,1725,48,188,24,6,0,0,0,1,31,2015,bc1a6cecd18105d5585d5e627ae861f8c33edeb4,"(51.37453, -2.35151)",33,110,574,12,1
2006,17920,South West,Bath and North East Somerset,A36,PU,375440,165500,Beckford Rd,A4,0.31,24,38,1868,16,252,61,11,7,6,9,30,124,2298,c6cb8f49f3712b1266594c725c7e534989db73dd,"(51.388, -2.35434)",35,21,19,7,1
2006,18277,South West,Bath and North East Somerset,A4,PU,375010,165130,Saracen St,George St,0.06,2,1,76,3,12,2,0,0,0,0,0,2,94,4119799c06dd9392add0e5565b68fed49d968132,"(51.38467, -2.3605)",35,20,7,7,1
2006,26126,South West,Bath and North East Somerset,A4,PU,376000,166200,A36,A46,1.24,66,112,8723,194,1154,244,29,20,47,96,52,488,10670,c8771b2e259ab946e17c722e5b40d48a9dead70c,"(51.39432, -2.34634)",36,95,490,4,1
2006,26127,South West,Bath and North East Somerset,A4,PR,370000,165500,B3116,A39,3.1,67,531,22272,301,3217,716,96,65,60,111,64,1111,27432,ed764b6efd6064f6f5eebc12ad2aa20163f8a086,"(51.38774, -2.43252)",9,28,68,22,1
2006,26381,South West,Bath and North East Somerset,A36,TU,376000,165451,Sydney Rd/Beckford Rd,"Hantone Hill, Bathampton",1.18,34,42,5622,64,588,153,26,17,16,41,47,300,6616,35c4ae9016f07afe0b0f42a4e17efdc2036e37c0,"(51.3876, -2.34629)",22,30,72,12,1
2006,26417,South West,Bath and North East Somerset,A39,PR,363500,157000,A37,B3355,0.62,2,20,1203,7,220,59,14,12,2,4,18,108,1558,078775b21bdc12991e29af5aaabd83cf24768b88,"(51.31094, -2.52505)",3,43,136,23,1
2006,27024,South West,Bath and North East Somerset,A36,PU,375640,165000,A3062 roundabout,Sydney Place,0.68,25,81,4701,75,501,193,18,10,12,29,21,284,5642,fd9ae99cf7facb51b57fc6e134efa2d8c2602b60,"(51.38353, -2.35143)",35,21,3,7,1
