Pinterest URL,Note,Title,Latitude,Longitude,Thumbnail,Original,Location,Address,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
https://uk.pinterest.com/pin/287456388687352665,"BADGER CULL Kingston Parade 51.381061, -2.358797",BADGER CULL,51.381061,-2.358797,https://s-media-cache-ak0.pinimg.com/236x/f8/8b/2d/f88b2d3f0fb1507182427e26950a3aff.jpg,https://s-media-cache-ak0.pinimg.com/originals/f8/8b/2d/f88b2d3f0fb1507182427e26950a3aff.jpg,"(51.381061, -2.358797)",Kingston Parade,35,12,7,1,20
https://uk.pinterest.com/pin/287456388694045104,"FROSTY FOUNTAIN Walcot St Bath BA1 5BD, UK 51.385967, -2.359780",FROSTY FOUNTAIN,51.385967,-2.35978,https://s-media-cache-ak0.pinimg.com/236x/19/57/82/1957829787934da399714bd4588be638.jpg,https://s-media-cache-ak0.pinimg.com/originals/19/57/82/1957829787934da399714bd4588be638.jpg,"(51.385967, -2.35978)","Walcot St Bath BA1 5BD, UK",35,17,7,1,22
https://uk.pinterest.com/pin/287456388691196408,"WISTERIA Lansdown Crescent Bath BA1 5EX, UK 51.392470, -2.365834",WISTERIA,51.39247,-2.365834,https://s-media-cache-ak0.pinimg.com/236x/68/4f/95/684f95c1ad5e4060aceed47c6cce469f.jpg,https://s-media-cache-ak0.pinimg.com/originals/68/4f/95/684f95c1ad5e4060aceed47c6cce469f.jpg,"(51.39247, -2.365834)","Lansdown Crescent Bath BA1 5EX, UK",21,240,7,1,1
https://uk.pinterest.com/pin/287456388693053741,"DROPPING LIKE FLIES Stall St Bath BA1 1QN, UK 51.380915, -2.360170",DROPPING LIKE FLIES,51.380915,-2.36017,https://s-media-cache-ak0.pinimg.com/236x/81/11/39/8111395124b1bb2455bb471db33e6bed.jpg,https://s-media-cache-ak0.pinimg.com/originals/81/11/39/8111395124b1bb2455bb471db33e6bed.jpg,"(51.380915, -2.36017)","Stall St Bath BA1 1QN, UK",35,12,7,1,20
https://uk.pinterest.com/pin/287456388693772578,"STORMY Lansdown Rd Bath BA1 5EE, UK 51.388921, -2.362086",STORMY,51.388921,-2.362086,https://s-media-cache-ak0.pinimg.com/236x/dd/42/6d/dd426d4643121c1087c38ccc17f2dbf5.jpg,https://s-media-cache-ak0.pinimg.com/originals/dd/42/6d/dd426d4643121c1087c38ccc17f2dbf5.jpg,"(51.388921, -2.362086)","Lansdown Rd Bath BA1 5EE, UK",21,243,7,1,59
https://uk.pinterest.com/pin/287456388690408357,"DEMONS York St Bath BA1 1NH, UK 51.380772, -2.359862",DEMONS,51.380772,-2.359862,https://s-media-cache-ak0.pinimg.com/236x/8d/b3/19/8db3194aa890ff04a9c896b45295857e.jpg,https://s-media-cache-ak0.pinimg.com/originals/8d/b3/19/8db3194aa890ff04a9c896b45295857e.jpg,"(51.380772, -2.359862)","York St Bath BA1 1NH, UK",35,11,7,1,20
https://uk.pinterest.com/pin/287456388691225563,"STILTS Lansdown Pl E Bath BA1 5ET, UK 51.391430, -2.364754",STILTS,51.39143,-2.364754,https://s-media-cache-ak0.pinimg.com/236x/54/e9/d4/54e9d4d7914f2d48b0191991206d0611.jpg,https://s-media-cache-ak0.pinimg.com/originals/54/e9/d4/54e9d4d7914f2d48b0191991206d0611.jpg,"(51.39143, -2.364754)","Lansdown Pl E Bath BA1 5ET, UK",21,240,7,1,1
https://uk.pinterest.com/pin/287456388691231402,"DOZY HOUSE The Paragon Bath BA1 5LY, UK 51.387987, -2.359930",DOZY HOUSE,51.387987,-2.35993,https://s-media-cache-ak0.pinimg.com/236x/a8/c3/5e/a8c35ea6ca72c743bd1511a36c94d91d.jpg,https://s-media-cache-ak0.pinimg.com/originals/a8/c3/5e/a8c35ea6ca72c743bd1511a36c94d91d.jpg,"(51.387987, -2.35993)","The Paragon Bath BA1 5LY, UK",35,15,7,1,22
https://uk.pinterest.com/pin/287456388691359389,"WINDY CITY 2 George St Bath BA1 2EH, UK 51.384965, -2.361589",WINDY CITY,51.384965,-2.361589,https://s-media-cache-ak0.pinimg.com/236x/2c/1e/51/2c1e512f3955979fcd5e2aa2983ed024.jpg,https://s-media-cache-ak0.pinimg.com/originals/2c/1e/51/2c1e512f3955979fcd5e2aa2983ed024.jpg,"(51.384965, -2.361589)","2 George St Bath BA1 2EH, UK",35,11,7,1,20
https://uk.pinterest.com/pin/287456388690395893,"SKETCHY ARCH Lansdown Rd Bath BA1, UK 51.388432, -2.361740",SKETCHY ARCH,51.388432,-2.36174,https://s-media-cache-ak0.pinimg.com/236x/f0/69/79/f069797ec1608050a99a96bce0fcd7e1.jpg,https://s-media-cache-ak0.pinimg.com/originals/f0/69/79/f069797ec1608050a99a96bce0fcd7e1.jpg,"(51.388432, -2.36174)","Lansdown Rd Bath BA1, UK",21,245,7,1,59
https://uk.pinterest.com/pin/287456388690408376,"CAT NAP Lansdown Rd Bath BA1, UK 51.386224, -2.361336",CAT NAP,51.386224,-2.361336,https://s-media-cache-ak0.pinimg.com/236x/f3/0f/4d/f30f4d1c5f29ccaf17c1475493c90b40.jpg,https://s-media-cache-ak0.pinimg.com/originals/f3/0f/4d/f30f4d1c5f29ccaf17c1475493c90b40.jpg,"(51.386224, -2.361336)","Lansdown Rd Bath BA1, UK",35,4,7,1,22
https://uk.pinterest.com/pin/287456388691983194,"DISAPPEAR Lansdown Rd Bath BA1, UK 51.386124, -2.361183",DISAPPEAR,51.386124,-2.361183,https://s-media-cache-ak0.pinimg.com/236x/99/7d/65/997d65b5f81e6b5c6a9f05e697270b78.jpg,https://s-media-cache-ak0.pinimg.com/originals/99/7d/65/997d65b5f81e6b5c6a9f05e697270b78.jpg,"(51.386124, -2.361183)","Lansdown Rd Bath BA1, UK",35,22,7,1,22
https://uk.pinterest.com/pin/287456388694928855,"STIRRING UP A MOB Bath St Bath BA1 1SA, UK 51.380922, -2.360259",STIRRING UP A MOB,51.380922,-2.360259,https://s-media-cache-ak0.pinimg.com/236x/27/8f/5b/278f5be9c44864bf8635c0987b81c52f.jpg,https://s-media-cache-ak0.pinimg.com/originals/27/8f/5b/278f5be9c44864bf8635c0987b81c52f.jpg,"(51.380922, -2.360259)","Bath St Bath BA1 1SA, UK",35,12,7,1,20
https://uk.pinterest.com/pin/287456388693772646,"BE WEARY OF WISE MEN 10 Abbey Churchyard, Bath BA1 1LY, UK 51.381364, -2.359734",BE WEARY OF WISE MEN,51.381364,-2.359734,https://s-media-cache-ak0.pinimg.com/236x/a5/b9/1b/a5b91b71a95b362c9ea1f447816efff2.jpg,https://s-media-cache-ak0.pinimg.com/originals/a5/b9/1b/a5b91b71a95b362c9ea1f447816efff2.jpg,"(51.381364, -2.359734)","10 Abbey Churchyard, Bath BA1 1LY, UK",35,11,7,1,20
https://uk.pinterest.com/pin/287456388690408017,"BATH POPE Bath St Bath BA1 1SA, UK 51.380906, -2.360294",BATH POPE,51.380906,-2.360294,https://s-media-cache-ak0.pinimg.com/236x/96/d0/76/96d07618b205d39baf6805ab9b2dd3d5.jpg,https://s-media-cache-ak0.pinimg.com/originals/96/d0/76/96d07618b205d39baf6805ab9b2dd3d5.jpg,"(51.380906, -2.360294)","Bath St Bath BA1 1SA, UK",35,12,7,1,20
https://uk.pinterest.com/pin/287456388691225550,"SCENIC CAMDEN Camden Rd Bath BA1, UK 51.391934, -2.359457",SCENIC CAMDEN,51.391934,-2.359457,https://s-media-cache-ak0.pinimg.com/236x/9c/fd/a3/9cfda36e06ff7a97503f482a52c6e029.jpg,https://s-media-cache-ak0.pinimg.com/originals/9c/fd/a3/9cfda36e06ff7a97503f482a52c6e029.jpg,"(51.391934, -2.359457)","Camden Rd Bath BA1, UK",21,239,7,1,59
https://uk.pinterest.com/pin/287456388691190388,"ANGRY MOB Kingston Parade 51.381031, -2.359027",ANGRY MOB,51.381031,-2.359027,https://s-media-cache-ak0.pinimg.com/236x/7d/13/71/7d1371b88dd4ab7040d18037064fee69.jpg,https://s-media-cache-ak0.pinimg.com/originals/7d/13/71/7d1371b88dd4ab7040d18037064fee69.jpg,"(51.381031, -2.359027)",Kingston Parade,35,12,7,1,20
https://uk.pinterest.com/pin/287456388692736390,"MONOMANIA Bennett St Bath BA1 2QL, UK 51.386674, -2.361613",MONOMANIA,51.386674,-2.361613,https://s-media-cache-ak0.pinimg.com/236x/90/9b/f0/909bf0b7440eea696466dfb28688fa38.jpg,https://s-media-cache-ak0.pinimg.com/originals/90/9b/f0/909bf0b7440eea696466dfb28688fa38.jpg,"(51.386674, -2.361613)","Bennett St Bath BA1 2QL, UK",35,25,7,1,22
https://uk.pinterest.com/pin/287456388690395873,"SPRINGTIME  George St, Bath BA1 2EN, UK 51.384843, -2.362262",SPRINGTIME ,51.384843,-2.362262,https://s-media-cache-ak0.pinimg.com/236x/21/da/f7/21daf761309f52bac154f07d1afe0036.jpg,https://s-media-cache-ak0.pinimg.com/originals/21/da/f7/21daf761309f52bac154f07d1afe0036.jpg,"(51.384843, -2.362262)","George St, Bath BA1 2EN, UK",35,4,7,1,22
https://uk.pinterest.com/pin/287456388693669235,"THE LEAF CATCHER Brunel Square Bath, UK 51.377308, -2.356969",THE LEAF CATCHER,51.377308,-2.356969,https://s-media-cache-ak0.pinimg.com/236x/b2/a3/6f/b2a36f5cfdc3bc7d2d8be05ad513f90b.jpg,https://s-media-cache-ak0.pinimg.com/originals/b2/a3/6f/b2a36f5cfdc3bc7d2d8be05ad513f90b.jpg,"(51.377308, -2.356969)","Brunel Square Bath, UK",35,13,7,1,21
https://uk.pinterest.com/pin/287456388692355062,"HASSLED Stall St Bath BA1 1QH, UK 51.381291, -2.360326",HASSLED,51.381291,-2.360326,https://s-media-cache-ak0.pinimg.com/236x/9e/db/5b/9edb5b537b10b47b328fa7e2c39fca22.jpg,https://s-media-cache-ak0.pinimg.com/originals/9e/db/5b/9edb5b537b10b47b328fa7e2c39fca22.jpg,"(51.381291, -2.360326)","Stall St Bath BA1 1QH, UK",35,11,7,1,20
https://uk.pinterest.com/pin/287456388691254547,"YOU WORRY TOO MUCH  Bennett St Bath BA1 2QL, UK 51.386683, -2.361496",YOU WORRY TOO MUCH ,51.386683,-2.361496,https://s-media-cache-ak0.pinimg.com/236x/8f/c8/86/8fc886292f2a23d97ae1f8373d2f8655.jpg,https://s-media-cache-ak0.pinimg.com/originals/8f/c8/86/8fc886292f2a23d97ae1f8373d2f8655.jpg,"(51.386683, -2.361496)","Bennett St Bath BA1 2QL, UK",35,4,7,1,22
https://uk.pinterest.com/pin/287456388691242480,"A RAINBOW IN BATH Milsom St Bath BA1, UK 51.384590, -2.361811",A RAINBOW IN BATH,51.38459,-2.361811,https://s-media-cache-ak0.pinimg.com/236x/36/91/02/369102319402c667fc8252d8302e5802.jpg,https://s-media-cache-ak0.pinimg.com/originals/36/91/02/369102319402c667fc8252d8302e5802.jpg,"(51.38459, -2.361811)","Milsom St Bath BA1, UK",35,11,7,1,20
https://uk.pinterest.com/pin/287456388694861386,"MILSOM ST. CROWDS  BA1 1BL,  51.383090, -2.361120",MILSOM ST. CROWDS ,51.38309,-2.36112,https://s-media-cache-ak0.pinimg.com/236x/70/43/af/7043af3c6d37cf14788e3aab232e184b.jpg,https://s-media-cache-ak0.pinimg.com/originals/70/43/af/7043af3c6d37cf14788e3aab232e184b.jpg,"(51.38309, -2.36112)",BA1 1BL,35,11,7,1,20
https://uk.pinterest.com/pin/287456388691180586,"BLOCKAGE  Pulteney Bridge, Bath BA2 4AY, UK 51.382959, -2.357841",BLOCKAGE ,51.382959,-2.357841,https://s-media-cache-ak0.pinimg.com/236x/22/b4/5b/22b45b11e12c35e5670afd9b0b5b28bc.jpg,https://s-media-cache-ak0.pinimg.com/originals/22/b4/5b/22b45b11e12c35e5670afd9b0b5b28bc.jpg,"(51.382959, -2.357841)","Pulteney Bridge, Bath BA2 4AY, UK",35,11,7,1,20
https://uk.pinterest.com/pin/287456388693301345,"ANGRY/SAD/KITTEN Stall St Bath BA1 1QH, UK 51.381306, -2.360340",ANGRY/SAD/KITTEN,51.381306,-2.36034,https://s-media-cache-ak0.pinimg.com/236x/e7/30/64/e7306413a7af35be8c8c2a87bfbe8719.jpg,https://s-media-cache-ak0.pinimg.com/originals/e7/30/64/e7306413a7af35be8c8c2a87bfbe8719.jpg,"(51.381306, -2.36034)","Stall St Bath BA1 1QH, UK",35,10,7,1,20
https://uk.pinterest.com/pin/287456388691359392,"THE LAST GASOMETER Midland Rd Bath BA2, UK 51.383083, -2.376661",THE LAST GASOMETER,51.383083,-2.376661,https://s-media-cache-ak0.pinimg.com/236x/2a/a2/a7/2aa2a722ca52660c17d208a6a1a56336.jpg,https://s-media-cache-ak0.pinimg.com/originals/2a/a2/a7/2aa2a722ca52660c17d208a6a1a56336.jpg,"(51.383083, -2.376661)","Midland Rd Bath BA2, UK",32,538,13,1,103
https://uk.pinterest.com/pin/287456388691196065,"STRANGE...RS 44 Milsom St, Bath BA1 1DN, UK 51.383574, -2.361284",STRANGE...RS,51.383574,-2.361284,https://s-media-cache-ak0.pinimg.com/236x/a5/32/cd/a532cd66978fd938950633449b23ef13.jpg,https://s-media-cache-ak0.pinimg.com/originals/a5/32/cd/a532cd66978fd938950633449b23ef13.jpg,"(51.383574, -2.361284)","44 Milsom St, Bath BA1 1DN, UK",35,11,7,1,20
https://uk.pinterest.com/pin/287456388691180725,"DIGIFEST Edgar Buildings, Bath BA1 2EE, UK 51.384953, -2.361824",DIGIFEST,51.384953,-2.361824,https://s-media-cache-ak0.pinimg.com/236x/26/d6/3a/26d63a987c2e4ceaac11ade430d9f816.jpg,https://s-media-cache-ak0.pinimg.com/originals/26/d6/3a/26d63a987c2e4ceaac11ade430d9f816.jpg,"(51.384953, -2.361824)","Edgar Buildings, Bath BA1 2EE, UK",35,4,7,1,22
https://uk.pinterest.com/pin/287456388690395934,"THE ARGUS Milsom St Bath BA1, UK 51.383834, -2.361403",THE ARGUS,51.383834,-2.361403,https://s-media-cache-ak0.pinimg.com/236x/09/8d/23/098d23bce8a7dfbd862b0fed53327adf.jpg,https://s-media-cache-ak0.pinimg.com/originals/09/8d/23/098d23bce8a7dfbd862b0fed53327adf.jpg,"(51.383834, -2.361403)","Milsom St Bath BA1, UK",35,11,7,1,20
https://uk.pinterest.com/pin/287456388691259225,"OLYMPIC  SAFETY St James's Parade, Bath BA1 1UJ, UK 51.378895, -2.360354",OLYMPIC  SAFETY,51.378895,-2.360354,https://s-media-cache-ak0.pinimg.com/236x/37/a0/bd/37a0bd32269abd0cbeae40f180563330.jpg,https://s-media-cache-ak0.pinimg.com/originals/37/a0/bd/37a0bd32269abd0cbeae40f180563330.jpg,"(51.378895, -2.360354)","St James's Parade, Bath BA1 1UJ, UK",35,12,7,1,20
https://uk.pinterest.com/pin/287456388692387846,"FISH CITY The Circus Bath BA1 2EU, UK 51.385846, -2.363481",FISH CITY,51.385846,-2.363481,https://s-media-cache-ak0.pinimg.com/236x/60/ef/1f/60ef1f987746d4357d37ce8261bc436c.jpg,https://s-media-cache-ak0.pinimg.com/originals/60/ef/1f/60ef1f987746d4357d37ce8261bc436c.jpg,"(51.385846, -2.363481)","The Circus Bath BA1 2EU, UK",35,25,7,1,22
https://uk.pinterest.com/pin/287456388694827245,"THE DANGERS OF FRACKING  Lansdown Rd  51.386864, -2.361435",THE DANGERS OF FRACKING ,51.386864,-2.361435,https://s-media-cache-ak0.pinimg.com/236x/26/54/a4/2654a45aba50eab52b8b73af698c2051.jpg,https://s-media-cache-ak0.pinimg.com/originals/26/54/a4/2654a45aba50eab52b8b73af698c2051.jpg,"(51.386864, -2.361435)",Lansdown Rd,35,22,7,1,22
https://uk.pinterest.com/pin/287456388691190844,"NICK CAVE & THE BAD SEEDS George St, Bath BA1 2EE, UK 51.384929, -2.362215",NICK CAVE & THE BAD SEEDS,51.384929,-2.362215,https://s-media-cache-ak0.pinimg.com/236x/ac/82/e3/ac82e3f232f83e84950172b6f7847717.jpg,https://s-media-cache-ak0.pinimg.com/originals/ac/82/e3/ac82e3f232f83e84950172b6f7847717.jpg,"(51.384929, -2.362215)","George St, Bath BA1 2EE, UK",35,4,7,1,22
https://uk.pinterest.com/pin/287456388691190849,"A TIME OF THE SIGNS Stall St Bath BA1 1QG, UK 51.380717, -2.360130",A TIME OF THE SIGNS,51.380717,-2.36013,https://s-media-cache-ak0.pinimg.com/236x/02/43/cb/0243cbe4daa5700363fb1d73e7ef712a.jpg,https://s-media-cache-ak0.pinimg.com/originals/02/43/cb/0243cbe4daa5700363fb1d73e7ef712a.jpg,"(51.380717, -2.36013)","Stall St Bath BA1 1QG, UK",35,12,7,1,20
https://uk.pinterest.com/pin/287456388694179503,"AN ANNOUNCEMENT! Lansdown Rd Bath BA1 2QW, UK 51.386291, -2.361225",AN ANNOUNCEMENT!,51.386291,-2.361225,https://s-media-cache-ak0.pinimg.com/236x/3d/05/87/3d058722502a6b3759bb3d9d2619d36b.jpg,https://s-media-cache-ak0.pinimg.com/originals/3d/05/87/3d058722502a6b3759bb3d9d2619d36b.jpg,"(51.386291, -2.361225)","Lansdown Rd Bath BA1 2QW, UK",35,22,7,1,22
https://uk.pinterest.com/pin/287456388690395836,"SMOKEY  Lansdown Rd Bath BA1 5HR, UK 51.388722, -2.361877",SMOKEY ,51.388722,-2.361877,https://s-media-cache-ak0.pinimg.com/236x/1e/4e/86/1e4e866108343f90a499d594e201b0ad.jpg,https://s-media-cache-ak0.pinimg.com/originals/1e/4e/86/1e4e866108343f90a499d594e201b0ad.jpg,"(51.388722, -2.361877)","Lansdown Rd Bath BA1 5HR, UK",21,245,7,1,59
https://uk.pinterest.com/pin/287456388688801479,"GHOSTS Bath St Bath BA1 1SA, UK 51.380903, -2.360373",GHOSTS,51.380903,-2.360373,https://s-media-cache-ak0.pinimg.com/236x/81/26/c4/8126c4a84b8fa478f88c62db9cde9c5f.jpg,https://s-media-cache-ak0.pinimg.com/originals/81/26/c4/8126c4a84b8fa478f88c62db9cde9c5f.jpg,"(51.380903, -2.360373)","Bath St Bath BA1 1SA, UK",35,12,7,1,20
https://uk.pinterest.com/pin/287456388693053723,"GREY DAYS Bartlett St, Avon, Bath BA1 2EE, UK 51.385364, -2.361699",GREY DAYS,51.385364,-2.361699,https://s-media-cache-ak0.pinimg.com/236x/cb/57/54/cb5754b9eaa86852cece1d93642389c4.jpg,https://s-media-cache-ak0.pinimg.com/originals/cb/57/54/cb5754b9eaa86852cece1d93642389c4.jpg,"(51.385364, -2.361699)","Bartlett St, Avon, Bath BA1 2EE, UK",35,4,7,1,22
https://uk.pinterest.com/pin/287456388690396059,"HAIR (GENETICS) Union St Bath BA1, UK 51.382062, -2.360522",HAIR (GENETICS),51.382062,-2.360522,https://s-media-cache-ak0.pinimg.com/236x/f7/d9/67/f7d967587abc97b94e6546c14f46a8bd.jpg,https://s-media-cache-ak0.pinimg.com/originals/f7/d9/67/f7d967587abc97b94e6546c14f46a8bd.jpg,"(51.382062, -2.360522)","Union St Bath BA1, UK",35,10,7,1,20
https://uk.pinterest.com/pin/287456388690408367,"BATHING York St Bath BA1 1NG, UK 51.380947, -2.359494",BATHING,51.380947,-2.359494,https://s-media-cache-ak0.pinimg.com/236x/37/45/ff/3745ff4b410253a4c6ee9cd25e865250.jpg,https://s-media-cache-ak0.pinimg.com/originals/37/45/ff/3745ff4b410253a4c6ee9cd25e865250.jpg,"(51.380947, -2.359494)","York St Bath BA1 1NG, UK",35,11,7,1,20
https://uk.pinterest.com/pin/287456388691231393,"DOZY Lansdown Rd Bath BA1 2QW, UK 51.387270, -2.361517",DOZY,51.38727,-2.361517,https://s-media-cache-ak0.pinimg.com/236x/53/54/fc/5354fcd7a0ea991c856cba33eb5a352e.jpg,https://s-media-cache-ak0.pinimg.com/originals/53/54/fc/5354fcd7a0ea991c856cba33eb5a352e.jpg,"(51.38727, -2.361517)","Lansdown Rd Bath BA1 2QW, UK",35,22,7,1,22
https://uk.pinterest.com/pin/287456388690395812,"WE LOVE BATH 2000 Bennett St Bath BA1 2QJ, UK 51.386466, -2.363096",WE LOVE BATH 2000,51.386466,-2.363096,https://s-media-cache-ak0.pinimg.com/236x/b3/e0/f6/b3e0f642dd5b7c24dc249630018afe03.jpg,https://s-media-cache-ak0.pinimg.com/originals/b3/e0/f6/b3e0f642dd5b7c24dc249630018afe03.jpg,"(51.386466, -2.363096)","Bennett St Bath BA1 2QJ, UK",35,25,7,1,22
https://uk.pinterest.com/pin/287456388693053701,"BIG GHOST Lansdown Rd Bath BA1, UK 51.388300, -2.361663",BIG GHOST,51.3883,-2.361663,https://s-media-cache-ak0.pinimg.com/236x/33/46/10/334610db2852cbcfb0e83d3d7ef84509.jpg,https://s-media-cache-ak0.pinimg.com/originals/33/46/10/334610db2852cbcfb0e83d3d7ef84509.jpg,"(51.3883, -2.361663)","Lansdown Rd Bath BA1, UK",21,245,7,1,59
https://uk.pinterest.com/pin/287456388692491777,"HAPPY EATERS  Stall St Bath BA1, UK 51.381201, -2.360289",HAPPY EATERS ,51.381201,-2.360289,https://s-media-cache-ak0.pinimg.com/236x/f5/53/48/f55348652a00cfff087ab5a38a096995.jpg,https://s-media-cache-ak0.pinimg.com/originals/f5/53/48/f55348652a00cfff087ab5a38a096995.jpg,"(51.381201, -2.360289)","Stall St Bath BA1, UK",35,10,7,1,20
https://uk.pinterest.com/pin/287456388691190409,"BUSKER  Lansdown Rd Bath BA1, UK 51.385950, -2.361097",BUSKER ,51.38595,-2.361097,https://s-media-cache-ak0.pinimg.com/236x/63/db/e7/63dbe7f374847a4e43b1a7af3e87f60a.jpg,https://s-media-cache-ak0.pinimg.com/originals/63/db/e7/63dbe7f374847a4e43b1a7af3e87f60a.jpg,"(51.38595, -2.361097)","Lansdown Rd Bath BA1, UK",35,7,7,1,20
https://uk.pinterest.com/pin/287456388692392635,"CIRCUS CAROLS The Circus Bath BA1 2EW, UK 51.386128, -2.364378",CIRCUS CAROLS,51.386128,-2.364378,https://s-media-cache-ak0.pinimg.com/236x/0e/5a/db/0e5adb01155abc3d5646479712db0ef4.jpg,https://s-media-cache-ak0.pinimg.com/originals/0e/5a/db/0e5adb01155abc3d5646479712db0ef4.jpg,"(51.386128, -2.364378)","The Circus Bath BA1 2EW, UK",35,21,7,1,22
https://uk.pinterest.com/pin/287456388694373657,"A CULTURE OF FEAR Lansdown Rd Bath BA1 2QW, UK 51.386254, -2.361329",A CULTURE OF FEAR,51.386254,-2.361329,https://s-media-cache-ak0.pinimg.com/236x/f4/20/26/f420266fb7e55da79a77c78c3071a3cc.jpg,https://s-media-cache-ak0.pinimg.com/originals/f4/20/26/f420266fb7e55da79a77c78c3071a3cc.jpg,"(51.386254, -2.361329)","Lansdown Rd Bath BA1 2QW, UK",35,4,7,1,22
https://uk.pinterest.com/pin/287456388691190355,"HATCHING 2 Brock St Bath BA1 2LN, UK 51.386157, -2.364889",HATCHING,51.386157,-2.364889,https://s-media-cache-ak0.pinimg.com/236x/f3/d8/d7/f3d8d788aa5052525f90d4c6a3df2749.jpg,https://s-media-cache-ak0.pinimg.com/originals/f3/d8/d7/f3d8d788aa5052525f90d4c6a3df2749.jpg,"(51.386157, -2.364889)","2 Brock St Bath BA1 2LN, UK",35,23,7,1,22
https://uk.pinterest.com/pin/287456388694584234,"21C. STREET SCENE Stall St. Bath BA1 1QN, UK 51.380937, -2.360163",21C. STREET SCENE,51.380937,-2.360163,https://s-media-cache-ak0.pinimg.com/236x/f2/24/ca/f224cafce67bc7748287f1504c8cf277.jpg,https://s-media-cache-ak0.pinimg.com/originals/f2/24/ca/f224cafce67bc7748287f1504c8cf277.jpg,"(51.380937, -2.360163)","Stall St. Bath BA1 1QN, UK",35,12,7,1,20
https://uk.pinterest.com/pin/287456388691254464,"PORTAL Bathwick St Bath BA2 6NX, UK 51.388179, -2.354315",PORTAL,51.388179,-2.354315,https://s-media-cache-ak0.pinimg.com/236x/fd/6b/16/fd6b16a896ccaf195399824ea82addd3.jpg,https://s-media-cache-ak0.pinimg.com/originals/fd/6b/16/fd6b16a896ccaf195399824ea82addd3.jpg,"(51.388179, -2.354315)","Bathwick St Bath BA2 6NX, UK",36,498,6,1,96
https://uk.pinterest.com/pin/287456388691242490,"SHEPHERDS HALL Monmouth St Bath BA1 2AJ, UK 51.382233, -2.364290",SHEPHERDS HALL,51.382233,-2.36429,https://s-media-cache-ak0.pinimg.com/236x/9f/02/a1/9f02a16a5a985a0938ba9c600a4c8d35.jpg,https://s-media-cache-ak0.pinimg.com/originals/9f/02/a1/9f02a16a5a985a0938ba9c600a4c8d35.jpg,"(51.382233, -2.36429)","Monmouth St Bath BA1 2AJ, UK",34,194,9,1,55
https://uk.pinterest.com/pin/287456388691242205,"LIMBO York St Bath BA1 1NH, UK 51.380826, -2.359604",LIMBO,51.380826,-2.359604,https://s-media-cache-ak0.pinimg.com/236x/5d/a9/23/5da923e7d022d704bce0a617b5680885.jpg,https://s-media-cache-ak0.pinimg.com/originals/5d/a9/23/5da923e7d022d704bce0a617b5680885.jpg,"(51.380826, -2.359604)","York St Bath BA1 1NH, UK",35,11,7,1,20
https://uk.pinterest.com/pin/287456388691180880,"THE DODO THIEF George St Bath BA1 2EH, UK 51.384644, -2.362971",THE DODO THIEF,51.384644,-2.362971,https://s-media-cache-ak0.pinimg.com/236x/c4/79/5f/c4795fa514aabcae55c4e7f889ad8095.jpg,https://s-media-cache-ak0.pinimg.com/originals/c4/79/5f/c4795fa514aabcae55c4e7f889ad8095.jpg,"(51.384644, -2.362971)","George St Bath BA1 2EH, UK",35,4,7,1,22
https://uk.pinterest.com/pin/287456388694417654,"UP JUMPED THE DEVIL Old King St Bath BA1 2JW, UK 51.383920, -2.362684",UP JUMPED THE DEVIL,51.38392,-2.362684,https://s-media-cache-ak0.pinimg.com/236x/b1/4d/36/b14d367cd85dbb33a07c36e271bba061.jpg,https://s-media-cache-ak0.pinimg.com/originals/b1/4d/36/b14d367cd85dbb33a07c36e271bba061.jpg,"(51.38392, -2.362684)","Old King St Bath BA1 2JW, UK",35,4,7,1,22
https://uk.pinterest.com/pin/287456388694584217,"BANK HOLIDAY WEEKEND Abbey Square 51.381270, -2.360131",BANK HOLIDAY WEEKEND,51.38127,-2.360131,https://s-media-cache-ak0.pinimg.com/236x/aa/cd/1d/aacd1d6f99e3ff8a8f6c44c634b877f4.jpg,https://s-media-cache-ak0.pinimg.com/originals/aa/cd/1d/aacd1d6f99e3ff8a8f6c44c634b877f4.jpg,"(51.38127, -2.360131)",Abbey Square,35,11,7,1,20
https://uk.pinterest.com/pin/287456388691275335,"STUDENT ZOMBIE DAY James St W Bath BA1, UK 51.380206, -2.362254",STUDENT ZOMBIE DAY,51.380206,-2.362254,https://s-media-cache-ak0.pinimg.com/236x/e9/c4/cb/e9c4cb91386c47c676dacf588dd8a2b8.jpg,https://s-media-cache-ak0.pinimg.com/originals/e9/c4/cb/e9c4cb91386c47c676dacf588dd8a2b8.jpg,"(51.380206, -2.362254)","James St W Bath BA1, UK",35,14,7,1,20
https://uk.pinterest.com/pin/287456388691190837,"MILSON ST. SCENE New Bond St Bath BA1 1BL, UK 51.383192, -2.361183",MILSON ST. SCENE,51.383192,-2.361183,https://s-media-cache-ak0.pinimg.com/236x/09/fe/cb/09fecba640eb1abe2208b41c7a1c170b.jpg,https://s-media-cache-ak0.pinimg.com/originals/09/fe/cb/09fecba640eb1abe2208b41c7a1c170b.jpg,"(51.383192, -2.361183)","New Bond St Bath BA1 1BL, UK",35,11,7,1,20
