postcode,data status,lines < 2mbps,average speed,median speed,maximum speed,super fast available,connections
BA24JQ,OK,N,7.5,8.9,9.5,Y,7
BA20EX,OK,N,15,15.3,18.5,N,3
BA33JR,OK,N,16.4,18.7,22,N,47
BA27WS,OK,N,9,7.6,14.7,N,3
BA27BA,OK,Y,19,4.2,>=30,Y,20
BA29DZ,OK,Y,1.8,1.8,3.1,Y,16
BS311SP,OK,N,28.3,25,>=30,Y,8
BS311WZ,OK,N,24.6,20,>=30,Y,23
BS311JG,OK,N,13.4,6.2,>=30,Y,3
BS395RN,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA27AS,OK,N,18,4.2,>=30,Y,5
BA10PG,No premises,N/A,N/A,N/A,N/A,N,0
BA20AD,No Data,N/A,N/A,N/A,N/A,N,0
BA34NL,OK,N,20.5,14.1,>=30,Y,38
BA10SR,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS312QG,OK,N,24.9,20,>=30,Y,17
BS311BB,OK,N,19.2,20,>=30,Y,8
BA21PR,OK,Y,20.1,5,>=30,Y,38
BA24NQ,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA32JX,OK,N,>=30,17.4,>=30,Y,4
BA16ES,OK,N,>=30,7.5,>=30,Y,7
BS312RR,OK,N,>=30,>=30,>=30,Y,11
BA23QG,OK,Y,4,4.2,5.8,Y,3
BS312HE,OK,N,27.5,20,>=30,Y,9
BA25PS,OK,N,15.4,15.9,22.9,N,22
BS140BP,OK,N,16.9,16.7,18.3,N,5
BS396UD,OK,Y,4.8,5.3,6.2,N,6
BS408YB,No Data,N/A,N/A,N/A,N/A,N,0
BA13NH,OK,N,4.4,4.7,7.1,N,11
BA26HU,No premises,N/A,N/A,N/A,N/A,Y,0
BA13DU,OK,N,12.1,8.7,>=30,Y,18
BA33AQ,OK,Y,9.7,11.2,17,N,3
BA11QT,No Data,N/A,N/A,N/A,N/A,N,0
BA22ST,OK,Y,19.8,9,>=30,Y,14
BA15EG,OK,N,18.8,10,>=30,Y,3
BA33WZ,No premises,N/A,N/A,N/A,N/A,N,0
BA20DB,OK,Y,6.9,8.1,10.9,N,8
BA20PX,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA26SW,OK,Y,10.9,4.1,>=30,Y,11
BA13RD,OK,N,>=30,>=30,>=30,Y,3
BA12ET,OK,Y,25.9,18.7,>=30,Y,11
BA21RY,OK,Y,24.5,20,>=30,Y,18
BS395SA,OK,N,7.2,8,9,N,5
BA33XY,No Data,N/A,N/A,N/A,N/A,Y,0
BA20EA,OK,N,4.6,5,5.7,N,9
BA26TR,No Data,N/A,N/A,N/A,N/A,Y,0
BA33UE,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA24DN,OK,N,17.5,16,>=30,Y,18
BS311QD,OK,N,19.8,18.2,>=30,Y,8
BA11QZ,OK,N,18.8,18.8,21.8,N,4
BA11HE,OK,N,20.1,16.3,>=30,Y,5
BA16EJ,OK,N,8.4,8.1,10.2,N,4
BA15NZ,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA25BA,OK,Y,4.2,4.8,4.9,N,4
BA22ER,OK,Y,17.1,20,>=30,Y,4
BA20BG,No Data,N/A,N/A,N/A,N/A,N,0
BA23PJ,OK,N,14.5,12,>=30,Y,6
BS312SW,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS313JG,OK,N,15.3,20,20.9,N,8
BS397PW,OK,Y,4.1,2.3,>=30,Y,18
BA29HU,No Data,N/A,N/A,N/A,N/A,N,0
BA10TW,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA10ST,No Data,N/A,N/A,N/A,N/A,N,0
BA12YA,No premises,N/A,N/A,N/A,N/A,N,0
BA10EQ,No premises,N/A,N/A,N/A,N/A,N,0
BA15ED,OK,N,23.2,15.9,>=30,Y,44
BA13AW,OK,N,27.5,18.9,>=30,Y,6
BA21QZ,OK,Y,>=30,20,>=30,Y,5
BA32PD,OK,Y,21,14.1,>=30,Y,23
BA28JW,OK,N,>=30,>=30,>=30,Y,5
BS312SB,OK,Y,24.4,14.6,>=30,Y,30
BA29HA,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA26UX,OK,N,15,3.4,>=30,Y,11
BA32RR,OK,N,22.1,8.7,>=30,Y,22
BS313EY,OK,N,29.4,20,>=30,N,3
BA23LB,OK,N,>=30,>=30,>=30,Y,27
BA27UW,OK,N,7.7,8.1,10.6,N,6
BA14JH,OK,Y,3.3,3.2,5,Y,6
BA27AZ,No Data,N/A,N/A,N/A,N/A,Y,0
BS312SJ,OK,Y,3.5,3.6,5.5,N,14
BA21PH,OK,N,>=30,>=30,>=30,Y,22
BS408SZ,OK,N,9.4,7.8,14.3,N,5
BA10PY,No premises,N/A,N/A,N/A,N/A,N,0
BA33LY,No Data,N/A,N/A,N/A,N/A,Y,0
BA26UY,OK,Y,16.3,2.9,>=30,Y,29
BA26XG,OK,Y,4,2.7,20,N,13
BA20DF,OK,N,8,8.1,11.1,N,17
BA21PQ,OK,Y,23.4,18.3,>=30,Y,16
BA19BH,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA17BJ,No Data,N/A,N/A,N/A,N/A,Y,0
BA33XY,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA12QX,OK,N,28.9,21,>=30,Y,21
BS311NE,OK,N,25,15.9,>=30,Y,16
BA24AT,No premises,N/A,N/A,N/A,N/A,Y,0
BA23PA,No premises,N/A,N/A,N/A,N/A,Y,0
BA22QP,No Data,N/A,N/A,N/A,N/A,N,0
BA10NU,No premises,N/A,N/A,N/A,N/A,N,0
BA28AN,OK,Y,5.4,2.8,>=30,Y,20
BA11NJ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA23JT,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BS395DT,OK,N,13.8,14.7,23.4,N,26
BA32UX,OK,Y,9.9,11.2,17.8,Y,5
BS395TJ,No Data,N/A,N/A,N/A,N/A,N,0
BA25LQ,OK,N,17.1,18.7,21,N,7
BS394AP,OK,N,6.2,7.6,7.9,N,3
BS396XN,No premises,N/A,N/A,N/A,N/A,N,0
BA33BJ,OK,N,21.5,11.6,>=30,Y,7
BA27HJ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA22SG,No Data,N/A,N/A,N/A,N/A,Y,0
BA22AB,OK,N,17.8,11.3,>=30,Y,19
BA20GE,No Data,N/A,N/A,N/A,N/A,N,0
BA14EJ,OK,Y,9.9,3.9,>=30,Y,39
BA16EX,OK,N,15.6,6.8,>=30,Y,8
BA12NJ,OK,Y,17.1,18.6,24,Y,33
BA20BZ,No Data,N/A,N/A,N/A,N/A,N,0
BA34PA,OK,N,3.8,4,5.1,N,3
BS408WQ,No premises,N/A,N/A,N/A,N/A,N,0
BA20HZ,No Data,N/A,N/A,N/A,N/A,N,0
BA11LF,OK,N,15.7,14.9,21.6,N,5
BA29HL,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA11QY,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA21HG,OK,Y,2,1.9,2.6,Y,4
BS408UB,OK,N,7.8,7.8,12.2,N,14
BA24HE,OK,N,17,8.5,>=30,Y,18
BA32PX,OK,Y,13.5,7.9,>=30,Y,16
BA10QU,No premises,N/A,N/A,N/A,N/A,N,0
BS313HX,OK,N,26.8,25,>=30,N,10
BS311HJ,No Data,N/A,N/A,N/A,N/A,Y,0
BA32PE,OK,N,14.6,12.4,>=30,Y,17
BA21JP,OK,N,>=30,>=30,>=30,Y,10
BA10SD,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA22ET,OK,Y,16.4,12.2,>=30,Y,11
BS408XN,OK,N,6.4,6.3,7.7,N,10
BA16JA,OK,N,25.9,>=30,>=30,Y,4
BA23AY,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA21YX,No premises,N/A,N/A,N/A,N/A,N,0
BA33LZ,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA21HZ,OK,Y,>=30,20,>=30,Y,19
BS397NN,OK,Y,12.1,2.8,>=30,Y,18
BA27HQ,OK,N,7,6.5,12,N,10
BS313DU,OK,N,>=30,>=30,>=30,N,7
BS311HR,OK,Y,11.4,12.5,18.3,N,22
BS313AE,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA26TG,No Data,N/A,N/A,N/A,N/A,Y,0
BS408UX,OK,N,4.1,4,6.2,N,4
BA24EF,OK,Y,5.7,6.9,8.3,Y,4
BA29DE,OK,Y,1.6,1.2,3.2,N,4
BA20EE,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS396JR,OK,N,8.4,5.8,13.4,N,5
BS312AX,OK,N,17,18.5,23.3,N,17
BA15XJ,No premises,N/A,N/A,N/A,N/A,N,0
BA21HB,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BS397PN,OK,Y,3.2,3.3,5,Y,9
BA22LR,OK,Y,25,20,>=30,Y,23
BA32UY,No Data,N/A,N/A,N/A,N/A,Y,0
BA13BU,OK,N,17.9,13.5,>=30,Y,26
BS311EF,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA13HS,OK,Y,11.1,6,>=30,Y,15
BA24JJ,OK,N,19,6.2,>=30,Y,8
BA22LN,OK,Y,26.4,20,>=30,Y,34
BA33BY,OK,Y,5.6,5.9,9.4,N,51
BA19AS,OK,Y,2.5,2.7,4.6,Y,12
BS311RS,OK,N,18.7,9.9,>=30,Y,14
BS311PN,OK,N,19.8,20,>=30,Y,7
BA29BD,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA16RT,OK,N,16.2,6.5,>=30,Y,8
BA12LB,No Data,N/A,N/A,N/A,N/A,N,0
BA34AE,OK,N,13.5,14.3,20.3,Y,15
BS395XD,OK,Y,2.7,2.8,3.9,N,19
BA33HF,OK,N,13.3,11.7,22.8,Y,7
BA25EU,OK,N,8.5,8,12.3,N,5
BA17HS,OK,N,13.1,15.4,20.5,N,18
BA22QE,OK,N,14.2,12.6,>=30,Y,6
BA25PN,OK,N,21,21,22,N,3
BA33JW,OK,N,16.4,17,22,N,18
BA14LS,OK,Y,17.5,5.3,>=30,Y,5
BA11SL,OK,N,19.7,19.7,19.7,N,3
BA24QW,OK,N,15.1,6.7,>=30,Y,10
BA23RN,OK,N,>=30,>=30,>=30,Y,5
BS394EP,OK,N,5.5,5.6,7.9,N,7
BA32EL,OK,N,19.1,14,>=30,Y,18
BS395XF,OK,Y,2.6,2.6,5.4,N,27
BS311DB,OK,Y,15.7,17.8,>=30,Y,14
BS140QA,OK,N,>=30,22.1,>=30,Y,7
BA26ED,OK,N,18.1,18.2,>=30,Y,4
BS394ET,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA13NF,OK,Y,14.7,8.1,>=30,Y,10
BA12RP,OK,Y,14.2,12.9,>=30,Y,31
BA21QL,OK,Y,28.4,>=30,>=30,Y,14
BA28RA,OK,Y,0.9,0.9,1.7,N,15
BS396JZ,OK,N,3.6,3.5,4.8,N,8
BS394NR,No Data,N/A,N/A,N/A,N/A,N,0
BA13ED,OK,N,13.9,8.6,>=30,Y,31
BS406JG,OK,N,5.8,6,7.7,N,21
BA20ND,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA26JU,OK,Y,15.7,9.4,>=30,Y,11
BS311QS,OK,N,27.2,14.4,>=30,Y,27
BA21QX,OK,Y,23.2,20,>=30,Y,28
BA32TG,OK,Y,14.9,9.2,>=30,Y,46
BS408XL,OK,N,7.4,7.3,9.5,N,4
BS395DP,OK,Y,10.2,8.1,22,N,14
BS397AH,OK,Y,2.6,2.5,4,N,36
BA23NB,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA26BS,OK,N,19.7,8.2,>=30,Y,15
BA34BQ,No Data,N/A,N/A,N/A,N/A,Y,0
BS396YJ,OK,Y,2,2.2,3.2,N,5
BA20DQ,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS313AQ,OK,N,21.5,20,>=30,N,16
BS311XF,OK,Y,13.9,4.5,>=30,Y,16
BA16YA,No premises,N/A,N/A,N/A,N/A,N,0
BA10TZ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA23FG,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS313DT,OK,Y,19.7,8.1,>=30,N,24
BA17PZ,OK,N,9.8,9.9,15,N,18
BS397SP,OK,N,15.1,8.5,>=30,Y,12
BA25JA,OK,N,14.2,14.4,17.4,N,3
BA28BW,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA11AG,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS312JW,OK,N,>=30,25,>=30,Y,8
BA16HQ,OK,Y,16.1,6.5,>=30,Y,32
BA20NW,OK,N,9.6,9.1,16.1,N,10
BS408UD,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS408QR,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA29JG,OK,Y,2.4,2.4,4.7,N,10
BA23BP,OK,N,>=30,>=30,>=30,Y,3
BA17TF,OK,N,6.5,7.1,11.5,N,9
BA29BR,OK,Y,2.6,2.6,4.9,N,6
BA15PQ,OK,N,14.7,9.7,>=30,Y,8
BA27HP,OK,Y,6.1,6.2,9.9,N,13
BS311TL,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA12TE,OK,N,21.8,15.3,>=30,Y,29
BA20DG,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA25AF,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA33UD,OK,N,23.6,14.6,>=30,Y,19
BA16RR,OK,Y,8.7,4,>=30,Y,14
BA14NS,OK,N,21.1,4.1,>=30,Y,16
BS406NH,No Data,N/A,N/A,N/A,N/A,N,0
BS311AD,OK,Y,23.4,20,>=30,Y,22
BA21PS,No Data,N/A,N/A,N/A,N/A,Y,0
BA27UR,OK,N,5.7,6.7,7.5,N,3
BA15TD,OK,Y,14.8,6.5,>=30,Y,12
BA22NF,OK,N,>=30,>=30,>=30,Y,21
BA27HS,No Data,N/A,N/A,N/A,N/A,N,0
BS418NQ,OK,N,3.5,3.8,3.9,N,3
BA11QR,OK,N,13.8,15.8,19.9,Y,6
BS312UG,OK,N,11,6.8,19.8,Y,5
BS311QP,OK,Y,14.9,10,>=30,Y,14
BS312JY,OK,N,21,20,>=30,Y,7
BS395RZ,OK,N,7.4,7.4,9.4,N,6
BS313HP,OK,N,21.2,13.6,>=30,N,17
BS312HW,OK,N,27.6,20,>=30,Y,17
BA29AT,No Data,N/A,N/A,N/A,N/A,N,0
BA22SJ,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA33AD,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA16DQ,OK,N,18.2,9.4,>=30,Y,25
BA11HG,OK,N,19.9,21.5,23.1,N,5
BA20DJ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS312PD,OK,N,21.5,16.5,>=30,Y,6
BA32TP,OK,N,>=30,15.3,>=30,Y,3
BA26LU,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS313DF,OK,N,8.9,8.1,11.9,N,5
BS394DG,OK,Y,2.6,2.5,6.3,N,16
BS394HD,OK,Y,2.1,2,3.1,N,4
BA24RG,OK,N,18.3,9.5,>=30,Y,21
BS397QU,OK,Y,>=30,>=30,>=30,Y,11
BA32EP,OK,N,13.7,13.3,21.4,Y,8
BA15ZD,No premises,N/A,N/A,N/A,N/A,N,0
BS395AA,OK,N,9.6,8.1,18,N,10
BA15LP,OK,Y,12.5,14.5,20.1,Y,9
BA21NJ,OK,N,17.8,7,>=30,Y,16
BA22RQ,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA28NB,OK,Y,3,1,22.8,Y,11
BS312PU,OK,N,29.1,20,>=30,Y,13
BA11LY,OK,Y,14.6,15.3,21.9,Y,13
BA33BR,No Data,N/A,N/A,N/A,N/A,Y,0
BA32TQ,OK,N,17.7,8.6,>=30,Y,3
BS397ST,OK,N,9.1,8.1,16.9,Y,5
BS406JN,OK,N,7.2,7.8,8.1,N,4
BS408WB,No premises,N/A,N/A,N/A,N/A,N,0
BS311XG,OK,Y,14.6,4.5,>=30,Y,17
BA22TR,OK,Y,6.7,6.7,10.8,N,30
BA24NZ,No Data,N/A,N/A,N/A,N/A,Y,0
BA26LR,OK,N,13.8,15.1,19.9,Y,12
BS397NQ,OK,Y,15.1,3.9,>=30,Y,4
BA16DX,OK,N,>=30,9.5,>=30,Y,9
BA11QE,OK,N,11.3,8.1,18.1,Y,3
BA27JX,No Data,N/A,N/A,N/A,N/A,N,0
BA23QA,OK,N,>=30,>=30,>=30,Y,16
BS397YY,OK,Y,3.5,2.6,9.8,Y,9
BA17EJ,OK,N,14.9,15.9,19.7,N,5
BA20JD,OK,N,18.9,20.4,23.3,N,17
BA28TB,OK,Y,20.3,2.2,>=30,Y,32
BA10TL,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA21ED,OK,N,25.9,20,>=30,Y,10
BA21HL,OK,Y,23.7,20,>=30,Y,26
BA27SP,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA26DR,No Data,N/A,N/A,N/A,N/A,Y,0
BS396US,OK,Y,5.3,5.2,8.1,N,19
BA25EJ,OK,N,10.6,10.4,17.9,N,15
BS312SN,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS311PA,OK,N,>=30,25,>=30,Y,6
BS140QR,OK,N,5.9,6.1,7.3,N,4
BA33LR,OK,N,14.6,14.3,>=30,Y,21
BA21DA,OK,Y,23.3,8.4,>=30,Y,24
BA17AN,OK,Y,3,3.2,4.3,Y,6
BA20LA,OK,N,17.6,21.3,23.1,N,4
BA25SJ,OK,Y,16.4,16.8,23.4,N,13
BS311JD,OK,Y,20.2,12.3,>=30,Y,13
BA12XH,OK,N,13.6,11.2,>=30,Y,13
BA34ES,OK,Y,>=30,>=30,>=30,Y,3
BA15LR,No premises,N/A,N/A,N/A,N/A,N,0
BS394BZ,OK,Y,3.6,2.4,8.1,N,8
BA15UE,OK,N,14.1,14.7,19.5,N,6
BA14JP,OK,Y,18.7,4.3,>=30,Y,20
BS312AL,OK,N,15.1,15.5,20.9,Y,5
BA32JE,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA16AP,OK,Y,9,9.2,15.6,N,50
BA14BZ,No Data,N/A,N/A,N/A,N/A,Y,0
BS312DX,OK,Y,23.6,21.2,>=30,Y,23
BA10GL,No premises,N/A,N/A,N/A,N/A,N,0
BA16HN,OK,N,17.8,6.9,>=30,Y,14
BA33HQ,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BA26JH,OK,N,21,13.3,>=30,Y,5
BA21JN,OK,Y,16.5,20,>=30,Y,38
BA13HJ,OK,Y,9.2,6.7,>=30,Y,17
BS311PP,OK,N,15.3,13.5,>=30,Y,13
BA23LA,No premises,N/A,N/A,N/A,N/A,Y,0
BA25JW,OK,N,13,14.1,15,N,5
BA26ET,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA13PR,OK,Y,21.8,10.1,>=30,Y,23
BA11BH,OK,N,10.2,7.9,21.5,N,5
BA22BT,OK,Y,5.5,5.5,8.8,N,23
BS406HN,OK,N,5.8,5.9,8.1,N,4
BA20AW,OK,Y,5.5,5.6,7.7,N,5
BA21NB,No Data,N/A,N/A,N/A,N/A,Y,0
BS311RJ,OK,N,19.1,20,>=30,Y,3
BA11HZ,OK,Y,18.5,20.7,>=30,Y,70
BA16JJ,OK,N,19.4,7.7,>=30,Y,36
BA34AZ,OK,N,8.7,9.1,16.4,Y,12
BA14BS,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BA12TY,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA22SA,OK,N,>=30,20,>=30,Y,11
BA22RL,OK,Y,>=30,>=30,>=30,Y,9
BA33BS,No Data,N/A,N/A,N/A,N/A,Y,0
BA10TY,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA32HX,OK,Y,17.7,22,24.4,N,9
BA29BW,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA14NF,OK,Y,15.9,3.8,>=30,Y,15
BA11PE,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA23HA,No Data,N/A,N/A,N/A,N/A,N,0
BA11RH,No Data,N/A,N/A,N/A,N/A,Y,0
BA11RE,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BA20NU,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS313DR,OK,N,16.8,20,>=30,N,15
BA15LX,OK,N,16.4,17.1,22.6,N,50
BA21NH,No Data,N/A,N/A,N/A,N/A,Y,0
BA28NQ,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA15LN,OK,N,12.3,10.1,21.5,Y,8
BS396TL,OK,N,5.2,5.1,7.4,N,5
BA23DG,No Data,N/A,N/A,N/A,N/A,Y,0
BS397TD,OK,Y,19.5,5,>=30,Y,7
BA33YQ,OK,Y,11.8,8.3,>=30,Y,35
BA33DW,OK,N,22.5,12.7,>=30,Y,10
BS394LW,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA11RP,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA27EX,OK,Y,3.7,3.4,6.4,N,6
BA24NW,OK,N,>=30,>=30,>=30,Y,3
BA14DY,OK,Y,19.7,4.9,>=30,Y,37
BA15EX,OK,Y,19.4,9.7,>=30,Y,36
BA16TE,OK,Y,15.6,4.2,>=30,Y,17
BA27UB,OK,N,7.6,7.2,9.6,N,3
BA16SA,OK,N,16.4,4.5,>=30,Y,4
BA33NA,OK,N,29.4,>=30,>=30,Y,4
BS396WD,No premises,N/A,N/A,N/A,N/A,N,0
BA21QJ,OK,Y,5.2,3.6,20,Y,10
BA20LW,OK,N,13.7,14.4,18.5,N,6
BA27HB,OK,N,7.9,8.5,10.3,N,6
BA26PG,OK,N,24.1,14.2,>=30,Y,10
BA25SB,OK,N,15,14.3,22.4,N,5
BS312SQ,OK,Y,3.9,4.4,6,N,8
BA21BD,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA32YU,No premises,N/A,N/A,N/A,N/A,N,0
BA15YX,No premises,N/A,N/A,N/A,N/A,N,0
BS396UA,OK,N,4.1,4,4.5,N,3
BS394WT,No premises,N/A,N/A,N/A,N/A,N,0
BS406HR,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA27UJ,OK,N,10,8.1,19.1,N,15
BA15TP,OK,N,16.7,7,>=30,Y,8
BS311XE,OK,Y,10.7,8.6,20,Y,16
BA28EG,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BS396JN,OK,Y,3.3,3.5,5,N,13
BS312LG,OK,N,26.3,13.3,>=30,Y,15
BA33SD,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA16EP,OK,N,15.8,8.3,>=30,Y,4
BA20AZ,OK,Y,3.4,2.9,5.3,N,3
BA23PD,OK,N,>=30,>=30,>=30,Y,16
BS394JD,OK,N,7.3,7.3,8.1,N,4
BS395DU,OK,Y,11.5,8.1,22.4,N,33
BA15QR,No Data,N/A,N/A,N/A,N/A,Y,0
BA24HP,No Data,N/A,N/A,N/A,N/A,Y,0
BS311LF,OK,N,>=30,>=30,>=30,Y,20
BA17JX,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA13LH,OK,Y,14.2,8,>=30,Y,22
BA25EP,OK,N,9.8,8.3,13.6,N,3
BA33BW,OK,N,22.3,18,>=30,Y,3
BA24SL,OK,N,22.3,7.3,>=30,Y,8
BA17EL,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA10TG,No Data,N/A,N/A,N/A,N/A,N,0
BA15JN,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA13BW,OK,N,14.6,8,>=30,Y,33
BA32AT,OK,N,21.9,17,>=30,Y,11
BS408SX,OK,N,15.4,15.6,21.6,N,10
BA25LN,No Data,N/A,N/A,N/A,N/A,N,0
BS406HW,OK,N,4.1,4,5.8,N,5
BA33DE,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA15TW,OK,Y,19.1,5.9,>=30,Y,27
BA33SU,OK,Y,15.1,8.7,>=30,Y,32
BS408XP,OK,N,4.8,4.7,6.6,N,14
BA22JD,OK,N,25.8,14.4,>=30,Y,21
BA23FF,OK,N,20.1,19.8,21.1,N,4
BA21RE,OK,Y,26.8,>=30,>=30,Y,7
BA24SA,No Data,N/A,N/A,N/A,N/A,Y,0
BA23QF,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BA28TG,OK,Y,10,1.8,>=30,Y,49
BS394WX,No premises,N/A,N/A,N/A,N/A,N,0
BA11AL,No Data,N/A,N/A,N/A,N/A,N,0
BA23QH,OK,Y,>=30,>=30,>=30,Y,22
BA23LT,OK,N,26.9,20,>=30,Y,13
BS311BA,OK,Y,26.1,20,>=30,Y,22
BA27SB,OK,N,5.8,5.8,7.3,N,7
BA12XY,OK,N,7.6,7.6,11.4,Y,3
BS395TJ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA23DB,OK,N,>=30,>=30,>=30,Y,7
BA28EP,No Data,N/A,N/A,N/A,N/A,Y,0
BA14DT,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA28AS,OK,Y,2.9,2.5,4.7,Y,3
BA28RB,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA11HQ,OK,N,17.6,17.6,20.4,N,5
BA22LJ,OK,Y,28.8,20,>=30,Y,13
BS311HF,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BS394BA,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS408XR,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA16EL,OK,N,>=30,>=30,>=30,Y,3
BS312BS,OK,N,>=30,25,>=30,Y,4
BA15AE,OK,N,23.4,9.2,>=30,Y,33
BS408RX,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS406BZ,OK,Y,2.8,1.7,5.2,N,11
BS397LD,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA25DS,No Data,N/A,N/A,N/A,N/A,N,0
BA20LR,OK,Y,15.1,16.9,21.8,N,21
BA29ER,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS312PP,OK,N,>=30,25.1,>=30,Y,12
BA20EN,OK,N,14.7,16.7,19,N,7
BA16PP,OK,N,16.1,8.5,>=30,Y,26
BS311DT,No premises,N/A,N/A,N/A,N/A,N,0
BA15SJ,OK,Y,22.7,12.4,>=30,Y,12
BA11AS,No Data,N/A,N/A,N/A,N/A,N,0
BA27SU,OK,Y,4.9,4.7,7.7,N,11
BA25QB,No premises,N/A,N/A,N/A,N/A,N,0
BA16DS,OK,N,13.6,9.4,>=30,Y,6
BS396YH,No Data,N/A,N/A,N/A,N/A,N,0
BS311TT,OK,N,15.4,17.2,19.3,N,10
BA20BY,No Data,N/A,N/A,N/A,N/A,N,0
BA29HL,No Data,N/A,N/A,N/A,N/A,N,0
BA10DF,No premises,N/A,N/A,N/A,N/A,N,0
BA12BW,No premises,N/A,N/A,N/A,N/A,N,0
BS312QW,OK,N,>=30,25,>=30,Y,4
BA21DG,OK,N,29.8,>=30,>=30,Y,21
BA26QJ,OK,Y,17.8,10.4,>=30,Y,6
BA33SX,OK,N,19.5,14.9,>=30,Y,4
BA27HT,No Data,N/A,N/A,N/A,N/A,N,0
BA21PY,OK,Y,17.8,13,>=30,Y,34
BA27DL,OK,N,13.4,13.7,20.6,N,20
BS397QL,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA28BR,OK,Y,1.9,1.4,5.2,Y,7
