Easting,Northing,Geometry,Location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
374058.6836483659,161516.39585742375,"{""type"":""Polygon"",""coordinates"":[[[-2.382593846347473,51.351636948366377],[-2.382593846347473,51.351636948366377],[-2.382593846347473,51.351636948366377],[-2.382545918453804,51.351540201793881],[-2.382464312081345,51.351394304606728],[-2.382317637318186,51.351126277334323],[-2.382218629785351,51.350966323801885],[-2.382197983608653,51.350932412161121],[-2.382180903412911,51.350900196817207],[-2.382079160581727,51.350724431160522],[-2.382074930128011,51.350714017535168],[-2.382061500564129,51.350693655956889],[-2.382058513121327,51.350690339714902],[-2.382050620798556,51.350680926846671],[-2.382042138770739,51.350671785577163],[-2.381948814184807,51.350525836359637],[-2.381947382285476,51.350524492656263],[-2.381907384587042,51.350469879121022],[-2.381906426998323,51.350468623761564],[-2.381886421830158,51.350440552930067],[-2.381804457081152,51.350322253167874],[-2.38169816017309,51.350196481779335],[-2.381658785642674,51.350145551683106],[-2.381639572552218,51.350127276416842],[-2.381631442139882,51.350117684512469],[-2.381614356338292,51.350098952849358],[-2.381603116440903,51.350085595628833],[-2.381562195585317,51.350033771623004],[-2.381401613842638,51.349900446186297],[-2.38138936381959,51.349893744218626],[-2.381332103215602,51.349827410909995],[-2.38133707552504,51.349827394714282],[-2.381342872819396,51.349826926372856],[-2.38133707552504,51.349827394714282],[-2.381332103215602,51.349827410909995],[-2.381320627014744,51.349828347205879],[-2.381303342319604,51.349828403501967],[-2.381225076441009,51.349827310006305],[-2.381111538308617,51.349827230201299],[-2.381056746898069,51.349830105299652],[-2.380988343059434,51.34983329434607],[-2.380957834671355,51.349837708423053],[-2.380955586038577,51.349837805631672],[-2.380941629638856,51.349839469094128],[-2.380928151266657,51.349841670349534],[-2.380901563853716,51.349847779595606],[-2.380895775501593,51.349849326586025],[-2.380883848105606,51.349852961056854],[-2.380870625146975,51.349857408766191],[-2.380858941980894,51.349861941356572],[-2.380841477167341,51.349868829936625],[-2.380752677338556,51.349910918388161],[-2.380741700751066,51.349914999210533],[-2.380729065976259,51.349918995532661],[-2.380717492223778,51.349922449053132],[-2.380712292071729,51.349923544663362],[-2.380699768971909,51.349926731594223],[-2.380687710480109,51.349928838313105],[-2.380649153064996,51.349933458265269],[-2.380584130245325,51.349944636440156],[-2.380571735951672,51.349949081421812],[-2.380564882822922,51.349950721748726],[-2.380551892856851,51.349954719206266],[-2.380539250603565,51.349957816615607],[-2.380525183214064,51.349960379305692],[-2.380511113587863,51.349962672326384],[-2.380496332138105,51.349964787875528],[-2.380483083035103,51.349966089417897],[-2.380447831512455,51.349969619859884],[-2.38044487253989,51.349969719367031],[-2.380427834250621,51.349970943324706],[-2.380410686509839,51.349973246335431],[-2.380394485132233,51.349975456377109],[-2.380377463224597,51.349978657890709],[-2.380361984091824,51.349982303847817],[-2.380346393270298,51.349986759190656],[-2.380323720715947,51.349993844395037],[-2.380247884137094,51.350014496135508],[-2.380159437940215,51.350042200321873],[-2.380126246579624,51.35005147704328],[-2.380028907670014,51.350077591954033],[-2.379714602449894,51.35016661570608],[-2.3795199577438,51.350222979668942],[-2.379241195955568,51.350301010030918],[-2.379125138212908,51.350340039328742],[-2.379120887319682,51.350341401469095],[-2.379120898454634,51.350342749807787],[-2.379121139712159,51.350371963812407],[-2.378931665973452,51.350380847258911],[-2.378839828142362,51.350385099703018],[-2.378782556408096,51.350388790787356],[-2.378638922377628,51.350400312083238],[-2.377879072674393,51.350457421213342],[-2.37709186924022,51.350514164062389],[-2.377081813461096,51.350515095367534],[-2.377054602183706,51.350517430299242],[-2.377027265130986,51.350518866713251],[-2.377006432153608,51.350519383260099],[-2.376979909066416,51.350519019209074],[-2.376856502654411,51.350528495567779],[-2.376827986851692,51.350530564971081],[-2.376741809117448,51.350532100802369],[-2.376588015085224,51.350531966363206],[-2.376385439130341,51.350531359320783],[-2.376384906137877,51.350538552365506],[-2.376322261500025,51.350536776129864],[-2.375896027811878,51.350606912534872],[-2.375889779617037,51.350610168694985],[-2.375885066080747,51.350612880577714],[-2.375883889536596,51.350613783271548],[-2.375877756050445,51.350616589604556],[-2.375871497549277,51.350618587313853],[-2.375866662676722,51.350620940018835],[-2.375814039923575,51.350614097404076],[-2.375791039069513,51.350610126111789],[-2.375771637757436,51.350611986218112],[-2.375172480243507,51.350673865509698],[-2.374735913681162,51.350725872690809],[-2.374728934498327,51.350726614162866],[-2.374721363361623,51.350727357529209],[-2.374713796417798,51.350699605233821],[-2.373939045816355,51.350803570026343],[-2.373929690735808,51.3508033302315],[-2.373807989428372,51.350818820670078],[-2.373625176324315,51.350831809278397],[-2.37350697829911,51.350841355376275],[-2.373280399058222,51.350859247323342],[-2.373130810439065,51.350866825615881],[-2.372743344785633,51.350871565652071],[-2.372599729049811,51.350871123894819],[-2.372481596582732,51.350874196552063],[-2.372481068316747,51.350867456360845],[-2.372481596582732,51.350874196552063],[-2.372260760659521,51.35087040437169],[-2.372187459786836,51.350868569916422],[-2.372008698308148,51.350855654332939],[-2.371930368965209,51.350846914039835],[-2.371685478969162,51.350811375554557],[-2.371625614386656,51.350802037084755],[-2.37138504714845,51.350759292919982],[-2.371003427528186,51.350681578037445],[-2.370805015791635,51.350639598000981],[-2.370403300957853,51.3505508881398],[-2.370265255355962,51.350521660578309],[-2.370135562469753,51.350500496693208],[-2.370016597268194,51.350488287922268],[-2.36993756582685,51.350480447432645],[-2.369917432256771,51.3504796121344],[-2.369880117630012,51.350477033283099],[-2.369376240225717,51.350462803220175],[-2.369373398862852,51.350462812184894],[-2.369383861352761,51.350424125775504],[-2.36939830204192,51.350423720645466],[-2.369414404531107,51.350423849619702],[-2.369429783659591,51.3504223628251],[-2.369450590642282,51.350418611609093],[-2.369461696152863,51.350415700030553],[-2.369467468324963,51.350412086149397],[-2.369473114871629,51.350407573748186],[-2.36947816946736,51.35040306321482],[-2.369481677758021,51.350397658645157],[-2.369484468473457,51.350391357423753],[-2.369486548848631,51.350385058444168],[-2.369486498205011,51.350378766190119],[-2.369484316543471,51.350372480661619],[-2.369475047149293,51.350353452890651],[-2.369457538946998,51.350340473858182],[-2.36944694510576,51.350333405851096],[-2.369437439200555,51.350329121050343],[-2.369426617989216,51.350323222350035],[-2.369418783288056,51.350320640215173],[-2.369412959766795,51.350317871950459],[-2.36939560470375,51.350309207223603],[-2.368389359080751,51.349966654668243],[-2.367927470351201,51.349813673352152],[-2.36754095398766,51.349684544568987],[-2.367507835187269,51.349673591868097],[-2.367507500171458,51.349676109885507],[-2.367485589015618,51.349675010074876],[-2.367438569899622,51.350086951214493],[-2.367434898886523,51.350175595879548],[-2.367440499485598,51.350194905001239],[-2.367545905306156,51.350302983428953],[-2.367636390495966,51.350395827039932],[-2.367639930677188,51.35039437765689],[-2.367671428964311,51.350424662107805],[-2.367693144425853,51.350445628547071],[-2.367884377158712,51.35064117129803],[-2.368057336968712,51.350816725349887],[-2.368082659301982,51.350844512139375],[-2.368100651686048,51.35085883822785],[-2.36810721365526,51.350865110008719],[-2.368152705810004,51.350898226859172],[-2.368163804868381,51.350909248624887],[-2.368169767687738,51.350914623370223],[-2.368182413050858,51.350926539187505],[-2.368189212544576,51.350932900108347],[-2.368707335455503,51.351570398852644],[-2.368709480969009,51.351572189927779],[-2.368710205766779,51.351573985477259],[-2.368710220206622,51.351575783263911],[-2.368711766535525,51.35157667731],[-2.368711817075199,51.351582969563296],[-2.368710292405855,51.351584772197199],[-2.368710306845706,51.351586569983866],[-2.368709610927378,51.351588370007697],[-2.368707494292592,51.351590174505901],[-2.368707508732336,51.351591972292546],[-2.36870468895887,51.35159467792117],[-2.368704000260006,51.351597376838313],[-2.368700462907903,51.35159918581067],[-2.368697524740517,51.351601891811967],[-2.368695415324275,51.351604595203263],[-2.36869045725437,51.351606408649495],[-2.368687511866433,51.351608215757231],[-2.368679016441904,51.35161183817484],[-2.368675353475361,51.351612748625925],[-2.368675375133108,51.35161544530591],[-2.368671963390773,51.351618152797883],[-2.368670565052869,51.351620943841105],[-2.368667863668571,51.351623649096005],[-2.368665036671782,51.351625455830373],[-2.36866233600878,51.351628250974485],[-2.368657969900708,51.351630062555266],[-2.36865526851512,51.351632767809896],[-2.368653145379219,51.351633763303084],[-2.368643821917031,51.351637478217114],[-2.368635431161688,51.351639392361434],[-2.368629637115123,51.351640309521272],[-2.368625382901329,51.351641311724073],[-2.36755755095423,51.351757483051259],[-2.366333512625195,51.351898853713486],[-2.366327125095392,51.351899592833199],[-2.366335499435145,51.351925275625909],[-2.366342289468193,51.351945300204932],[-2.366342289468193,51.351945300204932],[-2.366318413336768,51.351950318952461],[-2.366309792094352,51.35195304267549],[-2.366302591579018,51.351955761952688],[-2.3662897081501,51.351958499009747],[-2.366282493287685,51.351959420498702],[-2.366273983263107,51.351961244955163],[-2.366197133993557,51.351974879206317],[-2.366196897205443,51.351974879946965],[-2.366186493586615,51.351976800211659],[-2.366221154227375,51.352002760356562],[-2.366271683264962,51.352043952418114],[-2.36629337805723,51.352062312319589],[-2.366453963814528,51.35217102806493],[-2.36689108381824,51.352466840618646],[-2.366909198457463,51.352481615961253],[-2.367567951605266,51.35305638389449],[-2.367666945280754,51.353146503983396],[-2.367735628071176,51.353206965085938],[-2.367819570348259,51.35328041248647],[-2.367853565733695,51.353311767729487],[-2.367874558576927,51.353331028456914],[-2.367880288485318,51.353336853404798],[-2.367980148194496,51.353431465083659],[-2.36806269572513,51.353508062896999],[-2.368191442167862,51.353631708446194],[-2.368306476814814,51.353743351517785],[-2.368456217916628,51.353886257411745],[-2.36858223247134,51.354008562749968],[-2.368728409589224,51.354149771571883],[-2.368867295860112,51.354282373589925],[-2.36900920508972,51.354422696587761],[-2.369171232627064,51.354576349817918],[-2.369441157553502,51.354836723243302],[-2.369556186684829,51.354946926824177],[-2.369588760052323,51.354977836588354],[-2.369593051467762,51.354981418703424],[-2.369608384957473,51.355003483620045],[-2.369613350595405,51.355002569028059],[-2.369618431015679,51.355001204615718],[-2.369625527885763,51.3550002832948],[-2.369636998383524,51.354998449249528],[-2.369642796452495,51.354997981485944],[-2.36964847249996,51.35499706464951],[-2.369654270568637,51.354996596885329],[-2.369667169125412,51.354995657243805],[-2.369674391635114,51.354995634438772],[-2.369859488022452,51.354984622425874],[-2.370126519045528,51.354973441013904],[-2.370431542372935,51.354960340960993],[-2.370455333859085,51.354959366767048],[-2.370710757590437,51.354947771292395],[-2.370995034859552,51.354931589255266],[-2.37125340742783,51.354918634879439],[-2.371516867475886,51.354905214332085],[-2.371836201952898,51.354890267376035],[-2.372014208591084,51.354881162197174],[-2.372279792128256,51.354866834270567],[-2.372763454204176,51.354835181666267],[-2.373629388071492,51.35473857462739],[-2.373641102461428,51.354737638327116],[-2.373745134435092,51.35465937028345],[-2.373839985709978,51.354587873329002],[-2.37382182462549,51.354553233170705],[-2.373306816499302,51.352884870577689],[-2.373443416000098,51.3529098742614],[-2.373557922737906,51.352897103917577],[-2.373570697837712,51.352895624889513],[-2.373568502328816,51.352887721434413],[-2.373626465306582,51.352881244059105],[-2.373639003607139,51.352879765779278],[-2.373634367727394,51.352862970845408],[-2.37369516997868,51.35285621470004],[-2.37369249281595,51.352847323976995],[-2.373763230802827,51.352839367491413],[-2.373757869866953,51.352820777045025],[-2.37386255747036,51.352809026557011],[-2.373857322214926,51.3527913346297],[-2.373967661245381,51.352775700662043],[-2.374245418704723,51.352760340565332],[-2.374528280518705,51.352732108982003],[-2.374512581356416,51.352679932181779],[-2.374615229306258,51.352664951447203],[-2.374720478224871,51.352649512839768],[-2.374719147255011,51.352646011327202],[-2.374716363251388,51.352638559234649],[-2.3747003960366,51.352597080417432],[-2.37474413634505,51.352588850174726],[-2.374868147531909,51.352565710590888],[-2.37490118867622,51.352566683490515],[-2.375009669031402,51.352570021620508],[-2.37501019565202,51.352562019580773],[-2.375136440464849,51.352565929931451],[-2.37514627561892,51.352451016943689],[-2.375298020890177,51.352417001039171],[-2.375332546684057,51.352411317078825],[-2.375400579002357,51.352405615567179],[-2.375433345758264,51.352402004724397],[-2.375448367959015,51.352400248610493],[-2.375469197396793,51.352399193003578],[-2.375482798119688,51.352397351552398],[-2.375670985103494,51.352374814301371],[-2.375733910891125,51.352367241257788],[-2.376005736540979,51.35233634477121],[-2.376293400195285,51.352302160651625],[-2.377136165264789,51.352202365954355],[-2.377214823740474,51.352193123384978],[-2.377616920448493,51.352152184953596],[-2.377652484679931,51.352143260861133],[-2.377776197781012,51.352184931012545],[-2.377816212861343,51.352198914871089],[-2.377828879590979,51.352198694210514],[-2.377885691181576,51.352196353455689],[-2.377904152579252,51.352195305058906],[-2.377921073367947,51.352194081849049],[-2.377926398158741,51.352193705094116],[-2.377940364972051,51.35216444523207],[-2.377874286111874,51.352134095375632],[-2.377871068747346,51.352131588794585],[-2.377956834287132,51.352108389586938],[-2.378075746409686,51.352084633822386],[-2.378084378079739,51.352083257573462],[-2.378229266522891,51.352065260717836],[-2.378278118854662,51.352059709387156],[-2.378826393379502,51.351999507055055],[-2.379172628051541,51.351961530660112],[-2.379406540385975,51.351942345077795],[-2.379532880914568,51.351929350754062],[-2.380144156212448,51.351871185290889],[-2.380416501625414,51.351846569287346],[-2.380449632446226,51.351844124448547],[-2.380458151565428,51.35184346752331],[-2.380497278340561,51.351907343208069],[-2.380507204187957,51.351933559304229],[-2.380511442596381,51.35194496176576],[-2.380515193274734,51.351954657871374],[-2.380516161288132,51.351957171690778],[-2.380524390896543,51.351978718933651],[-2.380537586435833,51.352013733779096],[-2.380589268219743,51.35214957181492],[-2.380602218126078,51.352183508751203],[-2.380602463112938,51.352184496762632],[-2.380614576079218,51.352217447610286],[-2.380623054495236,51.352240432302473],[-2.380623902635441,51.35224276672735],[-2.380661537313961,51.352340806020869],[-2.380662019092569,51.352341793262255],[-2.380704506032686,51.352453839856651],[-2.380863866965116,51.35288156521348],[-2.380887238783325,51.352944323418541],[-2.380900316483824,51.352979338601358],[-2.380899015614645,51.352979522616813],[-2.380949875369305,51.353073114090826],[-2.381419408573922,51.35311095790204],[-2.3819287612862,51.353153164521572],[-2.381972244357392,51.353156798112138],[-2.38201236145388,51.353154330039764],[-2.382014869280267,51.353171131588503],[-2.382180771963649,51.353159803153247],[-2.382347527301017,51.353151348229993],[-2.382513999293431,51.353151523589993],[-2.382664860133957,51.353153817245889],[-2.382712463171597,51.353154560564157],[-2.382730580891426,51.353154860904965],[-2.382748568222532,51.35315372340343],[-2.382766307515923,51.353151238335805],[-2.38278332443309,51.353147317361454],[-2.38278604156416,51.353146589344945],[-2.38280198016298,51.353141143735989],[-2.382816489000462,51.353134624100427],[-2.382829803370513,51.353126849886209],[-2.382841334287457,51.35311818258613],[-2.382845329790313,51.353114573856352],[-2.382854364623332,51.353104746126107],[-2.382861144666757,51.353094296527331],[-2.382865789818007,51.353083404451517],[-2.382868300828205,51.353072159788127],[-2.382868507632085,51.353068563447209],[-2.382870353870867,51.353034398595561],[-2.382871629117378,51.353002752576216],[-2.382873467104283,51.352967598943309],[-2.382881270051529,51.352810083309883],[-2.382892570013832,51.352631791270241],[-2.382897247892544,51.352582245687337],[-2.382903939230841,51.352532783410453],[-2.382907780969445,51.352510747398014],[-2.382918026388437,51.352461543170712],[-2.382922946416811,51.35244103178843],[-2.382954212595014,51.352342767866858],[-2.382941500028875,51.352323302965118],[-2.382895463222889,51.35232570082551],[-2.382870374784412,51.352327131247478],[-2.382820349803112,51.352263022316151],[-2.382788807946497,51.352186268105108],[-2.382782153842443,51.352169210451187],[-2.382772653003237,51.352137329985062],[-2.382762341406188,51.352107609567781],[-2.382700645212295,51.351950051442508],[-2.382674508664447,51.351882538366404],[-2.382639858379278,51.351787905835593],[-2.382593846347473,51.351636948366377]]]}","(51.352125863970436, -2.3738975830418667)",10,113,59,10,1
364278.66764269874,166990.17774891213,"{""type"":""Polygon"",""coordinates"":[[[-2.514367787643057,51.399277004455236],[-2.514449131057904,51.399312154295338],[-2.514471678821459,51.399272503114823],[-2.514603425495995,51.399226079878432],[-2.514705082174972,51.399191474573634],[-2.51477381477685,51.399169598646225],[-2.514831061606164,51.399148672071114],[-2.514834014345777,51.399147760181215],[-2.514957300696334,51.399118453068262],[-2.51507473933406,51.399085575887391],[-2.515189482309187,51.399055407182054],[-2.515187901225032,51.399051818484999],[-2.515189482309187,51.399055407182054],[-2.515193738680654,51.399054489549641],[-2.51521091298884,51.399053515101926],[-2.515284353488647,51.399060383373175],[-2.515336265029266,51.399070941963167],[-2.515346379078562,51.399074493118881],[-2.51536945149987,51.399081582913887],[-2.515414194419635,51.39909756648408],[-2.515457437131119,51.399117152289314],[-2.515493768462983,51.399143959794536],[-2.515499507653303,51.39914842910175],[-2.515532876197296,51.399175249633025],[-2.515566295333613,51.399206564495394],[-2.515352826670274,51.39934225083438],[-2.515210074405479,51.399474479582175],[-2.515197904515675,51.399488376361283],[-2.515164673804472,51.399526546511481],[-2.515146201091681,51.39954910056445],[-2.515109454941054,51.399601399085746],[-2.515078286300561,51.399643785031991],[-2.515057061061519,51.399674531277782],[-2.514994278095831,51.3997513047699],[-2.514926634423367,51.399838526979266],[-2.514891168609213,51.399878235025142],[-2.514835878202835,51.399946795391401],[-2.514797659724795,51.399994695609841],[-2.513833510706331,51.399531584124915],[-2.513747180388511,51.399601358825528],[-2.513686991501774,51.399645399821736],[-2.51365293787182,51.399684292278749],[-2.513601690791026,51.399733058257361],[-2.513603374174275,51.399735208266669],[-2.513613357976538,51.399748288615349],[-2.513600560708504,51.399759131675289],[-2.513581933703915,51.399757415517932],[-2.513579001043819,51.399760125113083],[-2.513540679685392,51.399798946355986],[-2.513510830936049,51.399832336970064],[-2.5135267724018,51.399837660561701],[-2.513469727833026,51.399887350808271],[-2.513484337759448,51.399900770454693],[-2.513457222509691,51.399924261034769],[-2.513434210371113,51.399922564074828],[-2.513330392304857,51.400018393680021],[-2.51330052312721,51.40004998650339],[-2.513279204906028,51.400072552726918],[-2.513264995344082,51.400084300850047],[-2.513229745553888,51.400111692341774],[-2.513196612906832,51.400137636287631],[-2.513158021437557,51.400162974898599],[-2.513150968841468,51.400168219485572],[-2.513043986494569,51.400246174335351],[-2.512934208679365,51.40032854599734],[-2.512891380483371,51.400356599807878],[-2.512787267655288,51.400426271861555],[-2.512756676537316,51.40044636162483],[-2.512601723850457,51.400548437101165],[-2.512427115754684,51.400662913451285],[-2.512079287003626,51.400910197106064],[-2.511747576231225,51.40113646464507],[-2.511705462685198,51.401164964350151],[-2.511818043120797,51.401205822482133],[-2.512047572705386,51.401296598339172],[-2.512269945825312,51.401383270046196],[-2.512378225428977,51.401421000255041],[-2.512381084966993,51.401422336115822],[-2.512442373690825,51.401444540829459],[-2.512616993565664,51.401500408293622],[-2.513014452449706,51.401631347785532],[-2.513108301760355,51.401661050305115],[-2.513399697663861,51.401751013165438],[-2.513658572409109,51.401826285855954],[-2.514027930086041,51.401945209814805],[-2.514050289604223,51.401952033322594],[-2.514248552459175,51.40201255883909],[-2.514409511458063,51.40206533741037],[-2.514711834178115,51.402167384341666],[-2.514742770847162,51.402178035352811],[-2.515018476528922,51.402273995954573],[-2.515171357646506,51.402325011169516],[-2.515361848652243,51.402389793869418],[-2.51552210922822,51.402443472898241],[-2.51568509214033,51.40249678015909],[-2.515869829748068,51.402555744431801],[-2.515878398760935,51.402558852888568],[-2.515988756773635,51.402591177137374],[-2.516081013500864,51.402615940275844],[-2.51621368945018,51.402651312181476],[-2.516216657574061,51.402651748558036],[-2.516220934507456,51.402652628623073],[-2.516224500306215,51.402653511821754],[-2.516235331413319,51.402657509196146],[-2.51623903092284,51.402659740173377],[-2.516244054430471,51.402663763140062],[-2.516247670856826,51.402669140675712],[-2.516251400743887,51.402674068255145],[-2.516255758683399,51.40268213925917],[-2.516260147000973,51.402692906865617],[-2.516261748547641,51.402698293280451],[-2.516265425732539,51.402709064020662],[-2.51633303425465,51.402713260605488],[-2.516333039318124,51.402713710039237],[-2.51633303425465,51.402713260605488],[-2.516353071699274,51.402703284251821],[-2.516370847078686,51.40269241895372],[-2.516388735908192,51.4026811036967],[-2.516405078872122,51.402669345795452],[-2.516418004933098,51.402659400779285],[-2.516432204348865,51.402646753411602],[-2.516445687557748,51.402633659743536],[-2.516458454560001,51.402620119775392],[-2.516469794221838,51.402606136642639],[-2.516480422742951,51.402592156644062],[-2.516488933051728,51.402579534352],[-2.516500222043429,51.402561056878653],[-2.51651007862963,51.402541686807716],[-2.516518518007327,51.402522772440783],[-2.516526833790718,51.402503409162058],[-2.516547831389037,51.40245243814477],[-2.516563196629743,51.402406525868322],[-2.516569938140132,51.402373685844893],[-2.51657541136333,51.402343997606451],[-2.516588800092996,51.40225944081584],[-2.516596473412679,51.402172572055271],[-2.51659644808289,51.402170324886363],[-2.516605382526515,51.402069157857447],[-2.516618443690732,51.401892463995139],[-2.51663060839152,51.401762427628462],[-2.516636794468233,51.401669812377847],[-2.516643021873905,51.401517778837423],[-2.516650707949157,51.40136897494385],[-2.516650196249045,51.401323582125883],[-2.516650160784731,51.401320436088973],[-2.516646855954575,51.40116395001796],[-2.516643944257794,51.401031822735426],[-2.516641636285279,51.400890164315413],[-2.516622768039177,51.400646282688143],[-2.516611085098219,51.400472035079751],[-2.516589026417995,51.40025001107508],[-2.516585148683134,51.400168856372858],[-2.516581605251034,51.400096329755776],[-2.516570832388235,51.400034352295251],[-2.516562862393017,51.399968676931714],[-2.516535500392983,51.399707214020921],[-2.516530211778304,51.399648088890288],[-2.516515704373724,51.399486078910108],[-2.516512343437232,51.399440249184103],[-2.516510779457888,51.399427671302909],[-2.516510708553199,51.399421379226929],[-2.51650886095746,51.399383633041566],[-2.516508859947042,51.399373025876542],[-2.516508799177052,51.39934659811194],[-2.516508962261882,51.399340035330333],[-2.516509127385309,51.399281065930523],[-2.516512522767353,51.399203744467954],[-2.516517620880704,51.399140798099602],[-2.516524073272995,51.39908234032233],[-2.516534707029128,51.39900579596064],[-2.516549757128087,51.398932018751985],[-2.516557942586331,51.398890632670607],[-2.516559212789209,51.398877143378193],[-2.516557628557418,51.398862767760235],[-2.516577834429012,51.398836340512752],[-2.516605931988478,51.398805563677307],[-2.51668101696003,51.398716509828681],[-2.516793376061142,51.398601223021451],[-2.516790815294149,51.398584334758254],[-2.516748863940094,51.398553147771374],[-2.516638183056388,51.398585996832601],[-2.516351819344571,51.398678499111313],[-2.516317311998603,51.398687370667247],[-2.516088153297589,51.398755439390577],[-2.515899975127032,51.398810652519039],[-2.515747359588626,51.398856000516965],[-2.515699029493334,51.398868798072854],[-2.515650333720597,51.398880698305724],[-2.515396594390985,51.398944738873638],[-2.515096992495288,51.399019767520443],[-2.514892117826086,51.399076490702164],[-2.514807514733141,51.399099335360575],[-2.514645656125921,51.39914499221296],[-2.514596979967204,51.399158689745803],[-2.514536810541608,51.399183224694298],[-2.514473826992949,51.399210468709022],[-2.514436626358871,51.39922231794953],[-2.514348256057379,51.399258033269547],[-2.514367787643057,51.399277004455236]]]}","(51.40080963410329, -2.514883150269594)",37,51,177,2,1
