Ref,Description,LocationDescription,Status,Start,End,OrganisationName,TrafficType,Easting,Northing,Latitude,Longitude,Location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
600057,Replacement of Street Lights in Waterford Park,WATERFORD PARK WESTFIELDRADSTOCKBATH AND NORTH EAST SOMERSET,Completed,20/02/2017 12:00:00 AM,29/03/2017 12:00:00 AM,SSE Street Lighting,Signing Only,367928,153884,51.28318537034805,-2.461240882328036,"(51.28318537034805, -2.4612408823280365)",26,98,518,26,1
600037,Replacement of Street Lights in Bloomfield Drive,BLOOMFIELDBATHBATH AND NORTH EAST SOMERSET,Completed,07/10/2016 12:00:00 AM,15/11/2016 12:00:00 AM,SSE Street Lighting,Signing Only,373855.5,162871,51.364296472202668,-2.376915280851171,"(51.36429647220267, -2.376915280851171)",30,62,341,19,1
30015378,Replace cst & fit meter,10,Completed,04/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,Bristol Water,Signing Only,366021.99,166803.38,51.399237536666767,-2.489805931563337,"(51.39923753666677, -2.4898059315633367)",16,44,140,3,1
30015168,Decayed pole change,Outside 11,Completed,08/08/2016 12:00:00 AM,10/08/2016 12:00:00 AM,1164 SE MENDIP CONSTRUCTION,Signing Only,368280,156130,51.303400056032572,-2.4563942788024,"(51.30340005603257, -2.4563942788024)",12,76,405,24,1
30015210,Decayed pole change - erect new pole,Outside Mainstay,Completed,04/08/2016 12:00:00 AM,04/08/2016 12:00:00 AM,1164 SE MENDIP CONSTRUCTION,Signing Only,362545,166010,51.391884442723416,-2.539699723182065,"(51.391884442723416, -2.539699723182065)",7,74,398,20,1
30015367,Repair Service,11 Dunsfold Place,Completed,04/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Two-Way Signals,375933,164872,51.382380708169137,-2.347211768562434,"(51.38238070816914, -2.3472117685624343)",22,30,75,12,1
30014890,To perm reinstate f/way. 1.4m x 1.0m & 13.9m x 0.4m.,O/S No 4 - No 2 AMBLESIDE ROAD,Completed,28/07/2016 12:00:00 AM,29/07/2016 12:00:00 AM,BT,Signing Only,372934,162998,51.365395033608628,-2.390160687468976,"(51.36539503360863, -2.390160687468976)",30,62,340,19,1
30011299,"Closure of the footpath to provide a safety exclusion zone during the reconstruction works of SAD Intersects Bridge.  This will also allow a crane to be situated when required.Hours of work will  be 07:30-18:00hrs Monday-Friday, Saturdays 07:30-13:00hrs. The footpath is to remain closed throughout (even when we are not working) as it will be within our compound.","Closure of the footpath between King George Road and Ringwod Road, Bath to provide a compound area during the reconstruc",Completed,02/11/2015 12:00:00 AM,01/11/2016 12:00:00 AM,NR-WESTERN Electricfication,Road Closure,373269,164535,51.379230837655278,-2.385465007571662,"(51.37923083765528, -2.3854650075716624)",32,102,529,13,1
30014941,NEW GAS SERVICE 1M PUBLIC 7M PRIVATE,O/S 26,Completed,29/07/2016 12:00:00 AM,04/08/2016 12:00:00 AM,BRISTOL SOUTH,Give and Take,365147,167655,51.406841414596776,-2.502466923604434,"(51.40684141459678, -2.502466923604434)",37,53,189,2,1
30009937,"REPLACE 604M OF 8IN, 6IN, 4IN CI WITH 604M OF 75MM, 180MM, 125MM PE AND REPLACE OR TRANSFER APPROX 35 SERVICES",Outside of roundhill  school,Completed,25/07/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Two-Way Signals,372588,163391,51.36891201001027,-2.395160905513706,"(51.36891201001027, -2.3951609055137064)",27,84,446,15,1
30015255,WECS. Install atplas box for C/P Cello. Owner:Lynsey Smith,22,Completed,03/08/2016 12:00:00 AM,05/08/2016 12:00:00 AM,WESSEX WATER (Engineering Northern WECS),Signing Only,372473,165167,51.384875216881305,-2.396951019093962,"(51.384875216881305, -2.396951019093962)",29,17,320,8,1
202661,REVISED DATE - Carriageway micro asphalt surfacing work - 1 day approx.,Lytton Grove,Completed,09/08/2016 12:00:00 AM,09/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,366210.48,168364.4,51.41328440657491,-2.487245806081384,"(51.41328440657491, -2.4872458060813845)",16,45,155,3,1
30015301,Meter Option,197,Completed,30/07/2016 12:00:00 AM,03/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,374603.91,163172.82,51.36704439360544,-2.366187346393599,"(51.36704439360544, -2.3661873463935987)",18,5,256,17,1
30015232,Poke out from existing chamber with 1m of Ducting for 3rd party interconnect,Junction with Pensford Hill,Completed,05/08/2016 12:00:00 AM,09/08/2016 12:00:00 AM,001 Hibernia Atlantic UK Limited,Give and Take,361631,164420,51.37752714126627,-2.552662977185039,"(51.37752714126627, -2.5526629771850393)",7,74,399,20,1
30015370,Replace cst & fit meter,14,Completed,04/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,Bristol Water,Signing Only,362642.23,155763.86,51.299764702340035,-2.537223600320751,"(51.299764702340035, -2.5372236003207513)",3,43,131,23,1
30012525,Renovations- snagging,21m to the rhs of entrance to The Linney 10mm,Completed,29/07/2016 12:00:00 AM,02/08/2016 12:00:00 AM,Bristol Water,Road Closure,355897.84,157227.02,51.312436361642995,-2.634136804245128,"(51.312436361642995, -2.6341368042451276)",2,6,274,21,1
30014913,Jointing onto existing electric networks,"Footway on Granville Road, opposite Bray & Slaughter site entrance",Completed,21/07/2016 12:00:00 AM,03/08/2016 12:00:00 AM,GTC - Power On Connections,No Carriageway Incursion,374261,167655,51.407330177221702,-2.37143930750303,"(51.4073301772217, -2.3714393075030302)",21,1,233,7,1
30015298,TRACE AND REPAIR GAS ESCAPE AND PERMANENTLY REINSTATE WHERE POSSIBLE.,2,Completed,27/07/2016 08:45:00 AM,02/08/2016 12:00:00 AM,BATH,Give and Take,375657,166028,51.392763018861061,-2.351257223453296,"(51.39276301886106, -2.351257223453296)",36,95,487,6,1
30015208,Repair Service,25,Completed,25/07/2016 12:00:00 AM,27/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,374360.91,163836.17,51.372997921470336,-2.369725889985863,"(51.372997921470336, -2.3697258899858626)",18,5,250,17,1
30013896,Repair Service Leak,Junc with James Street West/Lower Borough Walls,Completed,20/07/2016 12:00:00 AM,22/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,374921.08,164612,51.379998910741605,-2.36173351951037,"(51.379998910741605, -2.3617335195103704)",35,20,14,7,1
600075,"Please carry out the necessary work to replace the 2 No.aluminium lighting columns Nos. 001 & 003, with 6 metre tubular galvanised steel columns,",TEMPLE CLOUDBRISTOLBATH AND NORTH EAST SOMERSET,Completed,01/08/2016 12:00:00 AM,03/08/2016 12:00:00 AM,SSE Street Lighting,Signing Only,362630,158115,51.320903843841599,-2.537646130918458,"(51.3209038438416, -2.5376461309184584)",2,7,267,20,1
30015274,Replace 1 existing pole,"SS9WRL18, IN VERGE OPP 27 , SHAWS WAY",Completed,28/07/2016 12:00:00 AM,01/08/2016 12:00:00 AM,BT,No Carriageway Incursion,371973,164549,51.379293944861914,-2.404086863530025,"(51.379293944861914, -2.4040868635300248)",28,91,481,11,1
30015190,Excavate footway to add swept tee,Outside Hayesfield Girls School,Completed,24/07/2016 12:00:00 AM,26/07/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,No Carriageway Incursion,373953,164566,51.379541509994603,-2.375639647633576,"(51.3795415099946, -2.375639647633576)",33,112,559,12,1
202676,"New build chamber in verge, adjacent to Hibernia chamber","Cockers Hill, outside Western Catering Services / Hill Top property.",Completed,19/07/2016 12:00:00 AM,21/07/2016 12:00:00 AM,Bath and North East Somerset Council,Signing Only,364130.24,164161.97,51.375371047316207,-2.516730068533532,"(51.37537104731621, -2.5167300685335317)",8,41,123,16,1
30015028,NEW GAS SERVICE 8M PUBLIC,O/S 78 TO 83,Completed,15/08/2016 12:00:00 AM,24/08/2016 12:00:00 AM,BATH,Give and Take,373540,164792,51.381554391999202,-2.381590536769767,"(51.3815543919992, -2.381590536769767)",32,103,578,13,1
30015144,Please replace cst with atplas box in tarmac footpath inline-l/h/s of front door to property,o/s 3  c/l f/p,Completed,20/07/2016 12:00:00 AM,22/07/2016 12:00:00 AM,Bristol Water,Signing Only,361291.91,167748.3,51.407429473309186,-2.55789870909195,"(51.407429473309186, -2.5578987090919503)",7,75,401,20,1
30015375,Repair Service,Opp 93,Completed,04/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,372547,167241,51.403527004620599,-2.39604876039528,"(51.4035270046206, -2.39604876039528)",20,105,555,5,1
30014944,1 joint hole in tarmac footway for supply alteration,Outside 88,Completed,19/07/2016 12:00:00 AM,25/07/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Signing Only,372583,165522,51.388072519606212,-2.395397884902716,"(51.38807251960621, -2.3953978849027155)",29,16,319,8,1
30015268,Tree Trimming,From opposite Wendamar to outside 27 Wells Road,Completed,19/08/2016 12:00:00 AM,19/08/2016 12:00:00 AM,1167 SHEP/WELL M&R,Stop/Go Boards,368506,154741,51.290923464855084,-2.453029504265536,"(51.290923464855084, -2.453029504265536)",26,99,521,26,1
30015032,"Take down pilaster, remove tree roots and rebuild using original materials as listed structure, 8 tonne excavator. 22:00-06:00",ROAD OVER RAIL BRIDGE,Completed,27/07/2016 12:00:00 AM,09/08/2016 12:00:00 AM,NR-WESTERN PM MAINTENANCE,Two-Way Signals,377650,166578,51.397790748479004,-2.322648215808436,"(51.397790748479004, -2.322648215808436)",1,27,30,10,1
30014219,New Connection - 20:00 Work Start,Student Accomodation,Completed,20/07/2016 12:00:00 AM,22/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,374023.43,164687.47,51.380636943921765,-2.37463663175561,"(51.380636943921765, -2.3746366317556102)",33,112,559,12,1
30009968,"REPLACE 108M OF 2IN, 100MM, 4IN ST, DI, SI WITH 107M OF 40MM, 75MM PE AND REPLACE OR TRANSFER APPROX 5 SERVICES",S/O NO. 68 MINSMERE ROAD - S/O NO. 2 WALDEN ROAD,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,366450,167707,51.407387811451677,-2.483739486007011,"(51.40738781145168, -2.4837394860070106)",16,47,145,3,1
30009954,REPLACE 86M OF 4IN SI WITH 86M OF 75MM PE AND REPLACE OR TRANSFER APPROX 13 SERVICES,JUNC TAMAR DRIVE/CHANDAG ROAD - O/S NO. 9 TAMAR DRIVE,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,366114,167830,51.408473692040708,-2.488581786719057,"(51.40847369204071, -2.488581786719057)",16,46,142,3,1
30015013,1 joint hole in tarmac footway for new supply,Outside 19,Completed,27/07/2016 12:00:00 AM,04/08/2016 12:00:00 AM,1164 SE MENDIP CONSTRUCTION,Signing Only,365972,154956,51.292710326613772,-2.48938794522786,"(51.29271032661377, -2.4893879452278598)",11,10,280,25,1
30015119,Urgent Sewer Repair,41,Completed,14/07/2016 10:30:00 AM,20/07/2016 12:00:00 AM,WESSEX WATER (Northern Waste R&M),Signing Only,365312.61,168159.38,51.411386614572102,-2.500135562229753,"(51.4113866145721, -2.500135562229753)",37,52,180,2,1
30015286,"Trial hole in the footpath to determine info about bridge & construction of temporary entrance to Sydney Gardens for OLE work. Site times will be: weekdays 07:30 -17:00, weekends: 07:30 - 13:00. Traffic management to be left on for duration of work",RAILWAY BRIDGE,Completed,08/08/2016 12:00:00 AM,19/08/2016 12:00:00 AM,NR-WESTERN Electricfication,Two-Way Signals,375800,165202,51.385342212993784,-2.349145430602879,"(51.385342212993784, -2.349145430602879)",22,30,74,12,1
30015224,Detailed Examination of  above Underbridge MLN1 108m 29.5ch  using  road mounted MEWP / ladders and small hand tools. Works proposed to be carried out between the hours of 00:15hr to 05:15hr Tuesday 26th July 2016.  Timings on original notice amended at request of Christine Grieves - B&NESC due to scheduled buses on 09/03/16,"High Street,Twerton, Bath",Completed,26/07/2016 12:00:00 AM,26/07/2016 12:00:00 AM,NR-WESTERN TERRITORY STRUCTURES ENGINEER,Road Closure,372912,164650,51.380247856952124,-2.390603147179903,"(51.380247856952124, -2.3906031471799034)",32,102,522,13,1
30015294,Repair Service,Elmsleigh,Completed,29/07/2016 12:00:00 AM,02/08/2016 12:00:00 AM,WESSEX WATER (Chippenham Operations),Signing Only,377207,166112,51.393583003664453,-2.328985724792868,"(51.39358300366445, -2.3289857247928683)",1,27,29,10,1
30015299,"Install 1m of 1 way poly duct in Footway,Install 3m of 1 way poly duct in Verge,Provide 1 core drill(s) into jointbox or building","JNC WITH WHITEWAY RD ON , THE HOLLOW",Completed,01/08/2016 12:00:00 AM,03/08/2016 12:00:00 AM,BT,Signing Only,372184,163565,51.370456793244571,-2.400977890498501,"(51.37045679324457, -2.400977890498501)",27,83,443,15,1
30013911,"54m trenching in tarmac footway for new supply. Working under Rydon Construction road closure between 18/07/16 - 24/07/16, for the remaining suration we will use standard signing.",Junction of Norfolk Buildings to opposite James Street West Car Park,Completed,18/07/2016 12:00:00 AM,29/07/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Signing Only,374457,164888,51.382459766013611,-2.368421431339265,"(51.38245976601361, -2.368421431339265)",34,55,195,9,1
202692,Surface Dressing works - REVISED DATES,"A39 Wells Road, Corston - Joint Prior to Wheatsheaf Pub to two Headed Man",Completed,13/08/2016 12:00:00 AM,13/08/2016 12:00:00 AM,Bath and North East Somerset Council,Stop/Go Boards,367180.87,164366.48,51.37739503614732,-2.472922163077089,"(51.37739503614732, -2.4729221630770892)",8,41,125,16,1
30015042,2 Trial holes in Haydon Hill outside Nos. 11 & 19 to locate services in advance of new sewer construction,11-19,Completed,20/07/2016 12:00:00 AM,22/07/2016 12:00:00 AM,WESSEX WATER (Engineering Northern WECS),Priority Working,368991,153839,51.282839829980041,-2.445995896925665,"(51.28283982998004, -2.4459958969256648)",12,79,419,24,1
202636,REVISED DATE - Carriageway micro asphalt surfacing work - 1 day approx.,Vernham Grove,Completed,02/08/2016 12:00:00 AM,02/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,373434.46,162276.09,51.358927729632235,-2.382918133133742,"(51.358927729632235, -2.3829181331337415)",30,19,329,19,1
30013385,Repair Service Leak,3-4 Isabella Cottages,Completed,25/07/2016 12:00:00 AM,27/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Road Closure,375866.08,162338.82,51.359600773579693,-2.348000497068768,"(51.35960077357969, -2.348000497068768)",19,38,117,18,1
30014872,NEW GAS SERVICE 2M PUBLIC 6M PRIVATE,20,Completed,27/07/2016 12:00:00 AM,02/08/2016 12:00:00 AM,BRISTOL CENTRAL,Give and Take,364722,158264,51.322377575817328,-2.50764197351766,"(51.32237757581733, -2.5076419735176603)",3,43,134,23,1
30015337,Access required to overhead BT structure to provide  service - No structural changes. Work being carried out on existing BT Plant,"Opposite No.193 on the A4 Bath Road Trunk road section, Keysham",Completed,03/08/2016 12:00:00 AM,03/08/2016 12:00:00 AM,BT,Two-Way Signals,366897.93,168097.43,51.410924696435671,-2.477336377620966,"(51.41092469643567, -2.4773363776209663)",16,47,154,3,1
202677,"New build chamber in verge, adjacent to Hibernia chamber",Hunstrete Lane opposite Woodborough Mill Farm,Completed,20/07/2016 12:00:00 AM,22/07/2016 12:00:00 AM,Bath and North East Somerset Council,Signing Only,363481,164264.27,51.376249331636281,-2.526067858594223,"(51.37624933163628, -2.5260678585942227)",8,41,123,16,1
202689,Construction of slip/ trial trenches to assess services in Timsbury road in order to inform future engineering scheme.,Junction of Tilley Lane and Timsbury Road,Completed,10/10/2016 12:00:00 AM,21/10/2016 12:00:00 AM,Bath and North East Somerset Council,Two-Way Signals,366495.19,160411.49,51.341794098982497,-2.482399529843589,"(51.3417940989825, -2.4823995298435886)",8,40,127,16,1
30015339,new supply,o/s 181-187,Completed,03/08/2016 12:00:00 AM,05/08/2016 12:00:00 AM,Bristol Water,Two-Way Signals,366832.26,168133.34,51.411243722549159,-2.478283928082535,"(51.41124372254916, -2.4782839280825346)",16,47,154,3,1
202658,REVISED DATE - Carriageway micro asphalt surfacing work - 1 day approx.,Richmond Road,Completed,09/08/2016 12:00:00 AM,10/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,374838.1,166365.76,51.395764077496594,-2.363050643786884,"(51.395764077496594, -2.3630506437868837)",21,1,234,7,1
30015194,NEW GAS SERVICE 21M PUBLIC 17M PRIVATE,O/S 74,Completed,10/08/2016 12:00:00 AM,17/08/2016 12:00:00 AM,BATH,Give and Take,377710,166231,51.394673077264649,-2.321763880439367,"(51.39467307726465, -2.321763880439367)",1,24,31,10,1
202583,"Subway re-waterproofing works/resurfacing works, including refurbishment of the subway and Drainage alterations.","Claverton Street, Widcombe, Bath.",Completed,05/09/2016 12:00:00 AM,31/10/2016 12:00:00 AM,Bath and North East Somerset Council,Lane Closure,375103.23,164272.02,51.376950044797454,-2.359092420490066,"(51.376950044797454, -2.359092420490066)",33,109,567,12,1
30015159,Lift manhole cover and test existing monitoring equipment,Rear of Southbourne Mansions,Completed,27/07/2016 12:00:00 AM,29/07/2016 12:00:00 AM,WESSEX WATER (Engineering Northern WECS),Signing Only,375379,164616,51.380055016754262,-2.355154323984467,"(51.38005501675426, -2.3551543239844666)",35,21,13,7,1
30009927,"REPLACE 151M OF 6IN, 4IN CI WITH 151M OF 75MM, 125MM PE AND REPLACE OR TRANSFER APPROX 12 SERVICES.",THE OLD BAKEHOUSE,Completed,20/06/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Road Closure,375943,168384,51.413959125892134,-2.347307318879504,"(51.413959125892134, -2.3473073188795035)",1,25,51,10,1
202632,REVISED DATE - Carriageway micro asphalt surfacing work - 1 day approx.,Hillside Road,Completed,16/08/2016 12:00:00 AM,16/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,365574.14,153704.37,51.281432353644533,-2.494972459706923,"(51.28143235364453, -2.4949724597069234)",25,14,293,27,1
87602,"To ensure compliance with the Overhead Line Electrification requirements, works to existing bridge parapets will include raising the height of the parapets and providing anti-climb measures",At Road over rail bridge named: Candy's Farm,Completed,05/05/2017 12:00:00 AM,17/07/2017 12:00:00 AM,NR-WESTERN Electricfication,Signing Only,376930,166227,51.394605771135105,-2.33297440981233,"(51.394605771135105, -2.3329744098123295)",1,27,29,10,1
202667,"New foul connection to James House, James Street West student accomodation.","James House, James Street West student accomodation.",Completed,16/07/2016 12:00:00 AM,24/07/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,374509.42,164858.12,51.382193468501271,-2.367666058038541,"(51.38219346850127, -2.367666058038541)",34,55,195,9,1
202685,"New build chamber in verge, opposite to Hibernia chamber",Pagans Hill junction with Scot Lane,Completed,05/08/2016 12:00:00 AM,09/08/2016 12:00:00 AM,Bath and North East Somerset Council,Signing Only,356007.63,162645.11,51.361159830859606,-2.633232803566181,"(51.361159830859606, -2.6332328035661807)",6,31,82,21,1
30015073,Repair Dangerous Cover,24,Completed,20/07/2016 12:00:00 AM,22/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,378891.08,166942.82,51.401118816680629,-2.304830981249721,"(51.40111881668063, -2.3048309812497214)",1,26,41,10,1
30015127,TRACE AND REPAIR GAS ESCAPE AND PERMANENTLY REINSTATE WHERE POSSIBLE.,14,Completed,14/07/2016 03:46:00 PM,20/07/2016 12:00:00 AM,BATH,Give and Take,375231,164965,51.383186571340651,-2.357305267253978,"(51.38318657134065, -2.3573052672539783)",35,20,11,7,1
30015298,TRACE AND REPAIR GAS ESCAPE AND PERMANENTLY REINSTATE WHERE POSSIBLE.,2,Completed,27/07/2016 08:45:00 AM,02/08/2016 12:00:00 AM,BATH,Give and Take,375658,166027,51.392754070508367,-2.351242782371525,"(51.39275407050837, -2.3512427823715254)",36,95,487,6,1
30015321,To excavate and lay 120mtrs of poly duct in the footway and to build 1 x concrete f/way chamber to link up to new sites for Openreach.,"FROM JCN OF TILLEY LANE TO ENTRANCE TO DEPOT ON, BATH ROAD",Completed,11/08/2016 12:00:00 AM,18/08/2016 12:00:00 AM,BT,Multi-Way Signals,365487.93,160367.81,51.341340885526947,-2.496855474684908,"(51.34134088552695, -2.496855474684908)",8,40,128,16,1
30014632,"REPLACE 805M OF 2IN, 12IN ST WITH 806M OF 63MM, 250MM PE AND REPLACE OR TRANSFER ANY AFFECTED SERVICES.",O/S THE LAND ADJ TO KELSTON HILL LANE - OPPOSITE 1 MILL FARM BARN,Completed,19/09/2016 12:00:00 AM,04/11/2016 12:00:00 AM,WGA - BRISTOL & BATH,Two-Way Signals,370005,167332,51.404215959657705,-2.432598819929061,"(51.404215959657705, -2.432598819929061)",1,25,50,10,1
30013836,Lining  of Sewer enabling civils to bury hose then CIPP lining,Junc with Cavendish Road,Completed,15/07/2016 12:00:00 AM,26/07/2016 12:00:00 AM,WESSEX WATER (Engineering Northern WECS),Road Closure,374332,165999,51.392443601667324,-2.370298222856299,"(51.392443601667324, -2.3702982228562988)",21,1,238,7,1
202629,REVISED DATE - Carriageway micro asphalt surfacing work - 1 day approx.,Hillside Crescent,Completed,15/08/2016 12:00:00 AM,15/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,365436,153703.79,51.281418745206921,-2.496952935892436,"(51.28141874520692, -2.496952935892436)",25,14,292,27,1
30015136,"NEW NETWORK TO CONSTRUCT, CHAMBERS TO BUILD AND EXISTING CHAMBERS TO UPGRADE, INSTALLING SWEPT TEE'S",F/W S/O 1 TO 7 NORFOLK COURT IN NELSON LANE,Completed,21/07/2016 12:00:00 AM,03/08/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,Signing Only,374282.33,165013.52,51.383580450398036,-2.370940380884052,"(51.383580450398036, -2.3709403808840523)",34,115,209,9,1
30009959,"REPLACE 303M OF 8IN CI, SI WITH 302M OF 180MM PE AND REPLACE OR TRANSFER APPROX 29 SERVICES",O/S NO. 18 WELLSWAY - JUNC WELLSWAY / HURN LANE,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,365838,167562,51.406047414128444,-2.492523894040226,"(51.406047414128444, -2.4925238940402257)",16,46,142,3,1
87605,"To ensure compliance with the Overhead Line Electrification requirements, works to existing bridge parapets will include raising the height of the parapets and providing anti-climb measures BROOK ROAD TO START ONCE BELLOTTS ROAD IS COMPLETED.",At Road over rail bridge named: Brook Lane,Completed,24/04/2017 12:00:00 AM,03/07/2017 12:00:00 AM,NR-WESTERN Electricfication,Road Closure,373571,164542,51.379307980347718,-2.381126427304293,"(51.37930798034772, -2.3811264273042934)",32,103,528,13,1
30014050,Detailed Examination of  above Underbridge using  MEWP / Ladders and small hand tools. Works to be carried out between the hours of 22:00hr Monday 1st August to 06:00hr Tuesday 2nd August 2016,"Wells Road New U/B / Lower Bristol Rd under, Bath, Somerset",Completed,23/08/2016 12:00:00 AM,24/08/2016 12:00:00 AM,NR-WESTERN TERRITORY STRUCTURES ENGINEER,Road Closure,374938,164314,51.377320202902922,-2.361469289922322,"(51.37732020290292, -2.361469289922322)",33,109,561,12,1
30015359,NEW GAS SERVICE 6M PUBLIC 101M PRIVATE,O/S NORWOOD DENE,Completed,05/09/2016 12:00:00 AM,09/09/2016 12:00:00 AM,BATH,Give and Take,377109,164204,51.37642327239849,-2.330270615772707,"(51.37642327239849, -2.330270615772707)",22,29,580,12,1
30015205,WECS. Install atplas box for C/P Cello. Owner:Lynsey Smith,1,Completed,02/08/2016 12:00:00 AM,04/08/2016 12:00:00 AM,WESSEX WATER (Engineering Northern WECS),Signing Only,372596,165021,51.383568445917504,-2.395172240212129,"(51.383568445917504, -2.3951722402121294)",29,17,323,8,1
30009926,REPLACE 1051M OF 6IN CI WITH 1051M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES.,SUNGATE HOUSE,Completed,01/07/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Two-Way Signals,376167,167739,51.408169154285957,-2.344042896966818,"(51.40816915428596, -2.3440428969668177)",1,25,51,10,1
30015250,Repair Service,13,Completed,24/10/2016 12:00:00 AM,28/10/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Road Closure,375061,166202,51.39430152575526,-2.359835318201245,"(51.39430152575526, -2.3598353182012453)",21,59,237,7,1
30014310,Renovations,o/s no. 37 to o/s no. 49,Completed,18/08/2016 12:00:00 AM,15/09/2016 12:00:00 AM,Bristol Water,Two-Way Signals,364672.19,168510.13,51.414500621614216,-2.509378407490218,"(51.414500621614216, -2.5093784074902175)",24,50,163,1,1
30015361,Repair Service,32,Completed,04/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,375734,165690,51.38972721834125,-2.35012735093411,"(51.38972721834125, -2.35012735093411)",36,96,483,6,1
30015177,Repair Service,1,Completed,22/07/2016 12:00:00 AM,26/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,375287.91,164217.17,51.376464968984436,-2.356435249664517,"(51.376464968984436, -2.3564352496645173)",33,109,567,12,1
30014511,"Fibre cabling for new customer connection. Road closure. Project 1 of 2 USRN’s on worksite 47917502, 47920316. Surveyed by Aplant Lux, survey ref 242-S002613 with recommendation of off-peak working. On site 09:30 and off by 15:30.",Publow Lane Jnc High Street to Jnc Parsonage Lane Publow Bristol Bath and NE Somerset BS39 4HU,Completed,31/08/2016 12:00:00 AM,01/09/2016 12:00:00 AM,BT,Road Closure,361985.5,163774,51.371742718040394,-2.547500547454415,"(51.371742718040394, -2.5475005474544146)",7,74,400,20,1
202695,Surface Dressing works - REVISED START DATE.,B&NES Boundary to Garden Centre,Completed,13/08/2016 12:00:00 AM,13/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,363567.57,169156.43,51.420241508606985,-2.525328010454959,"(51.420241508606985, -2.5253280104549587)",24,48,161,1,1
30015214,Urgent Sewer Repair,"175m north east of The Lodge, Hinton House",Completed,20/07/2016 02:30:00 PM,26/07/2016 12:00:00 AM,WESSEX WATER (Northern Waste R&M),Two-Way Signals,377445.08,158563.17,51.325716996243131,-2.325082716844909,"(51.32571699624313, -2.3250827168449093)",10,113,54,10,1
30014641,NEW GAS CONNECTION SERVICE 5M PUBLIC,O/S 4,Completed,02/08/2016 12:00:00 AM,05/08/2016 12:00:00 AM,BATH,Give and Take,375922,166734,51.399122350456807,-2.347496723443665,"(51.39912235045681, -2.3474967234436646)",23,56,218,4,1
30015138,"NEW NETWORK TO CONSTRUCT, CHAMBERS TO BUILD AND EXISTING CHAMBERS TO UPGRADE, INSTALLING SWEPT TEE'S",F/W R/O 1 - 7 NORFOLK HOUSE IN NELSON LANE TO F/W O/S 1 - 9 ST GEORGES HOUSE IN NELSON LANE,Completed,21/07/2016 12:00:00 AM,03/08/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,Signing Only,374283.66,165019.03,51.383630053847945,-2.370921670526979,"(51.383630053847945, -2.3709216705269793)",34,115,209,9,1
202659,REVISED DATE - Carriageway micro asphalt surfacing work - 1 day approx.,Eastover Road,Completed,10/08/2016 12:00:00 AM,10/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,364668.54,158402.8,51.323622250625839,-2.508422923253274,"(51.32362225062584, -2.508422923253274)",3,43,134,23,1
