Ref,Description,LocationDescription,Status,Start,End,OrganisationName,TrafficType,Easting,Northing,Latitude,Longitude,Location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
400256,Drainage Works,The Street whole length,Completed,18/07/2016 12:00:00 AM,01/08/2016 12:00:00 AM,B&NES - Contractor Skanska,Two-Way Signals,355845,156827,51.308835591805241,-2.634845215724995,"(51.30883559180524, -2.634845215724995)",2,6,274,21,1
30015338,leak on sp,",THE LAYS LODGE,",Completed,29/07/2016 11:00:36 AM,04/08/2016 12:00:00 AM,Bristol Water,Signing Only,364303.52,167786.73,51.407973192398771,-2.514606336011998,"(51.40797319239877, -2.514606336011998)",24,48,170,1,1
30015285,Repair Service,6,Completed,29/07/2016 12:00:00 AM,02/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,373776.72,164368.57,51.377758174984656,-2.378157800129371,"(51.377758174984656, -2.378157800129371)",31,63,347,14,1
30009926,REPLACE 1051M OF 6IN CI WITH 1051M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES.,Outside of greenbank,Completed,01/07/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Two-Way Signals,376143,168078,51.411216238482538,-2.344410862437946,"(51.41121623848254, -2.3444108624379463)",1,25,51,10,1
30009937,"REPLACE 604M OF 8IN, 6IN, 4IN CI WITH 604M OF 75MM, 180MM, 125MM PE AND REPLACE OR TRANSFER APPROX 35 SERVICES",Junction of English combe lane,Completed,25/07/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Two-Way Signals,372701,163064,51.365977270501091,-2.393512482539004,"(51.36597727050109, -2.393512482539004)",27,84,448,15,1
202691,Installation of ATC LOOPS evening work AFTER 1900 hours.,South of Wessex Water office at access to 2 public right of ways,Completed,27/07/2016 12:00:00 AM,27/07/2016 12:00:00 AM,Bath and North East Somerset Council,Two-Way Signals,377934.1,162785.3,51.363699833511021,-2.318327776600135,"(51.36369983351102, -2.3183277766001353)",19,37,105,18,1
30015342,Repair Service,The Tynings,Completed,01/11/2016 12:00:00 AM,03/11/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Road Closure,378145,169244,51.421781384825081,-2.315698358314425,"(51.42178138482508, -2.3156983583144246)",1,25,34,10,1
30006760,REPLACE 127M OF 6IN CI WITH 127M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES,Outside of 1 long hay close,Completed,01/08/2016 12:00:00 AM,09/09/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,372895,164292,51.377028105919969,-2.390819975068608,"(51.37702810591997, -2.390819975068608)",28,89,464,11,1
30015253,NEW GAS SERVICE 1M PUBLIC 9M PRIVATE,O/S 19,Completed,15/08/2016 12:00:00 AM,18/08/2016 12:00:00 AM,BRISTOL CENTRAL,Give and Take,361050,167724,51.407194374459607,-2.561373817185799,"(51.40719437445961, -2.561373817185799)",7,75,402,20,1
30014246,Safe Access to Underground BT footway and carriageway boxes for fibre cabling and jointing works in existing duct. Required for new customer connection,A36 FROM J A366 TO J B3108 JCN OF IFORD LANE BATH AND NORTH EAST SOMERSET BA2 7TQ,Completed,11/08/2016 12:00:00 AM,11/08/2016 12:00:00 AM,BT,Road Closure,378465.5,158397.5,51.324267117645078,-2.310428329992347,"(51.32426711764508, -2.310428329992347)",10,113,54,10,1
30009956,REPLACE 96M OF 4IN SI WITH 96M OF 75MM PE AND REPLACE OR TRANSFER APPROX 10 SERVICES,JUNC WANSBECK ROAD/WINDRUSH ROAD - JUNC WANSBECK/TORRIDGE ROAD,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,366209,167674,51.407076740657111,-2.487201071262341,"(51.40707674065711, -2.4872010712623407)",16,46,143,3,1
30015280,leak,",3 RED POST COURT",Completed,26/07/2016 10:28:49 AM,01/08/2016 12:00:00 AM,Bristol Water,Signing Only,369853.52,157108.73,51.312286144452408,-2.433906582441165,"(51.31228614445241, -2.433906582441165)",15,73,378,22,1
30014558,NEW GAS CONNECTION SERVICE 2M PUBLIC 23M PRIVATE,O/S FARMBOROUGH VC PRIMARY SCHOOL,Completed,08/08/2016 12:00:00 AM,12/08/2016 12:00:00 AM,BATH,Give and Take,365817,160594,51.343394596193377,-2.492153194597492,"(51.34339459619338, -2.4921531945974915)",8,40,128,16,1
30015130,REPLACING OVERHEAD CONDUCTORS,O/S HOMESTEAD,Completed,20/07/2016 12:00:00 AM,22/07/2016 12:00:00 AM,Melksham Depot,Stop/Go Boards,377128,158356,51.323841481865621,-2.329619845991874,"(51.32384148186562, -2.329619845991874)",10,113,54,10,1
30012476,REPLACE 2M OF 8IN CI WITH 2M OF 180MM PE AND REPLACE OR TRANSFER ANY AFFECTED SERVICES.,O/S THREE GABLES - O/S THREE GABLES,Completed,25/07/2016 12:00:00 AM,12/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Road Closure,374608,163336,51.368511807671631,-2.366140306557641,"(51.36851180767163, -2.366140306557641)",18,5,256,17,1
30014959,Tree trimming - No excavation,Outside Stegar,Completed,27/07/2016 12:00:00 AM,27/07/2016 12:00:00 AM,1167 SHEP/WELL M&R,Multi-Way Signals,368128,154734,51.290839415938379,-2.458449464047094,"(51.29083941593838, -2.4584494640470944)",26,99,521,26,1
30015355,Urgent excavation in highway to locate and repair LV cable fault.,o/s 1,Completed,29/07/2016 08:45:00 PM,09/08/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Give and Take,374542,162226,51.35852828579975,-2.367008530543258,"(51.35852828579975, -2.3670085305432575)",18,4,263,17,1
30010963,To facilitate works demolish and reconstruct the adjacaent SAD Intersects bridge as part of the Great  Western Electrification programme.  Bellotts Road bridge needs to be closed to provide a safety zone during lifting opperations and to position the crane to undertake lifting works.,At Road over rail bridge named: Hayters,Completed,09/01/2016 12:00:00 AM,01/11/2016 12:00:00 AM,NR-WESTERN Electricfication,Road Closure,373314,164584,51.379673544998596,-2.384822149624986,"(51.379673544998596, -2.3848221496249864)",32,101,527,13,1
30015187,Repair Service Leak,"Entrance to Bathampton Manor, Garden House & Manor Barn",Completed,19/07/2016 04:30:00 PM,21/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,377560.82,166805.19,51.399829983132541,-2.323944511955677,"(51.39982998313254, -2.323944511955677)",1,24,31,10,1
30015374,Repair Service,8,Completed,04/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,372598,167073,51.402018926247877,-2.395302579493712,"(51.40201892624788, -2.395302579493712)",20,105,556,5,1
30015385,leak,17,Completed,02/08/2016 10:41:57 AM,08/08/2016 12:00:00 AM,Bristol Water,Signing Only,366040,166613,51.397526856716546,-2.489528774558371,"(51.397526856716546, -2.4895287745583707)",16,44,151,3,1
30009961,REPLACE 153M OF 4IN DI WITH 153M OF 75MM PE AND REPLACE OR TRANSFER APPROX 15 SERVICES,S/O NO. 24 TEVIOT ROAD - REAR NO. 9 TEVIOT ROAD,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,366463,167906,51.409177848678624,-2.483571474645609,"(51.409177848678624, -2.483571474645609)",16,47,145,3,1
600069,"Please carry out the necessary work to replace the aluminium lighting column with  a 6 metre tubular galvanised steel column,",KEYNSHAMBATH AND NORTH EAST SOMERSET,Completed,01/08/2016 12:00:00 AM,03/08/2016 12:00:00 AM,SSE Street Lighting,Signing Only,364680,167977,51.409707608109485,-2.509212828281147,"(51.409707608109485, -2.509212828281147)",24,48,165,1,1
202607,Upgrade of existing signalised junction,George Street//Broad St/The Paragon,Completed,24/07/2016 12:00:00 AM,01/08/2016 12:00:00 AM,Bath and North East Somerset Council,Multi-Way Signals,374988.75,165189.55,51.385194931641237,-2.360802085268981,"(51.38519493164124, -2.3608020852689813)",35,22,4,7,1
202648,St Barnabas Church wall repair with temp 2 way signals 0930-1530 outside peak hours.,"St Barnabas Church, A37 Main Road, Temple Cloud",Completed,18/07/2016 12:00:00 AM,19/08/2016 12:00:00 AM,Bath and North East Somerset Council,Two-Way Signals,362224.76,157948.73,51.31938200483809,-2.543443381623427,"(51.31938200483809, -2.5434433816234274)",2,7,268,20,1
30012525,Renovations- snagging,23m to the rhs of entrance to The Linney 10mm,Completed,29/07/2016 12:00:00 AM,02/08/2016 12:00:00 AM,Bristol Water,Road Closure,355895.98,157226.84,51.312434598680753,-2.634163466339836,"(51.31243459868075, -2.634163466339836)",2,6,274,21,1
30015249,Repair/Replace Manhole Cover/Frame/Chamber - Repair Dangerous Cover,20m south west of Junct Snow Hill,Completed,22/07/2016 09:00:00 AM,26/07/2016 12:00:00 AM,WESSEX WATER (Northern Waste R&M),Signing Only,375447.26,166030.72,51.392778395355521,-2.354271832608982,"(51.39277839535552, -2.354271832608982)",36,94,486,6,1
30015245,Poke out from existing chamber with 1m of Ducting for 3rd party interconnect,Junction with Culverhay,Completed,30/07/2016 12:00:00 AM,03/08/2016 12:00:00 AM,001 Hibernia Atlantic UK Limited,Give and Take,364681,164577,51.379137348447713,-2.50885900650235,"(51.37913734844771, -2.50885900650235)",8,41,123,16,1
202639,REVISED DATE - Carriageway micro asphalt surfacing work - 1 day approx.,Odins Road,Completed,03/08/2016 12:00:00 AM,03/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,373541.46,162351.94,51.359614749089026,-2.381387115981391,"(51.359614749089026, -2.381387115981391)",30,19,328,19,1
30015366,TRACE AND REPAIR GAS ESCAPE AND PERMANENTLY REINSTATE WHERE POSSIBLE.,BULA COTTAGE,Completed,01/08/2016 12:40:00 PM,05/08/2016 12:00:00 AM,BATH,Give and Take,366933,158871,51.327968652502335,-2.475970796694332,"(51.327968652502335, -2.4759707966943325)",14,88,457,16,1
30015382,Large joint hole in grass verge to locate 33kv cable,Outside Cricket Pavilion,Completed,07/09/2016 12:00:00 AM,20/09/2016 12:00:00 AM,1167 SHEP/WELL M&R,Signing Only,375404,164680,51.380631560110317,-2.354799571508312,"(51.38063156011032, -2.3547995715083125)",33,111,564,12,1
30014463,To lift and relay slabs in the f/way,"OPP 4, PRIOR PARK ROAD",Completed,20/07/2016 12:00:00 AM,21/07/2016 12:00:00 AM,BT,Signing Only,375563,164210,51.376412463995784,-2.352482516270146,"(51.376412463995784, -2.352482516270146)",33,111,569,12,1
30009926,REPLACE 1051M OF 6IN CI WITH 1051M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES.,Junction of innox Lane,Completed,01/07/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Two-Way Signals,376150,167790,51.40862699964601,-2.344290752723306,"(51.40862699964601, -2.3442907527233063)",1,25,51,10,1
30015186,leaking cst,o/s 4  c/l f/p,Completed,19/07/2016 04:23:42 PM,25/07/2016 12:00:00 AM,Bristol Water,Signing Only,368992.13,149385.47,51.24279572098942,-2.445592107324086,"(51.24279572098942, -2.4455921073240856)",,,,,
30015097,New Connection,Entrance to 38,Completed,18/07/2016 12:00:00 AM,20/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,374312.91,163335.64,51.368495239137147,-2.370379117697138,"(51.36849523913715, -2.3703791176971385)",18,5,257,17,1
30015189,Excavate footway to add swept tee,Outside 1,Completed,24/07/2016 12:00:00 AM,26/07/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,No Carriageway Incursion,372637,163041,51.3657673739595,-2.39442998307138,"(51.3657673739595, -2.39442998307138)",27,84,448,15,1
30015381,Large joint hole in tarmac footway on 33kv cable to locate pilot cables.  Shoring will be required.,Outside 11 and 12,Completed,07/09/2016 12:00:00 AM,20/09/2016 12:00:00 AM,1167 SHEP/WELL M&R,Signing Only,375419,164554,51.379499286920215,-2.354575285757321,"(51.379499286920215, -2.3545752857573214)",33,111,564,12,1
30006781,"To ensure compliance with the Overhead Line Electrification requirements, works to existing bridge parapets will include raising the height of the parapets and providing anti-climb measures. DETAIL TO CHANGE ONCE A DESIGN HAS BEEN SENT TO LISTED BUILDINGS. THIS IS A BYWAY OPEN TO ALL TRAFFIC (BOAT).",At Road over rail bridge named: Clay Lane,Completed,27/05/2016 12:00:00 AM,19/09/2016 12:00:00 AM,NR-WESTERN Electricfication,Road Closure,367715,167987,51.409979065161089,-2.465578729983822,"(51.40997906516109, -2.4655787299838217)",17,82,427,16,1
30006177,WORK TO OBTAIN 4X CORE SAMPLES FROM BRIDGE PARAPETS USING HALF OF BOTH FOOTWAYSWORKS TO BE DONE OFF PEAK,Beckford road bridge over railway,Completed,21/07/2016 12:00:00 AM,26/09/2016 12:00:00 AM,NR-WESTERN Electricfication,Give and Take,375838,165457,51.387636665233586,-2.348616810462906,"(51.387636665233586, -2.3486168104629055)",36,95,496,6,1
202687,"To lift up a pavement slab and install a membrane for basement storage, moving railing bases to original position and re-paving basement with pennant slabs to be undertaken by DAVIES PSS Ltd.",11 Widcombe Crescent,Completed,18/07/2016 12:00:00 AM,28/07/2016 12:00:00 AM,Bath and North East Somerset Council,Signing Only,375744.46,164043.64,51.374924459006401,-2.349864058667433,"(51.3749244590064, -2.349864058667433)",33,110,574,12,1
600066,"Replace removed column with new 10m column, c/w 68W LED lantern.",KEYNSHAMBATH AND NORTH EAST SOMERSET,Completed,07/08/2016 12:00:00 AM,07/08/2016 12:00:00 AM,SSE Street Lighting,Two-Way Signals,367472,167667,51.407087910862138,-2.469042974562904,"(51.40708791086214, -2.4690429745629037)",17,82,427,16,1
30006760,REPLACE 127M OF 6IN CI WITH 127M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES,Junction of high field close,Completed,01/08/2016 12:00:00 AM,09/09/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,372882,164302,51.377117396866502,-2.391007515037863,"(51.3771173968665, -2.391007515037863)",28,89,464,11,1
30015216,Urgent excavation in highway to locate and repair LV cable fault.,outside 3,Completed,20/07/2016 10:30:00 PM,28/07/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Give and Take,367176,159034,51.329448381334167,-2.472498405055085,"(51.32944838133417, -2.4724984050550853)",14,88,457,16,1
30012473,REPLACE 4M OF 100MM DI WITH 4M OF 125MM PE AND REPLACE OR TRANSFER ANY AFFECTED SERVICES.,J/O HARLEY STREET & JULIAN ROAD,Completed,06/05/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,374653,165523,51.388178168065011,-2.365650652698373,"(51.38817816806501, -2.365650652698373)",34,115,199,9,1
30015279,NEW GAS SERVICE 3M PUBLIC 13M PRIVATE,O/S 5,Completed,15/08/2016 12:00:00 AM,19/08/2016 12:00:00 AM,BATH,Give and Take,368811,153970,51.284007855184406,-2.448588159761484,"(51.284007855184406, -2.4485881597614845)",12,79,419,24,1
30012171,REPLACE 336M OF 4IN SI WITH 336M OF 75MM PE AND REPLACE OR TRANSFER APPROX 35 SERVICES.,8,Completed,18/03/2016 12:00:00 AM,29/07/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,374563,166826,51.399889972168808,-2.367037823608835,"(51.39988997216881, -2.367037823608835)",21,1,233,7,1
30015180,Tree trimming - No excavation,Outside 22 to Outside Carranne and Outside 32,Completed,15/08/2016 12:00:00 AM,15/08/2016 12:00:00 AM,1167 SHEP/WELL M&R,Stop/Go Boards,369024,155049,51.293721369405397,-2.445628104998867,"(51.2937213694054, -2.4456281049988666)",12,77,408,24,1
30009937,"REPLACE 604M OF 8IN, 6IN, 4IN CI WITH 604M OF 75MM, 180MM, 125MM PE AND REPLACE OR TRANSFER APPROX 35 SERVICES",Opposite no 20,Completed,25/07/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Two-Way Signals,372665,163151,51.366757788322509,-2.394036294476325,"(51.36675778832251, -2.3940362944763254)",27,84,448,15,1
30015215,Urgent excavation in highway to locate and repair LV cable fault.,Adjacent Abbey Tower,Completed,20/07/2016 04:00:00 PM,28/07/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Signing Only,375138,164721,51.38098856772298,-2.358624440861329,"(51.38098856772298, -2.3586244408613286)",35,20,12,7,1
30012171,REPLACE 336M OF 4IN SI WITH 336M OF 75MM PE AND REPLACE OR TRANSFER APPROX 35 SERVICES.,24,Completed,18/03/2016 12:00:00 AM,29/07/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,374582,166826,51.399890827757957,-2.366764710229551,"(51.39989082775796, -2.3667647102295506)",21,1,233,7,1
30015265,Urgent excavation in highway to locate and repair HV cable fault.,Adjacent Longridge,Completed,25/07/2016 09:30:00 AM,02/08/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Give and Take,376126,162125,51.357689243246639,-2.344253153324819,"(51.35768924324664, -2.3442531533248188)",19,37,103,18,1
30015295,Repair Service,"Junct Kingsmead West, Rear of Kingsmead Leisure Complex, James Street West",Completed,31/07/2016 12:00:00 AM,03/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,374645.08,164664.82,51.380461522553482,-2.365702919148452,"(51.38046152255348, -2.3657029191484518)",34,55,195,9,1
30015166,Repair Service Leak,44,Completed,18/07/2016 02:30:00 PM,20/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,372843.08,163674.47,51.371473125433411,-2.391518523402862,"(51.37147312543341, -2.391518523402862)",27,83,440,15,1
30015348,Repair Service,6,Completed,03/08/2016 12:00:00 AM,05/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,377083,158146,51.321951427967051,-2.330252053868576,"(51.32195142796705, -2.3302520538685765)",10,114,55,10,1
30015090,Section 81/Defect - 19:00 Work Start,Side of 6 Vane Street,Completed,19/07/2016 12:00:00 AM,21/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Multi-Way Signals,375644.08,165040,51.383878892679419,-2.351374815151532,"(51.38387889267942, -2.3513748151515323)",22,30,74,12,1
30009927,"REPLACE 151M OF 6IN, 4IN CI WITH 151M OF 75MM, 125MM PE AND REPLACE OR TRANSFER APPROX 12 SERVICES.",Smallmans,Completed,20/06/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Road Closure,375921,168390,51.414012136052953,-2.347624062613878,"(51.41401213605295, -2.3476240626138782)",1,25,51,10,1
30015175,Locate and excavate 1 blockage in existing duct in f/way blocks,"OPP 7, LONDON ROAD",Completed,25/07/2016 12:00:00 AM,27/07/2016 12:00:00 AM,BT,Signing Only,375666.37,165996.68,51.392481810170146,-2.351120398865029,"(51.392481810170146, -2.351120398865029)",36,96,492,6,1
30015334,URGENT RELAY AFTER SERVICE ALTER.,1,Completed,29/07/2016 08:15:00 AM,04/08/2016 12:00:00 AM,FROME,Give and Take,373448,164835,51.381936709176166,-2.382915678118939,"(51.381936709176166, -2.382915678118939)",32,103,579,13,1
30009951,"REPLACE 260M OF 2IN, 100MM ST, DI WITH 260M OF 40MM, 63MM, 75MM PE AND REPLACE OR TRANSFER APPROX 33 SERVICES",O/S NO. 5 DEVERON GROVE - APPROX. 20M FROM O/S NO. 42 MINSMERE ROAD,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,366353,167480,51.405341022833142,-2.485112399910948,"(51.40534102283314, -2.485112399910948)",16,47,144,3,1
30015310,leaking stop tap,"BARN CONVERSION,CONYGAR FARM,",Completed,27/07/2016 02:03:53 PM,02/08/2016 12:00:00 AM,Bristol Water,Signing Only,365511.88,167676.34,51.407055670455605,-2.497223374610451,"(51.407055670455605, -2.4972233746104506)",37,53,184,2,1
30006760,REPLACE 127M OF 6IN CI WITH 127M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES,1 Springfield,Completed,01/08/2016 12:00:00 AM,09/09/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,372866,164361,51.377647124219003,-2.391241915783242,"(51.377647124219, -2.3912419157832425)",28,89,464,11,1
30015252,Repair Service,14,Completed,27/07/2016 12:00:00 AM,29/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,378982.26,166808.82,51.399917361452438,-2.303512299414907,"(51.39991736145244, -2.303512299414907)",1,26,44,10,1
87601,"To ensure compliance with the Overhead Line Electrification requirements, works to existing bridge parapets will include raising the height of the parapets and providing anti-climb measures.",At Road over rail bridge named: Hampton Mill Lane,Completed,31/10/2016 12:00:00 AM,09/01/2017 12:00:00 AM,NR-WESTERN Electricfication,Two-Way Signals,377649,166577,51.39778171739696,-2.322662526294151,"(51.39778171739696, -2.3226625262941507)",1,27,30,10,1
30015235,Excavate FW to install earthing coil,Jnc of St. Lodoc Road and Bristol Road,Completed,08/08/2016 12:00:00 AM,10/08/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,No Carriageway Incursion,365018,168903,51.418054525214302,-2.50444500625946,"(51.4180545252143, -2.5044450062594605)",24,49,171,1,1
30009927,"REPLACE 151M OF 6IN, 4IN CI WITH 151M OF 75MM, 125MM PE AND REPLACE OR TRANSFER APPROX 12 SERVICES.",Outside of upper Swainswick house,Completed,20/06/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Road Closure,375874,168415,51.414234914121231,-2.348301577820529,"(51.41423491412123, -2.348301577820529)",1,25,51,10,1
202698,Surface Dressing works - REVISED DATES,"Whole length of Collier's Lane, Newton St Loe",Completed,20/08/2016 12:00:00 AM,21/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,370258.4,164117.61,51.37532754941995,-2.428685704209768,"(51.37532754941995, -2.428685704209768)",9,28,68,22,1
30015091,Section 81/Defect - 19:00 Work Start,Junct Bathwick Hill,Completed,19/07/2016 12:00:00 AM,21/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Multi-Way Signals,375650.08,165061.82,51.384075345303295,-2.351290101948548,"(51.384075345303295, -2.351290101948548)",22,30,74,12,1
30012525,Renovations- snagging,16m to the rhs of entrance to The Linney 10mm,Completed,29/07/2016 12:00:00 AM,02/08/2016 12:00:00 AM,Bristol Water,Signing Only,355903.19,157215.69,51.31233490705484,-2.634058645973672,"(51.31233490705484, -2.6340586459736723)",2,6,274,21,1
30015289,Excavate footway to add swept tee,Junction of Rock Road,Completed,29/07/2016 12:00:00 AM,02/08/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,No Carriageway Incursion,365412,168450,51.414005745682033,-2.498735004305105,"(51.41400574568203, -2.498735004305105)",24,49,158,1,1
30014996,Rolling programme of underground cabling works in Carriageway & Footway,Outside 187,Completed,25/07/2016 12:00:00 AM,05/08/2016 12:00:00 AM,BT,Stop/Go Boards,377792,167465.75,51.405778535530899,-2.320662996155854,"(51.4057785355309, -2.3206629961558543)",1,23,32,10,1
30015269,Tree trimming - No excavation,Outside 6 Cholwell Cottages to junction of Upper Bristol Road,Completed,23/08/2016 12:00:00 AM,23/08/2016 12:00:00 AM,1167 SHEP/WELL M&R,Two-Way Signals,361868,158666,51.325807337285958,-2.548639453355839,"(51.32580733728596, -2.548639453355839)",2,7,269,20,1
30015037,Lift manhole cover on CSO and install a monitor,46,Completed,21/07/2016 12:00:00 AM,25/07/2016 12:00:00 AM,WESSEX WATER (Engineering Northern WECS),Stop/Go Boards,368648,167431,51.405032432900235,-2.45211529013062,"(51.405032432900235, -2.4521152901306196)",17,80,426,16,1
30015240,Repair Service,Opp Foxdale,Completed,26/07/2016 12:00:00 AM,28/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,376722,164443,51.378556425204238,-2.3358464158976,"(51.37855642520424, -2.3358464158976)",22,29,77,12,1
30012171,REPLACE 336M OF 4IN SI WITH 336M OF 75MM PE AND REPLACE OR TRANSFER APPROX 35 SERVICES.,18,Completed,18/03/2016 12:00:00 AM,29/07/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,374694,166839,51.400012746955987,-2.365155709879401,"(51.40001274695599, -2.365155709879401)",21,1,233,7,1
600041,Replacement of Street Lights in Garrick Road,GARRICK ROAD WHITEWAYBATHBATH AND NORTH EAST SOMERSET,Completed,10/10/2016 12:00:00 AM,16/11/2016 12:00:00 AM,SSE Street Lighting,Signing Only,371920,164343,51.377439080895932,-2.40483201107362,"(51.37743908089593, -2.4048320110736197)",28,90,475,11,1
30015231,Poke out from existing chamber with 1m of Ducting for 3rd party interconnect,Junction with Peats Hill,Completed,05/08/2016 12:00:00 AM,09/08/2016 12:00:00 AM,001 Hibernia Atlantic UK Limited,Give and Take,362458,164323,51.376710451649487,-2.540771160400904,"(51.37671045164949, -2.5407711604009044)",7,74,398,20,1
30014944,1 joint hole in tarmac footway for supply alteration,Outside 88,Completed,19/07/2016 12:00:00 AM,25/07/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Signing Only,372585,165520,51.388054633794646,-2.395368988549586,"(51.388054633794646, -2.395368988549586)",29,16,319,8,1
30015092,Section 81/Defect - 19:00 Work Start,20m north west of 1 Raby Place,Completed,19/07/2016 12:00:00 AM,21/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Multi-Way Signals,375661.08,165047,51.383942565735133,-2.351131017417736,"(51.38394256573513, -2.3511310174177362)",22,30,74,12,1
30006760,REPLACE 127M OF 6IN CI WITH 127M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES,Outside of 1 Highfield,Completed,01/08/2016 12:00:00 AM,09/09/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,372878,164316,51.377243085171635,-2.391066057214675,"(51.377243085171635, -2.391066057214675)",28,89,464,11,1
202631,REVISED DATES - Carriageway micro asphalt surfacing work - 1 day approx.,Southlands Drive,Completed,11/08/2016 12:00:00 AM,11/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,366656.37,158493.59,51.324558993635492,-2.479905463249647,"(51.32455899363549, -2.479905463249647)",14,88,454,16,1
30015155,Urgent excavation in highway to locate and repair LV cable fault.,Opposite 4,Completed,16/07/2016 05:30:00 PM,25/07/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Give and Take,370272,154820,51.291729089373213,-2.427711269790902,"(51.29172908937321, -2.4277112697909016)",12,78,410,24,1
30009926,REPLACE 1051M OF 6IN CI WITH 1051M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES.,Belle Vue Gardens,Completed,01/07/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Two-Way Signals,376212,167536,51.406345789608807,-2.343382249300064,"(51.40634578960881, -2.3433822493000642)",1,25,51,10,1
30014524,New Water Supply,Adj to Longacre,Completed,05/09/2016 12:00:00 AM,09/09/2016 12:00:00 AM,Bristol Water,Road Closure,358292.01,160260.12,51.339888703918312,-2.600144774589296,"(51.33988870391831, -2.600144774589296)",4,33,89,21,1
30015185,Tree trimming - No excavation,Outside 34 to Outside Lissett,Completed,16/08/2016 12:00:00 AM,16/08/2016 12:00:00 AM,1167 SHEP/WELL M&R,Stop/Go Boards,367065,154639,51.289924520116728,-2.47368422207692,"(51.28992452011673, -2.47368422207692)",11,11,289,25,1
30015320,Please replace existing CST,20,Completed,28/07/2016 10:04:25 AM,03/08/2016 12:00:00 AM,Bristol Water,Signing Only,367481,166953,51.400668633189639,-2.468847900070837,"(51.40066863318964, -2.4688479000708368)",17,82,434,16,1
