AADFYear,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_km,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles,id,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
2001,48359,South West,Bath and North East Somerset,A367,PU,375005,164350,A36/A3064 roundabout,Broad Quay,0.1,0.06,187,318,15862,1160,1749,200,14,6,3,9,13,245,19334,bc3a97c9c847b7318d31c8b9990a94e300a651fd,"(51.37765, -2.36051)",35,20,12,7,1
2001,56111,South West,Bath and North East Somerset,A4,PR,380000,167630,A363,LA Boundary,2,1.24,15,157,9868,166,1242,326,67,44,32,43,28,540,11973,3d8b86a2e75459b7b904b0e3fbd4416dbb6d9b0f,"(51.40734, -2.28893)",1,26,41,10,1
2001,56378,South West,Bath and North East Somerset,A36,TR,377840,160000,LA Boundary,LA Boundary,3.1,1.92,6,112,8946,82,858,319,69,60,82,157,191,878,10876,d4e23d4ea3d6dcaeae3a129b5727bfafe2e364bc,"(51.33865, -2.31951)",10,113,52,10,1
2001,56445,South West,Bath and North East Somerset,A4,PU,373300,165100,A431,A3604,0.3,0.18,189,342,21590,809,2266,279,24,9,9,4,7,332,25339,4e46b66268cdc30762e521b9ffb7ca163782434c,"(51.38432, -2.38506)",34,54,207,9,1
2001,56503,South West,Bath and North East Somerset,A46,TR,375273,170000,A4,LA Boundary,5.1,3.16,4,82,14111,83,2002,611,117,88,132,221,240,1409,17687,18c66b8fc8ce091ad0b36687a714ec3a3bfc401a,"(51.42846, -2.35706)",1,25,51,10,1
2001,56952,South West,Bath and North East Somerset,A362,PU,368000,154759,B3355,A367,2.1,1.3,65,143,13936,174,1887,287,54,31,17,53,54,496,16636,889ab1897739d2d6651928a456dccc7d0c7cad30,"(51.29106, -2.46029)",26,99,507,26,1
2001,57032,South West,Bath and North East Somerset,A368,PR,365000,161630,A37,A39,4.4,2.73,8,85,4288,32,553,94,17,18,6,6,6,147,5105,d4b5580eec552cedbfb093facc460f47d80a719f,"(51.35267, -2.50399)",8,40,130,16,1
2001,57046,South West,Bath and North East Somerset,A362,PU,370000,154560,A367,Manor Rd,1.4,0.86,39,80,6567,142,1220,232,34,25,22,27,63,403,8412,a292c1b9728694fb8c29483ec7c7c93325a41d96,"(51.28939, -2.43159)",12,78,416,24,1
2001,57290,South West,Bath and North East Somerset,A4175,PR,364728,169000,A4174 roundabout,road from Stockwood Hill,1,0.62,110,121,9477,170,1277,284,38,7,12,20,39,400,11445,8961c20b2af0e5d61912bc7f63cd97682c462b99,"(51.41891, -2.50862)",24,49,171,1,1
2001,57772,South West,Bath and North East Somerset,A4,PU,375156,165673,A3039,A36,0.2,0.12,259,521,15791,434,1888,379,30,12,7,5,1,434,19068,e3dc8e9db86bfb1f7807cd7cc716ef17e581a65b,"(51.38955, -2.35844)",35,22,15,7,1
2001,57774,South West,Bath and North East Somerset,A3039,PU,375070,165290,Saracen St,A4 London Rd,0.5,0.31,176,51,5935,340,549,114,2,0,7,3,0,126,7001,8bd45473a780b8e9b6c7c7ac740f208a3d6601fb,"(51.38611, -2.35964)",35,22,17,7,1
2001,57934,South West,Bath and North East Somerset,A3604,PU,374000,164775,A36,A367 roundabout,1.6,0.99,116,209,19727,452,2551,505,130,53,40,70,78,876,23815,9deb6e89eb7eb2d38c080c44e46082e57e976e1d,"(51.38143, -2.37498)",32,103,538,13,1
2001,73016,South West,Bath and North East Somerset,A368,PR,355000,156980,LA boundary,B3114,4.8,2.98,10,34,3452,37,599,105,12,6,7,12,14,156,4278,d3532f0eb1af9da7e76d48dbf3543822149e552a,"(51.31015, -2.64699)",4,32,87,21,1
2001,73017,South West,Bath and North East Somerset,A37,PR,362894,155349,LA boundary,A362,0.2,0.12,10,120,10640,65,1726,437,74,34,80,161,141,927,13478,01fffde67070f8a860c5840198eeeec4714c7130,"(51.29605, -2.53357)",3,43,133,23,1
2001,73020,South West,Bath and North East Somerset,A36,TR,378080,162056,LA boundary,B3018,0.1,0.06,0,78,8960,86,995,301,47,30,104,216,233,931,11050,4b702db9a2858d77cc4908d4e56e9f6a40b34a9a,"(51.35715, -2.31619)",10,113,56,10,1
2001,73024,South West,Bath and North East Somerset,A4175,PU,365600,168940,B3116,LA boundary,0.5,0.31,105,510,16937,235,2342,230,18,18,6,10,5,287,20311,12322a0fc25deb32d91f92c0d877dac78a884c85,"(51.41843, -2.49608)",24,48,161,1,1
2001,73025,South West,Bath and North East Somerset,A4174,PR,364290,169940,A4,LA boundary,0.5,0.31,11,533,21068,97,3227,622,87,64,40,112,90,1015,25940,861d0629e65297b4774447d3a5c871da7be505ea,"(51.42734, -2.51502)",24,48,161,1,1
2001,73026,South West,Bath and North East Somerset,A4,PR,363955,169760,LA boundary,A4174,0.5,0.31,147,1592,28367,464,4625,1056,102,47,107,168,120,1600,36648,e961d1c3e5f27065bb16f016165262b47f1b23b1,"(51.4257, -2.51982)",24,48,161,1,1
2001,74521,South West,Bath and North East Somerset,A36,PU,375856,165236,Darlington St,Warminster Rd,0.5,0.31,83,30,4781,94,419,127,22,9,4,10,13,185,5509,45f864ee6381fcf22d9e99ba9e053bb3de25be68,"(51.38566, -2.34834)",22,30,74,12,1
2001,75360,South West,Bath and North East Somerset,A367,PU,374950,164450,Broad Quay,Corn St,0.1,0.06,73,74,6590,718,703,75,2,6,5,3,0,91,8176,3ccfa761618dc7f02892381a7b9a35203683b8c5,"(51.37855, -2.36131)",35,20,14,7,1
2001,75361,South West,Bath and North East Somerset,A367,PU,375000,164490,Ambury,A3039,0.2,0.12,85,100,9978,1019,1157,152,12,10,5,1,3,183,12437,084db14eac197362845a69e5973d4ca2c9313b4a,"(51.37891, -2.36059)",35,20,14,7,1
2001,75362,South West,Bath and North East Somerset,A367,PU,375040,164370,Churchill Bridge,A3039,0.1,0.06,85,100,9978,1019,1157,152,12,10,5,1,3,183,12437,75fe0d5b3b89b53f52e2f2b5ec504c9193b3524e,"(51.37784, -2.36001)",35,21,13,7,1
2001,75363,South West,Bath and North East Somerset,A367,PU,374970,164380,Churchill Bridge,Ambury,0.1,0.06,85,100,9978,1019,1157,152,12,10,5,1,3,183,12437,025dcbd6e05ecbb2884002d4d9cc940c8383b6f8,"(51.37792, -2.36102)",35,20,12,7,1
2001,75364,South West,Bath and North East Somerset,A367,PU,374900,164410,Broad Quay,Avon St,0.1,0.06,17,70,5075,208,471,56,2,1,3,1,2,65,5889,93425c8bc7ef2f2dcf07b49dec4508408c066228,"(51.37819, -2.36203)",35,20,14,7,1
2001,75365,South West,Bath and North East Somerset,A367,PU,374900,164510,Green Park Rd,Ambury,0.2,0.12,17,70,5075,208,471,56,2,1,3,1,2,65,5889,b696cde9ca1089063fe7cc300286deec8aec1774,"(51.37909, -2.36203)",35,20,14,7,1
2001,75366,South West,Bath and North East Somerset,A3039,PU,375030,165050,Northgate St,Saracen St,0.1,0.06,117,116,7707,529,1027,194,4,1,5,1,0,205,9584,ab8045bcbb3cc0a2da8ad62a5f073224136fa6a3,"(51.38395, -2.3602)",35,20,11,7,1
2001,75367,South West,Bath and North East Somerset,A3039,PU,375040,165110,Broad St,Walcot St,0.1,0.06,270,86,9131,582,858,173,2,0,10,4,0,189,10846,e4f7916dac3a6f5bcb55d4ef300c09333ae9ce49,"(51.38449, -2.36006)",35,20,7,7,1
2001,75368,South West,Bath and North East Somerset,A3039,PU,375070,165050,Northgate St,Walcot St,0.1,0.06,132,34,4401,204,396,85,2,0,4,2,0,93,5128,969af1c78928e7080f42cd42674e178bbe2956bb,"(51.38395, -2.35963)",35,20,11,7,1
2001,76061,South West,Bath and North East Somerset,A4,PR,371600,165740,A36,A4 principal,0.4,0.24,62,338,17638,263,2003,208,11,5,6,10,6,246,20488,0bd0ab567e83b1a22df602fca50cb39f4bc085dc,"(51.38998, -2.40954)",9,28,68,22,1
2001,77949,South West,Bath and North East Somerset,A367,PU,373750,162070,Sulis Manor Rd roundabout,A3062,0.8,0.49,47,257,15746,263,1847,302,30,44,18,39,43,476,18589,0e8bffd7f2e65fdc8953e71096913c64514622ab,"(51.3571, -2.37837)",30,60,334,19,1
2001,77950,South West,Bath and North East Somerset,A36,PU,373000,164660,Connection Rd,A3604,1.2,0.74,75,114,12878,427,1505,334,47,15,24,45,32,497,15421,3b8aa096a9fa2d2ecdf27626cee1bb345246f81b,"(51.38035, -2.38934)",32,103,578,13,1
2001,77951,South West,Bath and North East Somerset,A36,TR,378950,164000,"Hanton Hill, Bathampton",B3108,4.6,2.85,12,53,8436,100,681,292,42,31,64,165,132,726,9996,98f0b10c4eb81e7d209d6587c8e6b9705985dd96,"(51.37467, -2.30381)",1,27,49,10,1
2001,77952,South West,Bath and North East Somerset,A4,PU,372500,165230,Old Newbridge Hill,A431,1.4,0.86,69,375,19578,292,2224,231,13,5,6,11,7,273,22742,f98ddf7e8065b76b20805ffb98d5e04040ec583e,"(51.38544, -2.39657)",29,17,317,8,1
2001,77953,South West,Bath and North East Somerset,A363,PU,378660,167000,Bathford Hill,A4,0.2,0.12,14,117,8205,17,1199,243,29,24,42,31,49,418,9956,8717b243f46f0e186b915bed6985a4c8f3e6566f,"(51.40162, -2.30815)",1,26,41,10,1
2001,77954,South West,Bath and North East Somerset,A431,PU,372600,165500,A4,Penn Hill Rd,1.3,0.8,102,43,5839,69,538,63,6,8,4,4,2,87,6576,7fdf882fbbeaa942cbf4aa0e60c2cc67ef8eb022,"(51.38787, -2.39515)",29,16,319,8,1
2001,77976,South West,Bath and North East Somerset,A37,PU,361230,168000,Staunton Lane,LA Boundary,0.5,0.31,21,315,13602,105,2273,642,85,64,53,184,333,1361,17656,80e75900fc3b757c1191003e5ea8a260476b7f96,"(51.40969, -2.55882)",7,75,402,20,1
2001,78006,South West,Bath and North East Somerset,A4175,PU,365100,168910,road to Stockwood Hill,B3116,0.6,0.37,117,128,10045,180,1353,301,40,7,12,22,41,423,12129,8bb22c6648b7279aca991da3cdd88dccbdc43078,"(51.41813, -2.50327)",24,49,171,1,1
2001,78024,South West,Bath and North East Somerset,A362,PR,370250,154360,Manor Rd,LA Boundary,0.2,0.12,35,73,5976,129,1110,211,31,23,20,25,57,367,7655,bfa07153c7f9f6900d83d5685fbc479dd1a0b4a2,"(51.2876, -2.42799)",12,78,416,24,1
2001,99383,South West,Bath and North East Somerset,A4,TR,377610,166610,A46,A363,2.1,1.3,20,315,16050,128,2183,463,73,41,79,101,66,823,19499,f73a182615efad649357238d56a73875b01acdb0,"(51.39808, -2.32322)",1,24,31,10,1
2002,6133,South West,Bath and North East Somerset,A4,PU,375000,165200,Broad St,A3039,0.5,0.31,208,327,13319,92,1782,302,16,6,3,0,4,331,15851,b629eeca5abe8ad12e3d5dc1d32916aba443e773,"(51.3853, -2.36064)",35,20,7,7,1
2002,6134,South West,Bath and North East Somerset,A4,PR,365000,169290,A4174/A4175,B3116,2.8,1.73,16,568,20392,212,3301,710,126,66,60,113,139,1214,25687,4ed9e43b4628daa15fe239278d1b0bf1880cd0ed,"(51.42154, -2.50474)",24,49,171,1,1
2002,6382,South West,Bath and North East Somerset,A37,PR,361700,165000,B3130,Staunton Lane,3.2,1.98,19,267,11567,89,1893,543,77,59,41,135,310,1165,14981,a2034b9c6bf1263383bb814683c3fa5ea3c1118f,"(51.38275, -2.55174)",7,74,399,20,1
2002,6990,South West,Bath and North East Somerset,A36,PU,375300,164240,A367 roundabout,A3062 roundabout,0.5,0.31,176,449,23755,355,2437,650,103,27,43,96,151,1070,28066,a2f7af53fb256181e398f1d5802f8fda4899e463,"(51.37668, -2.35627)",33,109,567,12,1
2002,7128,South West,Bath and North East Somerset,A367,PU,374700,164540,Avon St,A4,0.7,0.43,93,167,7970,679,770,101,3,1,2,2,5,114,9700,60d241b53847efafe3553992229b58b449ad8d85,"(51.37935, -2.36491)",34,55,196,9,1
2002,7937,South West,Bath and North East Somerset,A4,PR,372000,165640,Broadway,Old Newbridge Hill,0.4,0.24,34,283,16603,302,1977,272,18,14,7,8,9,328,19493,6fadae2e06063d18d5b83d38fa28d1c610378a28,"(51.3891, -2.40378)",29,18,313,8,1
2002,8116,South West,Bath and North East Somerset,A362,PU,366000,154970,B3355,B3355,1.5,0.93,27,92,5938,89,821,106,20,11,3,10,20,170,7110,92875f14dd10ebbf7e3881cf81a20452d9a0272b,"(51.29284, -2.48899)",11,10,280,25,1
2002,8292,South West,Bath and North East Somerset,A36,PU,375619,165276,Darlington St,Beckford Rd,0.2,0.12,177,201,11899,374,1784,666,87,30,32,38,85,938,15196,059c14880532065d4013e6f142b97870e2ff3c15,"(51.38601, -2.35175)",35,21,24,7,1
2002,16122,South West,Bath and North East Somerset,A36,PR,372200,165000,A4(T),Connection Rd,1.5,0.93,23,222,10670,95,1549,450,52,47,45,76,105,775,13311,15fc9ed7a4099b635cd8841fe6d01b3ebc4c7ad0,"(51.38336, -2.40086)",28,92,478,11,1
2002,16354,South West,Bath and North East Somerset,A37,PR,361900,160000,A39,A368,5.7,3.54,2,196,9169,98,1766,477,69,39,34,121,270,1010,12239,3266558dd3d2b9f33404f4a00314f3004f6c966d,"(51.33781, -2.54832)",5,34,95,20,1
2002,16389,South West,Bath and North East Somerset,A39,PR,364800,160000,B3115,A368,3.5,2.17,18,61,7521,46,1012,197,27,21,7,30,30,312,8952,811dfb5348c8915baf9baeba0f301331fae2cd15,"(51.338, -2.5067)",8,40,126,16,1
2002,16957,South West,Bath and North East Somerset,A367,PR,372050,160820,B3115,Sulis Manor Rd roundabout,1.7,1.05,45,237,14598,245,1677,279,30,44,15,31,44,443,17200,4c1c9fbc5f38ca5b9038f5a70a9fa6b8ddc94379,"(51.34577, -2.40269)",9,28,67,22,1
2002,17552,South West,Bath and North East Somerset,A3062,PU,375630,164000,A36 roundabout,North Rd/The Avenue,1.7,1.05,53,86,4900,179,377,50,12,0,1,0,3,66,5608,3c580cd2bb711a2b162d48ab2ccc1ca8eb143c8a,"(51.37453, -2.35151)",33,110,574,12,1
2002,17920,South West,Bath and North East Somerset,A36,PU,375440,165500,Beckford Rd,A4,0.5,0.31,218,323,17050,173,1975,511,87,47,69,123,191,1028,20549,b3d78ee4ad88338f5609165b802e5e212b23a108,"(51.388, -2.35434)",35,21,19,7,1
2002,18277,South West,Bath and North East Somerset,A4,PU,375010,165130,Saracen St,George St,0.1,0.06,34,45,3133,203,481,53,9,1,2,1,0,66,3928,c1e8ddaa1d9f3818712210b3ed572ed7721bbc10,"(51.38467, -2.3605)",35,20,7,7,1
2002,26126,South West,Bath and North East Somerset,A4,PU,376000,166200,A36,A46,2,1.24,167,327,20150,396,2278,644,96,46,97,118,186,1187,24338,32605b9fa9c823413555d24d567ba51aeef6c00a,"(51.39432, -2.34634)",36,95,490,4,1
2002,26127,South West,Bath and North East Somerset,A4,PR,370000,165500,B3116,A39,5,3.1,58,507,20199,246,2762,616,68,42,53,102,89,970,24684,55b19328f828d50942651bdd738eea00742d0d01,"(51.38774, -2.43252)",9,28,68,22,1
2002,26381,South West,Bath and North East Somerset,A36,TU,376000,165451,Sydney Rd/Beckford Rd,"Hantone Hill, Bathampton",1.9,1.18,51,124,12728,212,871,364,57,27,52,99,122,721,14656,91dccc1b0eeccb597a5144cc946fe08c4a960813,"(51.3876, -2.34629)",22,30,72,12,1
2002,26417,South West,Bath and North East Somerset,A39,PR,363500,157000,A37,B3355,1,0.62,13,91,5113,35,777,255,57,39,10,29,59,449,6465,7fdee8f78f2ffbb08232f4d9af6de4223e98fb34,"(51.31094, -2.52505)",3,43,136,23,1
2002,27024,South West,Bath and North East Somerset,A36,PU,375640,165000,A3062 roundabout,Sydney Place,1.1,0.68,102,290,20134,322,2349,527,106,51,41,76,133,934,24029,44422ade86c8a5e11df569edd652afcfef613c02,"(51.38353, -2.35143)",35,21,3,7,1
2002,27025,South West,Bath and North East Somerset,A367,PU,368000,154500,LA boundary,A362,2.6,1.61,53,124,10193,246,1298,269,38,41,15,28,39,430,12291,4d8d1ca22865b08b9dfe2c8cf81964c3388200fd,"(51.28874, -2.46026)",26,99,507,26,1
2002,27026,South West,Bath and North East Somerset,A368,PR,360000,161000,B3114,A37,9,5.59,15,70,3824,49,769,88,18,2,6,6,14,134,4846,a9962ba9dafc4ac0b66ddf30f201cc1cbaeca2f4,"(51.34667, -2.57571)",6,31,79,21,1
2002,27156,South West,Bath and North East Somerset,A4,PU,374000,165200,A3604,A367,1.1,0.68,177,323,14421,675,2311,323,8,28,4,3,0,366,18096,d478a0cecb3c1f442154c41beaa727c6ded27b0b,"(51.38525, -2.37502)",34,115,205,9,1
2002,27638,South West,Bath and North East Somerset,A3062,PU,375000,162260,A367,The Avenue/Ralph Allen Drive,2.4,1.49,92,131,10127,174,938,91,2,2,0,0,0,95,11465,e85ff28cf52a79f1f6e412c3f3cae8fc4a978ce6,"(51.35886, -2.36044)",19,36,121,18,1
2002,28320,South West,Bath and North East Somerset,A36,PU,375783,165443,Bathwick St,Warminster Rd,0.5,0.31,200,112,8983,279,1077,280,39,20,64,115,150,668,11119,ecd382c1e18f27e3a203b7637fa1d24cb92b8fec,"(51.38752, -2.34941)",36,96,499,6,1
2002,36131,South West,Bath and North East Somerset,A4,PU,374700,165000,A367,Broad St,0.6,0.37,91,91,7269,139,1144,168,12,3,2,2,2,189,8832,bd25753f187e1d29c07f2e915ca643ad56471b82,"(51.38349, -2.36494)",34,55,193,9,1
2002,36389,South West,Bath and North East Somerset,A37,PR,361770,164000,A368,B3130,3.2,1.98,3,186,11103,79,2207,516,87,69,63,150,269,1154,14729,71fc4ef699f9801a45562ac9532b01984e6d91a0,"(51.37376, -2.55062)",7,74,399,20,1
2002,36423,South West,Bath and North East Somerset,A39,PR,370000,165300,A368,A4,6,3.72,33,91,9730,77,1062,231,50,13,6,23,28,351,11311,2f4d6cd6a467ec9546838afd6b8a65b18650efb1,"(51.38594, -2.4325)",9,28,68,22,1
2002,37050,South West,Bath and North East Somerset,A367,PU,374800,164300,A3062,A36/A3064 roundabout,3,1.86,53,271,14646,885,1506,272,35,16,12,19,22,376,17684,fafa66c5254cc03cb1e04db6bb512ba4292dc6a3,"(51.3772, -2.36345)",33,109,,12,1
2002,38015,South West,Bath and North East Somerset,A3039,PU,375085,164955,Dorchester St,Broad St,0.9,0.55,221,49,2251,749,275,47,5,0,2,0,0,54,3378,23ee806321ac6cf5a659fac36bd80598c9bf31ee,"(51.3831, -2.35941)",35,20,11,7,1
2002,38606,South West,Bath and North East Somerset,A363,PR,379280,165000,LA Boundary,Bathford Hill,3.1,1.92,14,103,7481,16,1165,225,29,24,35,25,50,388,9153,4ec248bc2c2513c8f82c2b5cd59595f1a5618517,"(51.38367, -2.29912)",1,24,45,10,1
2002,46133,South West,Bath and North East Somerset,A4,PR,371000,165500,A39,A36,1.4,0.86,58,527,23852,554,2903,698,87,43,40,80,111,1059,28895,51b9d1ae3c3b54e5383da2f443dc52e0e89ce342,"(51.3878, -2.41814)",9,28,68,22,1
2002,46389,South West,Bath and North East Somerset,A37,PR,362930,156000,A362,A39,1.4,0.86,8,194,13702,129,2170,647,126,53,64,129,309,1328,17523,e0468e395bbf78ef54c5867a3ffe85c61cea213a,"(51.30191, -2.53312)",3,43,131,23,1
2002,46421,South West,Bath and North East Somerset,A39,PR,364000,157500,B3355,B3115,2.8,1.73,11,164,7884,101,1336,220,65,13,9,20,48,375,9860,dcd5dd46040c7689b1d7744186d9a4923a45df88,"(51.31547, -2.51793)",3,43,136,23,1
2002,47026,South West,Bath and North East Somerset,A362,PR,365000,154900,A37,B3355,3,1.86,22,119,8115,82,1201,309,50,37,22,73,87,578,10095,9b13a580909ebce38b4f637cf7c8a4dfbf1df118,"(51.29215, -2.50332)",13,67,373,23,1
2002,47031,South West,Bath and North East Somerset,A367,PR,370000,156940,A362,B3115,8.7,5.4,3,118,10559,131,1327,258,70,22,23,32,33,438,12573,b194790533911d6276528b82e426a5368a38d9da,"(51.31078, -2.43179)",15,72,377,22,1
2002,47162,South West,Bath and North East Somerset,A431,PR,370000,167400,"Penn Hill Rd, Bath",LA boundary,4.6,2.85,12,112,5992,67,646,79,4,8,7,3,2,103,6920,a8bbc79303556bfe626b5089ae421b4af5547abf,"(51.40483, -2.43268)",1,25,50,10,1
2002,47897,South West,Bath and North East Somerset,A3604,PU,373580,165000,A4,A36,0.3,0.18,138,119,14085,197,2002,234,23,44,8,7,8,324,16727,3baa9849b6e3b92b2798acace40adcd65f445b88,"(51.38344, -2.38103)",32,103,538,13,1
2002,48359,South West,Bath and North East Somerset,A367,PU,375005,164350,A36/A3064 roundabout,Broad Quay,0.1,0.06,194,330,16116,1169,1875,189,14,6,3,7,14,233,19723,2126bb633206406d426f54d01294c0aa1a95604b,"(51.37765, -2.36051)",35,20,12,7,1
2002,56111,South West,Bath and North East Somerset,A4,PR,380000,167630,A363,LA Boundary,2,1.24,21,117,9724,150,1179,275,49,25,17,28,49,443,11613,56051a70342a7406d72c5529d03ff48dc0473378,"(51.40734, -2.28893)",1,26,41,10,1
2002,56378,South West,Bath and North East Somerset,A36,TR,377840,160000,LA Boundary,LA Boundary,3.1,1.92,6,110,9054,87,926,328,76,66,78,144,220,912,11089,b07ecd47eec759dcebdb4cf2f7f47fb49164f57a,"(51.33865, -2.31951)",10,113,52,10,1
