AADFYear,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_km,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles,id,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
2003,8116,South West,Bath and North East Somerset,A362,PU,366000,154970,B3355,B3355,1.5,0.93,24,131,5719,87,891,103,20,11,3,9,22,168,6996,d6645ac511591a5106c2cc8c8dbbd0c21dfbb561,"(51.29284, -2.48899)",11,10,280,25,1
2003,8292,South West,Bath and North East Somerset,A36,PU,375619,165276,Darlington St,Beckford Rd,0.2,0.12,158,286,11458,364,1937,645,89,32,30,34,94,924,14969,f62e4394ac004fa2f7691c698426c17cb1e4aeec,"(51.38601, -2.35175)",35,21,24,7,1
2003,16122,South West,Bath and North East Somerset,A36,PR,372200,165000,A4(T),Connection Rd,1.5,0.93,19,241,10905,94,1715,468,58,54,43,68,117,808,13763,f7d61e57e27855ea719b10c326d11296a5d8d424,"(51.38336, -2.40086)",28,92,478,11,1
2003,16354,South West,Bath and North East Somerset,A37,PR,361900,160000,A39,A368,5.7,3.54,2,240,9252,102,1990,469,71,41,32,105,292,1010,12594,f2e4cd5ffb560c91eff2c6d482e1d031c5039c3c,"(51.33781, -2.54832)",5,34,95,20,1
2003,16389,South West,Bath and North East Somerset,A39,PR,364800,160000,B3115,A368,3.5,2.17,15,74,7589,48,1140,193,28,23,7,26,32,309,9160,d929d16f6d87625a519f32b391ce512b19eb7811,"(51.338, -2.5067)",8,40,126,16,1
2003,16957,South West,Bath and North East Somerset,A367,PR,372050,160820,B3115,Sulis Manor Rd roundabout,1.7,1.05,37,257,14919,243,1857,290,33,50,15,28,49,465,17741,da691858fff9248790f21de2d3d08f6be81f3fda,"(51.34577, -2.40269)",9,28,67,22,1
2003,17552,South West,Bath and North East Somerset,A3062,PU,375630,164000,A36 roundabout,North Rd/The Avenue,1.7,1.05,48,122,4718,175,410,48,12,0,1,0,3,64,5489,99c26ca211b8c566dc325bbc5984923050de3d67,"(51.37453, -2.35151)",33,110,574,12,1
2003,17920,South West,Bath and North East Somerset,A36,PU,375440,165500,Beckford Rd,A4,0.5,0.31,195,362,16811,155,2153,549,99,55,66,109,210,1088,20569,c0026f16c55907850226b7d57be5def7984cb720,"(51.388, -2.35434)",35,21,19,7,1
2003,18277,South West,Bath and North East Somerset,A4,PU,375010,165130,Saracen St,George St,0.1,0.06,94,72,3520,194,450,76,7,0,1,0,0,84,4320,75b3b03625f651192e638f6f33157bab0da14251,"(51.38467, -2.3605)",35,20,7,7,1
2003,26126,South West,Bath and North East Somerset,A4,PU,376000,166200,A36,A46,2,1.24,149,366,19868,353,2483,692,109,54,93,105,205,1258,24328,4c2f2a7637dadc4e403b0aa75c3a897be8e187d5,"(51.39432, -2.34634)",36,95,490,4,1
2003,26127,South West,Bath and North East Somerset,A4,PR,370000,165500,B3116,A39,5,3.1,49,551,20643,244,3057,640,74,48,51,91,99,1003,25498,03f13926931eb3a05c82885235a40844346fc23e,"(51.38774, -2.43252)",9,28,68,22,1
2003,26381,South West,Bath and North East Somerset,A36,TU,376000,165451,Sydney Rd/Beckford Rd,"Hantone Hill, Bathampton",1.9,1.18,46,176,12257,206,946,353,58,29,49,88,135,712,14297,25b7dafcf7848620d3cba6c43e10b01bb3673339,"(51.3876, -2.34629)",22,30,72,12,1
2003,26417,South West,Bath and North East Somerset,A39,PR,363500,157000,A37,B3355,1,0.62,11,112,5159,37,876,251,59,42,10,25,64,451,6635,c64eaa04e26c0f99f598d938bc2b8dad3b05fdf5,"(51.31094, -2.52505)",3,43,136,23,1
2003,27024,South West,Bath and North East Somerset,A36,PU,375640,165000,A3062 roundabout,Sydney Place,1.1,0.68,176,332,19820,210,2278,607,84,23,39,61,129,943,23583,bc59a7c86ece8886ff61a9e368e0c69fcaa133d5,"(51.38353, -2.35143)",35,21,3,7,1
2003,27025,South West,Bath and North East Somerset,A367,PU,368000,154500,LA boundary,A362,2.6,1.61,47,176,9815,239,1410,261,38,43,15,24,43,424,12064,f05473a2feb10639aa8606a713aa886f05ada65f,"(51.28874, -2.46026)",26,99,507,26,1
2003,27026,South West,Bath and North East Somerset,A368,PR,360000,161000,B3114,A37,9,5.59,18,75,4608,50,579,80,7,13,1,3,13,117,5429,1fd61c6d0bc8a8fcd4a2ff37d202b8e591f2a63e,"(51.34667, -2.57571)",6,31,79,21,1
2003,27156,South West,Bath and North East Somerset,A4,PU,374000,165200,A3604,A367,1.1,0.68,339,411,14413,713,1882,298,33,4,3,2,0,340,17759,3f6eb9155fb72b6ba6798dd99c9218e9019d6572,"(51.38525, -2.37502)",34,115,205,9,1
2003,27638,South West,Bath and North East Somerset,A3062,PU,375000,162260,A367,The Avenue/Ralph Allen Drive,2.4,1.49,82,186,9752,170,1019,88,2,2,0,0,0,92,11219,f2267cd24b23d53ed932080537e598255d8b5dda,"(51.35886, -2.36044)",19,36,121,18,1
2003,28320,South West,Bath and North East Somerset,A36,PU,375783,165443,Bathwick St,Warminster Rd,0.5,0.31,179,159,8651,271,1170,271,39,22,62,102,166,662,10913,8efda7e4d804c23d0906a4f888a956c0628c0599,"(51.38752, -2.34941)",36,96,499,6,1
2003,36131,South West,Bath and North East Somerset,A4,PU,374700,165000,A367,Broad St,0.6,0.37,81,130,7000,135,1243,163,12,3,2,2,2,184,8692,dd1746d4df3d2d3d69c6a541c9980cf283c8e6d0,"(51.38349, -2.36494)",34,55,193,9,1
2003,36389,South West,Bath and North East Somerset,A37,PR,361770,164000,A368,B3130,3.2,1.98,3,228,11202,82,2487,507,90,74,59,131,291,1152,15151,dac972c8d357cc2efa3d30fea908373790f83c87,"(51.37376, -2.55062)",7,74,399,20,1
2003,36423,South West,Bath and North East Somerset,A39,PR,370000,165300,A368,A4,6,3.72,17,160,9957,56,1107,162,41,11,15,16,38,283,11563,e32478694c3497496aa511bfe945d79369dd8bac,"(51.38594, -2.4325)",9,28,68,22,1
2003,37050,South West,Bath and North East Somerset,A367,PU,374800,164300,A3062,A36/A3064 roundabout,3,1.86,48,386,14104,861,1636,264,36,17,12,17,24,370,17357,80586bd826c850cd7467075cc751511e459a234d,"(51.3772, -2.36345)",33,109,,12,1
2003,38015,South West,Bath and North East Somerset,A3039,PU,375085,164955,Dorchester St,Broad St,0.9,0.55,326,54,2031,735,265,67,11,0,1,0,0,79,3164,b6342fd9a96bceee3ed63904d35eefe526f95185,"(51.3831, -2.35941)",35,20,11,7,1
2003,38606,South West,Bath and North East Somerset,A363,PR,379280,165000,LA Boundary,Bathford Hill,3.1,1.92,4,109,8489,21,1091,298,39,33,25,36,56,487,10197,29709a9798b24a8935f01e57687f5b3914fb8c83,"(51.38367, -2.29912)",1,24,45,10,1
2003,46133,South West,Bath and North East Somerset,A4,PR,371000,165500,A39,A36,1.4,0.86,48,572,24377,548,3214,726,95,49,38,72,124,1104,29815,dc5e00e567d3b682baac6b2b9060476883b6f988,"(51.3878, -2.41814)",9,28,68,22,1
2003,46389,South West,Bath and North East Somerset,A37,PR,362930,156000,A362,A39,1.4,0.86,7,211,14003,127,2402,673,138,60,62,115,343,1391,18134,246fb4d3fa03981565198f9011d9095e49fdad14,"(51.30191, -2.53312)",3,43,131,23,1
2003,46421,South West,Bath and North East Somerset,A39,PR,364000,157500,B3355,B3115,2.8,1.73,8,117,8175,93,1121,256,44,27,10,12,38,387,9893,221985bb46c07930802ec8fc2e4c742826d517c2,"(51.31547, -2.51793)",3,43,136,23,1
2003,47026,South West,Bath and North East Somerset,A362,PR,365000,154900,A37,B3355,3,1.86,19,146,8188,85,1354,303,52,40,21,63,94,573,10346,c23942b3eb82a5739b3b1aa2c636778f3bc46502,"(51.29215, -2.50332)",13,67,373,23,1
2003,47031,South West,Bath and North East Somerset,A367,PR,370000,156940,A362,B3115,8.7,5.4,12,175,11159,63,1204,232,54,10,11,27,29,363,12964,19b1f4ee73fbee0147c03dabd1604fdc9bf56c51,"(51.31078, -2.43179)",15,72,377,22,1
2003,47162,South West,Bath and North East Somerset,A431,PR,370000,167400,"Penn Hill Rd, Bath",LA boundary,4.6,2.85,10,138,6046,69,728,77,4,8,7,3,2,101,7082,bf1312f8d19f9413cd70c747d6296f80f9d8ee49,"(51.40483, -2.43268)",1,25,50,10,1
2003,47897,South West,Bath and North East Somerset,A3604,PU,373580,165000,A4,A36,0.3,0.18,124,170,13564,192,2174,227,23,46,8,6,9,319,16419,686360c0b4ee8d1c23998ffc355793f2b1cd7386,"(51.38344, -2.38103)",32,103,538,13,1
2003,48359,South West,Bath and North East Somerset,A367,PU,375005,164350,A36/A3064 roundabout,Broad Quay,0.1,0.06,275,285,14107,945,1277,154,17,2,8,4,5,190,16804,9418001266ca3748f4522c753ff1dc15bc5f4816,"(51.37765, -2.36051)",35,20,12,7,1
2003,56111,South West,Bath and North East Somerset,A4,PR,380000,167630,A363,LA Boundary,2,1.24,18,144,9811,155,1328,271,51,27,16,24,53,442,11880,130730ee8419cbdf239d82990b58664264d1ae9a,"(51.40734, -2.28893)",1,26,41,10,1
2003,56378,South West,Bath and North East Somerset,A36,TR,377840,160000,LA Boundary,LA Boundary,3.1,1.92,3,116,8788,81,941,333,73,18,66,96,167,753,10679,d42789965d38b3763edae07ba29196106063c191,"(51.33865, -2.31951)",10,113,52,10,1
2003,56445,South West,Bath and North East Somerset,A4,PU,373300,165100,A431,A3604,0.3,0.18,176,388,21245,739,2476,288,28,11,8,4,7,346,25194,1c4ec3924c7489d2e4f60e4738a1d8bd01068e05,"(51.38432, -2.38506)",34,54,207,9,1
2003,56503,South West,Bath and North East Somerset,A46,TR,375273,170000,A4,LA Boundary,5.1,3.16,1,177,14369,89,2117,625,113,98,96,184,242,1358,18110,734d06b5f10d6d8d101c1891f2938dfd3bf68a53,"(51.42846, -2.35706)",1,25,51,10,1
2003,56952,South West,Bath and North East Somerset,A362,PU,368000,154759,B3355,A367,2.1,1.3,76,141,11233,176,1797,264,51,25,15,36,66,457,13804,9978d8e2b28c8b12bd40760d6cba2433c03cd0b0,"(51.29106, -2.46029)",26,99,507,26,1
2003,57032,South West,Bath and North East Somerset,A368,PR,365000,161630,A37,A39,4.4,2.73,8,89,4769,58,659,93,24,13,5,3,4,142,5717,322298421d791c613eca4af51a818229d4a5186c,"(51.35267, -2.50399)",8,40,130,16,1
2003,57046,South West,Bath and North East Somerset,A362,PU,370000,154560,A367,Manor Rd,1.4,0.86,14,158,6050,100,1193,181,47,25,12,30,116,411,7912,0c08bd60bfc42c1fb064156b04671032c8604856,"(51.28939, -2.43159)",12,78,416,24,1
2003,57290,South West,Bath and North East Somerset,A4175,PR,364728,169000,A4174 roundabout,road from Stockwood Hill,1,0.62,98,146,9676,188,1553,287,44,7,12,16,49,415,11978,93d791dfe1db411db3ccf95961d93948e81574e1,"(51.41891, -2.50862)",24,49,171,1,1
2003,57772,South West,Bath and North East Somerset,A4,PU,375156,165673,A3039,A36,0.2,0.12,240,770,15449,425,2198,348,30,12,7,5,1,403,19245,20cda9352950d2677f8099416d473064a8328f2b,"(51.38955, -2.35844)",35,22,15,7,1
2003,57774,South West,Bath and North East Somerset,A3039,PU,375070,165290,Saracen St,A4 London Rd,0.5,0.31,340,167,5335,389,468,78,6,2,6,0,0,92,6451,0dc26814ee2e82dbf2e93813049e7656569972c6,"(51.38611, -2.35964)",35,22,17,7,1
2003,57934,South West,Bath and North East Somerset,A3604,PU,374000,164775,A36,A367 roundabout,1.6,0.99,130,335,19399,388,2500,415,65,39,33,36,72,660,23282,f567b8c69ef3dabdd7932a290d31621aef0a3434,"(51.38143, -2.37498)",32,103,538,13,1
2003,73016,South West,Bath and North East Somerset,A368,PR,355000,156980,LA boundary,B3114,4.8,2.98,26,78,5252,49,810,124,12,9,14,11,16,186,6375,ce0ee1ea3aedaf705706eac3edcce2fe820db84b,"(51.31015, -2.64699)",4,32,87,21,1
2003,73017,South West,Bath and North East Somerset,A37,PR,362894,155349,LA boundary,A362,0.2,0.12,8,133,11005,68,2030,461,89,42,71,129,176,968,14204,91495ea457ae47453434b078fd22cbdcf55eb47a,"(51.29605, -2.53357)",3,43,133,23,1
2003,73020,South West,Bath and North East Somerset,A36,TR,378080,162056,LA boundary,B3018,0.1,0.06,5,265,10913,70,1103,286,58,35,95,149,134,757,13108,6185ef37ab8d987db3f389f020421612991d6473,"(51.35715, -2.31619)",10,113,56,10,1
2003,73024,South West,Bath and North East Somerset,A4175,PU,365600,168940,B3116,LA boundary,0.5,0.31,116,170,14433,112,1837,139,21,9,6,18,7,200,16752,ecd4c801e9c237324cac536081142dfcc97e707b,"(51.41843, -2.49608)",24,48,161,1,1
2003,73025,South West,Bath and North East Somerset,A4174,PR,364290,169940,A4,LA boundary,0.5,0.31,3,360,26240,71,3938,879,142,42,57,173,192,1485,32094,1d2896a538faddd3d547259939594dc3a7efe476,"(51.42734, -2.51502)",24,48,161,1,1
2003,73026,South West,Bath and North East Somerset,A4,PR,363955,169760,LA boundary,A4174,0.5,0.31,210,858,28016,337,4458,895,99,35,63,120,77,1289,34958,873b3d3e18661f13dfe0ca9274c77c3997e4f8af,"(51.4257, -2.51982)",24,48,161,1,1
2003,74521,South West,Bath and North East Somerset,A36,PU,375856,165236,Darlington St,Warminster Rd,0.5,0.31,77,44,4678,91,488,117,22,9,4,8,15,175,5476,d45936814a5ef1a7b8e2a043fa7286a241f533c0,"(51.38566, -2.34834)",22,30,74,12,1
2003,75360,South West,Bath and North East Somerset,A367,PU,374950,164450,Broad Quay,Corn St,0.1,0.06,21,184,5332,657,804,66,10,1,4,2,0,83,7060,a46b418846a7504a8c86cb2ad6f091093a650d35,"(51.37855, -2.36131)",35,20,14,7,1
2003,75361,South West,Bath and North East Somerset,A367,PU,375000,164490,Ambury,A3039,0.2,0.12,77,155,8226,859,985,99,10,6,3,1,1,120,10345,5c442de87817507429b73e7b9f3013d776864bad,"(51.37891, -2.36059)",35,20,14,7,1
2003,75362,South West,Bath and North East Somerset,A367,PU,375040,164370,Churchill Bridge,A3039,0.1,0.06,77,155,8226,859,985,99,10,6,3,1,1,120,10345,ec3c77c40ea3217689bedc46aa2ffa718fa595f4,"(51.37784, -2.36001)",35,21,13,7,1
2003,75363,South West,Bath and North East Somerset,A367,PU,374970,164380,Churchill Bridge,Ambury,0.1,0.06,77,155,8226,859,985,99,10,6,3,1,1,120,10345,9a404d7e34ba190a38b25a60e7a0a3746818c60d,"(51.37792, -2.36102)",35,20,12,7,1
2003,75364,South West,Bath and North East Somerset,A367,PU,374900,164410,Broad Quay,Avon St,0.1,0.06,16,104,4965,204,548,51,2,1,3,1,2,60,5881,402203222c15c1191e393dcf7fb2f2115827a039,"(51.37819, -2.36203)",35,20,14,7,1
2003,75365,South West,Bath and North East Somerset,A367,PU,374900,164510,Green Park Rd,Ambury,0.2,0.12,16,104,4965,204,548,51,2,1,3,1,2,60,5881,da144071038986ec7920814a06573411fe0f86cf,"(51.37909, -2.36203)",35,20,14,7,1
2003,75366,South West,Bath and North East Somerset,A3039,PU,375030,165050,Northgate St,Saracen St,0.1,0.06,235,154,5607,406,651,106,9,1,3,0,0,119,6937,cc8f7b22eb5cfc97aeffd796d9ad5a44ea1b3ddd,"(51.38395, -2.3602)",35,20,11,7,1
2003,75367,South West,Bath and North East Somerset,A3039,PU,375040,165110,Broad St,Walcot St,0.1,0.06,515,266,7956,639,716,115,8,3,9,0,0,135,9712,0e931da1a61020363d355b88dd4d0a0cf1dc178f,"(51.38449, -2.36006)",35,20,7,7,1
2003,75368,South West,Bath and North East Somerset,A3039,PU,375070,165050,Northgate St,Walcot St,0.1,0.06,259,116,4162,254,351,62,5,1,5,0,0,73,4956,e635936e48bebaf21df76e90b037f6e3c1a2d9d6,"(51.38395, -2.35963)",35,20,11,7,1
2003,76061,South West,Bath and North East Somerset,A4,PR,371600,165740,A36,A4 principal,0.4,0.24,28,307,16968,298,2189,283,20,16,7,7,10,343,20105,842a424eefebf4cb7e108a91addf2f9811506551,"(51.38998, -2.40954)",9,28,68,22,1
2003,77949,South West,Bath and North East Somerset,A367,PU,373750,162070,Sulis Manor Rd roundabout,A3062,0.8,0.49,42,285,16560,269,2061,322,37,55,16,31,54,515,19690,0cb9699a8905aad8dd93e426e88a4fedd40957e4,"(51.3571, -2.37837)",30,60,334,19,1
2003,77950,South West,Bath and North East Somerset,A36,PU,373000,164660,Connection Rd,A3604,1.2,0.74,70,168,12601,419,1753,306,50,15,22,35,40,468,15409,588d0d6ff0bd12cfbe601239b79ced1391a94d44,"(51.38035, -2.38934)",32,103,578,13,1
2003,77951,South West,Bath and North East Somerset,A36,TR,378950,164000,"Hanton Hill, Bathampton",B3108,4.6,2.85,11,65,8614,110,828,295,46,39,57,132,164,733,10350,e2cf0dc02bcbcfdfc3b1958d1f85f79cf32ff7c8,"(51.37467, -2.30381)",1,27,49,10,1
2003,77952,South West,Bath and North East Somerset,A4,PU,372500,165230,Old Newbridge Hill,A431,1.4,0.86,32,341,18835,331,2429,314,22,18,7,8,11,380,22316,6d16b2f91af8e2ab5238c7554229450bf7a81004,"(51.38544, -2.39657)",29,17,317,8,1
2003,77953,South West,Bath and North East Somerset,A363,PU,378660,167000,Bathford Hill,A4,0.2,0.12,4,121,9423,23,1211,331,43,37,28,39,62,540,11318,34c25b72dcf4022c97897c7c8402a7367fa64f3c,"(51.40162, -2.30815)",1,26,41,10,1
2003,77954,South West,Bath and North East Somerset,A431,PU,372600,165500,A4,Penn Hill Rd,1.3,0.8,96,63,5712,67,626,57,6,8,2,3,2,78,6546,b348b763e938ff161508f4b3e3e27440f4cb7dd3,"(51.38787, -2.39515)",29,16,319,8,1
2003,77976,South West,Bath and North East Somerset,A37,PU,361230,168000,Staunton Lane,LA Boundary,0.5,0.31,5,263,14384,135,2451,511,103,90,57,206,256,1223,18456,e62499a6b518388f2e52e2e8d2dd07c5c1c06779,"(51.40969, -2.55882)",7,75,402,20,1
2003,78006,South West,Bath and North East Somerset,A4175,PU,365100,168910,road to Stockwood Hill,B3116,0.6,0.37,104,155,10257,200,1646,304,46,8,12,17,52,439,12697,cf67028a6be88743c34c35e910df8d3bac200f3a,"(51.41813, -2.50327)",24,49,171,1,1
2003,78024,South West,Bath and North East Somerset,A362,PR,370250,154360,Manor Rd,LA Boundary,0.2,0.12,13,144,5506,90,1085,165,43,23,10,27,106,374,7199,61c8822d8ff45aba369e04776fe8598fdfdac2de,"(51.2876, -2.42799)",12,78,416,24,1
2003,99383,South West,Bath and North East Somerset,A4,TR,377610,166610,A46,A363,2.1,1.3,18,349,16879,130,2435,495,89,51,71,80,82,868,20661,d5ed688a0f5bb376170635fc36e2e047784e1be9,"(51.39808, -2.32322)",1,24,31,10,1
2004,6133,South West,Bath and North East Somerset,A4,PU,375000,165200,Broad St,A3039,0.5,0.31,227,142,12214,45,1745,219,16,2,6,3,3,249,14395,e2c9c3aa20a2ddfc2b1c9a123df19e0035adf45f,"(51.3853, -2.36064)",35,20,7,7,1
2004,6134,South West,Bath and North East Somerset,A4,PR,365000,169290,A4174/A4175,B3116,2.8,1.73,32,637,21585,188,3090,701,118,47,48,114,182,1210,26710,8af0a5227b560a266eda7fc636f4cada6a2e3d23,"(51.42154, -2.50474)",24,49,171,1,1
2004,6382,South West,Bath and North East Somerset,A37,PR,361700,165000,B3130,Staunton Lane,3.2,1.98,5,221,12090,93,2254,451,95,87,45,152,235,1065,15723,90acb4071cbfc03cfefdc31f4d27c6856b2f2715,"(51.38275, -2.55174)",7,74,399,20,1
2004,6990,South West,Bath and North East Somerset,A36,PU,375300,164240,A367 roundabout,A3062 roundabout,0.5,0.31,216,290,22855,237,2596,574,94,32,36,70,150,956,26934,5dedc1531138792b7cbe58cf4dfd68b9a1bdd117,"(51.37668, -2.35627)",33,109,567,12,1
2004,7128,South West,Bath and North East Somerset,A367,PU,374700,164540,Avon St,A4,0.7,0.43,97,172,7968,201,749,104,2,4,4,0,1,115,9205,8dcfa87e607c7c4d66932c0613440b0704399174,"(51.37935, -2.36491)",34,55,196,9,1
2004,73026,South West,Bath and North East Somerset,A4,PR,363955,169760,LA boundary,A4174,0.5,0.31,205,872,28492,280,4962,956,111,40,60,107,86,1360,35966,e06e6765749b82375f251dfd01e33271acbcac61,"(51.4257, -2.51982)",24,48,161,1,1
2004,7937,South West,Bath and North East Somerset,A4,PR,372000,165640,Broadway,Old Newbridge Hill,0.4,0.24,28,312,17257,247,2436,302,22,18,7,7,11,367,20619,a22580deea4ae2fac83656a12d310b1ce293e95f,"(51.3891, -2.40378)",29,18,313,8,1
2004,8116,South West,Bath and North East Somerset,A362,PU,366000,154970,B3355,B3355,1.5,0.93,19,86,5793,71,981,125,27,15,3,9,26,205,7136,613a57c1d314aeaccc0cee9e57b4ed7ce4e1464a,"(51.29284, -2.48899)",11,10,280,25,1
2004,8292,South West,Bath and North East Somerset,A36,PU,375619,165276,Darlington St,Beckford Rd,0.2,0.12,237,220,13722,332,1655,426,70,29,30,65,110,730,16659,fb4af433d172bf728d1fea7ad5f4c1799782d5ce,"(51.38601, -2.35175)",35,21,24,7,1
2004,16122,South West,Bath and North East Somerset,A36,PR,372200,165000,A4(T),Connection Rd,1.5,0.93,19,245,11090,78,1908,500,64,62,42,61,130,859,14180,73a34b44dd423504dc4fe2e127dbd0bf5c3a4327,"(51.38336, -2.40086)",28,92,478,11,1
2004,16354,South West,Bath and North East Somerset,A37,PR,361900,160000,A39,A368,5.7,3.54,1,165,9377,104,1663,446,94,41,26,92,270,969,12278,946bd248fd3de1c2eb5506945634696a04c4cbf8,"(51.33781, -2.54832)",5,34,95,20,1
2004,16389,South West,Bath and North East Somerset,A39,PR,364800,160000,B3115,A368,3.5,2.17,15,77,7597,41,1149,201,31,25,6,22,35,320,9184,8294f7abc27ace33722ba6c8e9c7a3cfcb837b25,"(51.338, -2.5067)",8,40,126,16,1
2004,16957,South West,Bath and North East Somerset,A367,PR,372050,160820,B3115,Sulis Manor Rd roundabout,1.7,1.05,37,164,14643,216,1875,275,46,29,5,12,40,407,17305,3d2a8cbac842c6be082fcc2c2c611aee5d56caf3,"(51.34577, -2.40269)",9,28,67,22,1
2004,17552,South West,Bath and North East Somerset,A3062,PU,375630,164000,A36 roundabout,North Rd/The Avenue,1.7,1.05,38,80,4780,143,451,59,16,0,1,0,4,80,5534,f807e61a65a7ae0e46e055fc89453de4941e3ee8,"(51.37453, -2.35151)",33,110,574,12,1
2004,17920,South West,Bath and North East Somerset,A36,PU,375440,165500,Beckford Rd,A4,0.5,0.31,158,319,16844,143,2133,551,104,60,62,97,230,1104,20543,f52022608491ea19b5e50d0f72c42f7820f5aa85,"(51.388, -2.35434)",35,21,19,7,1
2004,18277,South West,Bath and North East Somerset,A4,PU,375010,165130,Saracen St,George St,0.1,0.06,76,47,3566,159,495,93,9,0,1,0,0,103,4370,851d868acf81c9f8dedee6e92ce2722c264b43e1,"(51.38467, -2.3605)",35,20,7,7,1
2004,26126,South West,Bath and North East Somerset,A4,PU,376000,166200,A36,A46,2,1.24,156,355,20593,391,2656,600,98,34,102,155,188,1177,25172,2b0eb58c514ca890d27bd95114cdbe6dcf11f791,"(51.39432, -2.34634)",36,95,490,4,1
2004,26127,South West,Bath and North East Somerset,A4,PR,370000,165500,B3116,A39,5,3.1,45,485,19112,210,2944,625,109,118,33,84,128,1097,23848,660e760bffb96f0941ddc884db5dcb099115c60a,"(51.38774, -2.43252)",9,28,68,22,1
2004,26381,South West,Bath and North East Somerset,A36,TU,376000,165451,Sydney Rd/Beckford Rd,"Hantone Hill, Bathampton",1.9,1.18,37,116,12417,169,1042,429,75,38,51,83,158,834,14578,814e972487bc495e75085d9494415d20a14ec7d0,"(51.3876, -2.34629)",22,30,72,12,1
2004,26417,South West,Bath and North East Somerset,A39,PR,363500,157000,A37,B3355,1,0.62,11,115,5164,31,882,259,64,47,9,22,69,470,6662,c98e461393d6791d4e28e86cbd384b570649a6ae,"(51.31094, -2.52505)",3,43,136,23,1
2004,27024,South West,Bath and North East Somerset,A36,PU,375640,165000,A3062 roundabout,Sydney Place,1.1,0.68,143,292,19860,195,2258,609,89,25,38,54,142,957,23562,2b4fcb97436096db901f742b747ca8d6e51ca771,"(51.38353, -2.35143)",35,21,3,7,1
2004,27025,South West,Bath and North East Somerset,A367,PU,368000,154500,LA boundary,A362,2.6,1.61,71,159,10395,198,1546,256,36,37,8,18,53,408,12706,e9146ebdf7063297d69bae5ebab6bf82e87de576,"(51.28874, -2.46026)",26,99,507,26,1
2004,27026,South West,Bath and North East Somerset,A368,PR,360000,161000,B3114,A37,9,5.59,18,77,4612,43,584,82,8,14,1,3,14,122,5438,c12eb72af5a5cf273784be687d1244c08d8497df,"(51.34667, -2.57571)",6,31,79,21,1
2004,27156,South West,Bath and North East Somerset,A4,PU,374000,165200,A3604,A367,1.1,0.68,274,269,14601,583,2073,363,43,4,3,2,0,415,17941,fe0777db005c8796b65e4c98e913727b05255e36,"(51.38525, -2.37502)",34,115,205,9,1
2004,27638,South West,Bath and North East Somerset,A3062,PU,375000,162260,A367,The Avenue/Ralph Allen Drive,2.4,1.49,66,123,9879,139,1121,108,2,2,0,0,0,112,11374,502097e51e7decdbc7d0f7816999031a136b773c,"(51.35886, -2.36044)",19,36,121,18,1
2004,28320,South West,Bath and North East Somerset,A36,PU,375783,165443,Bathwick St,Warminster Rd,0.5,0.31,145,105,8763,222,1287,331,52,28,62,97,194,764,11141,ceec39e408daa430e3fa5a445359914d731fa642,"(51.38752, -2.34941)",36,96,499,6,1
2004,36131,South West,Bath and North East Somerset,A4,PU,374700,165000,A367,Broad St,0.6,0.37,66,85,7091,111,1367,198,16,4,2,2,2,224,8878,75b1f550684278fde936adde923fe9637f665fb2,"(51.38349, -2.36494)",34,55,193,9,1
2004,36389,South West,Bath and North East Somerset,A37,PR,361770,164000,A368,B3130,3.2,1.98,3,229,10902,93,1814,411,76,36,29,120,252,924,13962,499d3402936f5887a6ccd84bb08bd94838592a23,"(51.37376, -2.55062)",7,74,399,20,1
2004,36423,South West,Bath and North East Somerset,A39,PR,370000,165300,A368,A4,6,3.72,16,165,9967,49,1116,167,45,13,15,14,42,296,11593,38b27fe92f206051d0f0350cf02643af6610d9d2,"(51.38594, -2.4325)",9,28,68,22,1
2004,37050,South West,Bath and North East Somerset,A367,PU,374800,164300,A3062,A36/A3064 roundabout,3,1.86,55,263,14473,741,1565,283,45,22,11,15,40,416,17458,124de7ee8c8787fcbc12c05d0261c6b344b612ac,"(51.3772, -2.36345)",33,109,,12,1
2004,38015,South West,Bath and North East Somerset,A3039,PU,375085,164955,Dorchester St,Broad St,0.9,0.55,264,36,2057,602,292,81,15,0,1,0,0,97,3084,d3f8bd90a405d12a34ea558cff274a2b5c737b37,"(51.3831, -2.35941)",35,20,11,7,1
2004,38606,South West,Bath and North East Somerset,A363,PR,379280,165000,LA Boundary,Bathford Hill,3.1,1.92,4,113,8498,19,1099,308,42,37,24,31,61,503,10232,355ec04977820e4f2ee418ea26ba75b0f62a5eb6,"(51.38367, -2.29912)",1,24,45,10,1
2004,46133,South West,Bath and North East Somerset,A4,PR,371000,165500,A39,A36,1.4,0.86,48,581,24791,453,3577,775,108,57,36,64,137,1177,30579,286684f8cc05dd1bc0ee2cfb0fc0ae7f8ed923a0,"(51.3878, -2.41814)",9,28,68,22,1
