id,uri,title,published,isbn,author
GBA619647,http://bnb.data.bl.uk/id/resource/013392208,Faces of a clown,2005,1405634901,Stella Cameron
GBA870184,http://bnb.data.bl.uk/id/resource/014083766,Family games,2005,140545606X,Nigel Gross
GBA470217,http://bnb.data.bl.uk/id/resource/013002183,Desert devil,2004,0786265671,Rena McKay
GB96Y4456,http://bnb.data.bl.uk/id/resource/007713381,Clung,1996,0745139248,Max Brand
GBA739456,http://bnb.data.bl.uk/id/resource/013751912,Prince of Twilight,2007,1405640804,Maggie Shayne
GBB106553,http://bnb.data.bl.uk/id/resource/015729595,The Wombles,2011,1405664827,Elisabeth Beresford
GB96X2233,http://bnb.data.bl.uk/id/resource/007713474,Gunman's legacy,1996,0745147569,Max Brand
GBA0Z7470,http://bnb.data.bl.uk/id/resource/008391991,The dipper,2000,075401343X,Marcia Willett
GB8209852,http://bnb.data.bl.uk/id/resource/008783451,Rebel's return,1982,0893404160,Edwin Booth
GB8412304,http://bnb.data.bl.uk/id/resource/008783075,Jane Scott meets the doctor,1984,0851190863,Carol Gaye
GBA619654,http://bnb.data.bl.uk/id/resource/013392215,A little night matchmaking,2005,0786279060,Debrah Morris
GB97X5768,http://bnb.data.bl.uk/id/resource/007714330,Nine days to kill,1997,0745189717,Julie Ellis
GBB276670,http://bnb.data.bl.uk/id/resource/010912841,Rogue's rendezvous,2003,078624920X,Nelson C. Nye
GB9611573,http://bnb.data.bl.uk/id/resource/009480692,Dolphin love : sixty ways to live and love like a dolphin,1994,0952481502,Chris Michell
GBA2U6348,http://bnb.data.bl.uk/id/resource/006913115,The adventures of Comanche John : Western stories,2002,0786235365,Dan Cushman
GB8622164,http://bnb.data.bl.uk/id/resource/009444122,Smith,1987,0745104487,Leon Garfield
GB98Z8072,http://bnb.data.bl.uk/id/resource/009492757,Venezuela handbook,1998,190094913X,Alan Murphy
GB8412443,http://bnb.data.bl.uk/id/resource/008783069,The amorous bicycle,1984,0851190804,Ursula Bloom
GB99Y9777,http://bnb.data.bl.uk/id/resource/008391864,Low country,1999,0786214244,Anne Rivers Siddons
GB8544654,http://bnb.data.bl.uk/id/resource/009443975,The wolves of Willoughby Chase,1986,0745102999,Joan Aiken
GBA579845,http://bnb.data.bl.uk/id/resource/013296970,Come shining through,2005,1405633468,Dilys Gater
GBA632215,http://bnb.data.bl.uk/id/resource/013426762,Hip to bead : 32 contemporary projects for today's beader,2006,1931499950,Katie Hacker
GB8719652,http://bnb.data.bl.uk/id/resource/010736962,Hold my hand I'm dying,1987,0862205670,John Gordon Davis
GBB1C6470,http://bnb.data.bl.uk/id/resource/015959593,Bingo barge murder,2012,1445838249,Jessie Chandler
GBA4Y0442,http://bnb.data.bl.uk/id/resource/008394998,Sea music,2004,0754095282,Sara MacDonald
GB8804127,http://bnb.data.bl.uk/id/resource/010104106,The mill house cat,1988,0859978842,Marjorie-Ann Watts
GBA0X6164,http://bnb.data.bl.uk/id/resource/008393877,Dead ringer,2000,0754041468,Roger Ormerod
GB8204999,http://bnb.data.bl.uk/id/resource/008783438,Bride's dilemma,1982,0851194613,Violet Winspear
GBA619601,http://bnb.data.bl.uk/id/resource/013392162,Everyone worth knowing,2005,1405612673,Lauren Weisberger
GBA0Z5292,http://bnb.data.bl.uk/id/resource/008392006,"44, a Dublin memoir",1999,0754013596,Peter Sheridan
GBA4X0618,http://bnb.data.bl.uk/id/resource/012880377,Diagnosis murder : the silent partner,2004,075407790X,Lee Goldberg
GBB103217,http://bnb.data.bl.uk/id/resource/015723450,The time traveller's guide to medieval England : a handbook for visitors to the fourteenth century,2011,1445855097,Ian Mortimer
GBA2X1227,http://bnb.data.bl.uk/id/resource/008392329,Sarah's window,2002,0786238917,Janice Graham
GBA1V9211,http://bnb.data.bl.uk/id/resource/008392303,Yesterday's shadow,2001,0754016706,Jon Cleary
GB7402517,http://bnb.data.bl.uk/id/resource/010972208,The tortoise and the hare,1973,0855949201,Elizabeth Jenkins
GB9494257,http://bnb.data.bl.uk/id/resource/009444579,The brass brigade,1994,0745146074,Will Cook
GB8739549,http://bnb.data.bl.uk/id/resource/009444323,Cameron's troop lift,1988,0745106501,Philip McCutchan
GBA827738,http://bnb.data.bl.uk/id/resource/014543130,The mouse family Robinson,2008,1405662484,Dick King-Smith
GBA509784,http://bnb.data.bl.uk/id/resource/013100372,The two of us : my life with John Thaw,2005,1405620935,Sheila Hancock
GBA634023,http://bnb.data.bl.uk/id/resource/013431840,Death of a minor character,2006,1405685468,Elizabeth Ferrars
GB9978011,http://bnb.data.bl.uk/id/resource/010768511,Pictorial history of English football,1999,1841640778,Robert Jeffery
GBA470206,http://bnb.data.bl.uk/id/resource/013002172,Down Daisy Street,2004,0754094073,Katie Flynn
GB8618332,http://bnb.data.bl.uk/id/resource/011948140,Eternal flame,1985,0373503024,Alicia Knight
GB8604290,http://bnb.data.bl.uk/id/resource/009444025,A carriage for Fiona,1986,0745103502,Stella March
GBA619659,http://bnb.data.bl.uk/id/resource/013392220,Prunella : the authorized biography of Prunella Scales,2006,1405648058,Teresa Ransom
GBB318690,http://bnb.data.bl.uk/id/resource/011556300,The hidden face,2002,0754074153,Victor Canning
GBA724475,http://bnb.data.bl.uk/id/resource/013704659,Old friends and new fancies : an imaginary sequel to the novels of Jane Austen,2007,140220888X,Sybil G. Brinton
GB98V3509,http://bnb.data.bl.uk/id/resource/008391868,Moving away,1999,0754012182,Louise Brindley
GBA888796,http://bnb.data.bl.uk/id/resource/014669140,The Morcai battalion,2008,1405645040,Diana Palmer
GB8220510,http://bnb.data.bl.uk/id/resource/008783471,The money men,1982,0851194958,William Haggard
GB99Z1954,http://bnb.data.bl.uk/id/resource/008391862,Crystal,1999,0754012123,V. C. Andrews
GB8220510,http://bnb.data.bl.uk/id/resource/008783471,The money men,1982,0893404330,William Haggard
GBA649590,http://bnb.data.bl.uk/id/resource/013475746,Bath tangle,2006,1405612134,Georgette Heyer
GBB067719,http://bnb.data.bl.uk/id/resource/015566803,Heading home,2010,1408486113,Katie Flynn
GB7203994,http://bnb.data.bl.uk/id/resource/009928210,The year of the yield,1972,0855946229,March Cost
GB98Y0809,http://bnb.data.bl.uk/id/resource/008393033,At Mrs Lippincote's,1998,0754032639,Elizabeth Taylor
GB96Y1921,http://bnb.data.bl.uk/id/resource/007714109,The dark room,1996,0783816944,Minette Walters
GBA994976,http://bnb.data.bl.uk/id/resource/015381067,The holy city,2009,1408429209,Pat McCabe
GBA775535,http://bnb.data.bl.uk/id/resource/013950794,Fitness kills,2007,1594145857,Helen Barer
GB9957374,http://bnb.data.bl.uk/id/resource/010768492,"Mr Mole gets lost, and other stories",1999,1841640212,Derek Hall
GB8801407,http://bnb.data.bl.uk/id/resource/009444357,Errant sleuth,1988,0745106846,Cyril Joyce
GB99V8123,http://bnb.data.bl.uk/id/resource/008393554,The Allies,1999,0786219831,Maurice Sellar
GBA546475,http://bnb.data.bl.uk/id/resource/013210619,For your heart only : a novel,2005,0786272554,Debra White Smith
GBA775375,http://bnb.data.bl.uk/id/resource/013950634,The affair of the bloodstained egg cosy,2007,1405619309,James Anderson
GBA4Y0429,http://bnb.data.bl.uk/id/resource/008395014,Transfer of power,2004,0754095622,Vince Flynn
GBA931359,http://bnb.data.bl.uk/id/resource/014938391,Thailand handbook,2009,1906098662,Andrew Spooner
GBB067642,http://bnb.data.bl.uk/id/resource/015566726,Waterslain angels,2010,1405664207,Kevin Crossley-Holland
GBA619596,http://bnb.data.bl.uk/id/resource/013392157,The woman of substance : the life and works of Barbara Taylor Bradford,2006,1405621710,Piers Dudgeon
GB8400340,http://bnb.data.bl.uk/id/resource/008113635,Marriage without love,1984,0850469708,Penny Jordan
GBA1Z3299,http://bnb.data.bl.uk/id/resource/008394074,The playboy and the widow,2000,0754043509,Debbie Macomber
GBA666847,http://bnb.data.bl.uk/id/resource/013522703,The turquoise sea,2006,140563670X,Hilary Wilde
GBA706689,http://bnb.data.bl.uk/id/resource/013650813,Valley of silence,2006,0786286806,Nora Roberts
GB9435069,http://bnb.data.bl.uk/id/resource/012702286,Woods & forests,1992,1857248228,Jane Walker
GB96Y7780,http://bnb.data.bl.uk/id/resource/007713403,Cameron's chase,1996,0786204737,Philip McCutchan
GBA4Z0916,http://bnb.data.bl.uk/id/resource/005604883,Blue horizon : part one,2004,0754095142,Wilbur A. Smith
GBA4Z0947,http://bnb.data.bl.uk/id/resource/005604882,The dark trail : a Western duo,2003,0786223979,Lauran Paine
GB7400224,http://bnb.data.bl.uk/id/resource/010960932,Death Canyon,1973,0850464625,Tex Riley
GB8742623,http://bnb.data.bl.uk/id/resource/010737076,Gently go man,1987,0862207142,Alan Hunter
GBB186493,http://bnb.data.bl.uk/id/resource/015851640,The house by the sea,2011,144585886X,Santa Montefiore
GBA795137,http://bnb.data.bl.uk/id/resource/014407660,Written on the wind,2008,1405643188,Lynn Granger
GBA0W7349,http://bnb.data.bl.uk/id/resource/008392084,The unburied,2000,0786225432,Charles Palliser
GBB134681,http://bnb.data.bl.uk/id/resource/015772336,Other people's money,2011,1445855550,Justin Cartwright
GBA338350,http://bnb.data.bl.uk/id/resource/009485530,Troika ceramics of Cornwall,2003,0953063739,E. George Perrott
GBB0C8426,http://bnb.data.bl.uk/id/resource/015679280,Gunsmoke bonanza,2011,1445856298,Chuck Martin
GB7425232,http://bnb.data.bl.uk/id/resource/011597401,The ancient constitution and the feudal law : a study of English historical thought in the seventeenth century,1974,085997040X,J. G. A. Pocock
GB8003334,http://bnb.data.bl.uk/id/resource/008113544,Murder comes home,1980,0850468795,Anthony Gilbert
GBA619643,http://bnb.data.bl.uk/id/resource/013392204,Buffalo township,2005,140563474X,Lauran Paine
GB8616911,http://bnb.data.bl.uk/id/resource/009445346,Whispers at twilight,1986,0745191665,Gail Trenton
GB8741243,http://bnb.data.bl.uk/id/resource/010736866,A judgement in stone,1987,0862202248,Ruth Rendell
GBA561001,http://bnb.data.bl.uk/id/resource/013256081,The Dracula murders,2005,0786274433,Philip Daniels
GB99Z1569,http://bnb.data.bl.uk/id/resource/009496747,Norma No Friends,1999,1902283864,Paula Metcalf
GBA560989,http://bnb.data.bl.uk/id/resource/013256069,Mixed blessings,2005,1405612010,Elvi Rhodes
GBA1Y8596,http://bnb.data.bl.uk/id/resource/008392213,The mermaid's feast,2001,0754015734,Janet Laurence
GB98Y0841,http://bnb.data.bl.uk/id/resource/008391777,Homecoming,1998,0754011259,Belva Plain
GB7325640,http://bnb.data.bl.uk/id/resource/010972171,The Spider King : a biographical novel of Louis XI of France,1973,0855948817,Lawrence Schoonover
GB8234934,http://bnb.data.bl.uk/id/resource/005613778,One way with words,1980,0904700100,Anne-Marie Gillam
GB8839721,http://bnb.data.bl.uk/id/resource/010736974,The house of green turf,1988,0862205794,Ellis Peters
GBA994963,http://bnb.data.bl.uk/id/resource/015381054,The forgotten garden,2009,1408428741,Kate Morton
GBA470228,http://bnb.data.bl.uk/id/resource/013002194,Simply sensual,2004,0754098516,Carly Phillips
GB8431077,http://bnb.data.bl.uk/id/resource/013119860,Brief springtime,1984,0745100619,Ursula Bloom
GBA622982,http://bnb.data.bl.uk/id/resource/013403034,"The world according to the Simpsons : what our favorite TV family says about life, love and the pursuit of the perfect donut",2006,1402206550,Steven Keslowitz
GB8408793,http://bnb.data.bl.uk/id/resource/008783610,The hard time bunch,1984,0893406465,Clifton Adams
GB8544649,http://bnb.data.bl.uk/id/resource/009443980,Charlotte's web,1986,0745103049,E. B. White
GBA983265,http://bnb.data.bl.uk/id/resource/014546937,Jams and preserves,2007,1407503669,Gina Steer
GBA680465,http://bnb.data.bl.uk/id/resource/013557760,Selected poems of Alfred Lord Tennyson,2006,1405638168,Alfred Tennyson Tennyson
GB7114795,http://bnb.data.bl.uk/id/resource/010960744,The serpent in the garden,1971,0850462053,Ethel M. Dell
GBA0X5837,http://bnb.data.bl.uk/id/resource/009492805,Egypt handbook,2000,1900949687,A. McLachlan
GBA1Z3302,http://bnb.data.bl.uk/id/resource/008394068,Sabre,2001,0754043452,Catherine Darby
GBA806538,http://bnb.data.bl.uk/id/resource/014493467,Arlington Park,2008,1405617616,Rachel Cusk
GB99Z1569,http://bnb.data.bl.uk/id/resource/009496747,Norma No Friends,1999,1902283880,Paula Metcalf
GB7314858,http://bnb.data.bl.uk/id/resource/010972119,The house in Clewe Street,1973,0855948280,Mary Lavin
GB7219723,http://bnb.data.bl.uk/id/resource/010960803,Thy neighbour's wife,1972,0850463130,Liam O'Flaherty
GBA827735,http://bnb.data.bl.uk/id/resource/014543127,Superloo : King Tut's golden toilet,2008,140566245X,W. C. Flushing
GBA1Z3301,http://bnb.data.bl.uk/id/resource/008394070,The second jeopardy,2001,0754043479,Roger Ormerod
GBA546674,http://bnb.data.bl.uk/id/resource/013210818,A thousand days in Tuscany : a bittersweet adventure,2005,1405633085,Marlena De Blasi
GB96W6955,http://bnb.data.bl.uk/id/resource/007713776,Tremor,1997,0745153860,Winston Graham
GB8422402,http://bnb.data.bl.uk/id/resource/008783625,Passionate silence,1984,0851196519,Nicole Monet
GB8309398,http://bnb.data.bl.uk/id/resource/008783519,Gun trouble,1983,0851195458,W. F. Bragg
GBA455582,http://bnb.data.bl.uk/id/resource/012959821,A girl named Rose,2003,075407319X,Betty Neels
GBA806554,http://bnb.data.bl.uk/id/resource/014493483,Caribbean moon,2007,0786297239,Marjorie Curtis
GBA0V7270,http://bnb.data.bl.uk/id/resource/008393925,Forbidden love,2000,0783890982,Catherine Vincent
GB98X0410,http://bnb.data.bl.uk/id/resource/011352596,Post mortem,1998,0754085252,Guy Cullingford
GB8611469,http://bnb.data.bl.uk/id/resource/010736951,I bought a star,1986,0862205565,Thomas Firbank
GBB259984,http://bnb.data.bl.uk/id/resource/016107400,Diamond deuce,2012,1445823942,Dudley Dean
GBB1C6459,http://bnb.data.bl.uk/id/resource/015959582,Death of a chimney sweep,2011,1410433668,M. C. Beaton
GBA486156,http://bnb.data.bl.uk/id/resource/013053018,Spellbound,2004,1405610379,Jane Green
GB8527651,http://bnb.data.bl.uk/id/resource/009445260,Deadman's gold,1985,0745190804,Al Cody
GB8748116,http://bnb.data.bl.uk/id/resource/010104092,The handsome man,1987,0859978680,Elissa Haden Guest
GBA3V8984,http://bnb.data.bl.uk/id/resource/006902591,Legend in the dust,2003,075408244X,D. B. Newton
GBA0X6218,http://bnb.data.bl.uk/id/resource/008392093,Harm done,2000,0754014495,Ruth Rendell
GB99W1551,http://bnb.data.bl.uk/id/resource/008391978,This shining land,1999,0783886209,Rosalind Laker
GB99V1378,http://bnb.data.bl.uk/id/resource/008391979,Chocolat,1999,0786220791,Joanne Harris
GBA9B1429,http://bnb.data.bl.uk/id/resource/015421746,The flight of the swallows),2010,1408430347,Audrey Howard
GB8318331,http://bnb.data.bl.uk/id/resource/008783933,Jubal Cade : bounty road,1983,0851199615,Charles R. Pike
GBA706756,http://bnb.data.bl.uk/id/resource/013650880,The curse of Magoria,2007,1405661739,Paul Stewart
GBB041052,http://bnb.data.bl.uk/id/resource/014560439,"Green parenting : the best for you, your children and the environment",2006,1904601391,Melissa Corkhill
GB98V2267,http://bnb.data.bl.uk/id/resource/007753242,William Shakespeare,1997,0754090159,Leon Ashworth
GB7025414,http://bnb.data.bl.uk/id/resource/012244856,Vanishing Bath,1970,0901571407,Peter Coard
GBA619650,http://bnb.data.bl.uk/id/resource/013392211,Embroidered truths,2005,1405634979,Monica Ferris
GB8209852,http://bnb.data.bl.uk/id/resource/008783451,Rebel's return,1982,0851194745,Edwin Booth
GB8507644,http://bnb.data.bl.uk/id/resource/009443820,The clutch of caution,1985,0745101429,Roderick Grant
GB98Y4821,http://bnb.data.bl.uk/id/resource/008391762,Flood tide,1998,0786212705,Clive Cussler
GB8707556,http://bnb.data.bl.uk/id/resource/010104134,Children at the gate,1987,0859979121,Lynne Reid Banks
GBA724614,http://bnb.data.bl.uk/id/resource/013704798,The return of the Texan,2007,1405681349,L. L. Foreman
GB9490728,http://bnb.data.bl.uk/id/resource/009444877,Ancient Greece,1992,0745152422,Alain Quesnel
GBA486180,http://bnb.data.bl.uk/id/resource/013053042,The book of Deborah,2004,1405630329,Maggy Whitehouse
GBA470163,http://bnb.data.bl.uk/id/resource/013002129,The jury on Smoky Hill,2004,0786264608,Jack Curtis
GBA579830,http://bnb.data.bl.uk/id/resource/013296955,The undomestic goddess,2005,1405621591,Sophie Kinsella
GBA971691,http://bnb.data.bl.uk/id/resource/015331867,Easy kill,2009,1408430657,Lin Anderson
GBA561009,http://bnb.data.bl.uk/id/resource/013256089,Lion of the lavabeds,2005,0786274379,Walker A. Tompkins
GBA486185,http://bnb.data.bl.uk/id/resource/013053047,Massacre Basin,2004,1405630728,Frank Wynne
GBA9B1495,http://bnb.data.bl.uk/id/resource/015421812,Gardeners : encounters with exceptional people,2010,1408457865,Diana Ross
GBA680259,http://bnb.data.bl.uk/id/resource/013557554,Bachelor for sale,2006,0786286660,Janet Wellington
GBA474679,http://bnb.data.bl.uk/id/resource/013017336,Local bus information strategy,2004,1903602106,James Willcock
GBA560789,http://bnb.data.bl.uk/id/resource/013255869,A death in Vienna,2005,0786264705,Daniel Silva
GBA486163,http://bnb.data.bl.uk/id/resource/013053025,The virgin's lover,2005,1405610506,Philippa Gregory
GB9481494,http://bnb.data.bl.uk/id/resource/008422571,Romeo and Juliet,1988,0745152406,Jennifer Mulherin
GB8041458,http://bnb.data.bl.uk/id/resource/010734891,"An evaluation of the use by teachers of British Petroleum's multi-media resource pack, 'A North Sea adventure'",1979,0861970012,"Scott, Jean"
GB9592975,http://bnb.data.bl.uk/id/resource/009444873,Macbeth,1988,0745152376,Jennifer Mulherin
GB9413407,http://bnb.data.bl.uk/id/resource/009444563,The tiger's spawn,1994,0745145914,Les Savage
GBA636889,http://bnb.data.bl.uk/id/resource/013437775,Trouble shooter,2006,1405635827,Jackson Cole
GBA995022,http://bnb.data.bl.uk/id/resource/015381113,The tale of Briar Bank,2009,1408432331,Susan Wittig Albert
GB8030524,http://bnb.data.bl.uk/id/resource/010548870,Bath water : the effect of the waters on the history of Bath and of medicine,1979,0903044099,George D. Kersley
GB8106036,http://bnb.data.bl.uk/id/resource/008783117,Plain murder,1981,0851191282,C. S. Forester
GBA546649,http://bnb.data.bl.uk/id/resource/013210793,Strange affair : an inspector Banks mystery,2005,1405611421,Peter Robinson
GB8727005,http://bnb.data.bl.uk/id/resource/010737069,Three days' terror,1987,086220707X,John Cre.asey
GBB1B3537,http://bnb.data.bl.uk/id/resource/015899736,Red snow,2011,1445837862,Wayne D. Overholser
GBA0Y4342,http://bnb.data.bl.uk/id/resource/008393819,Memories of the great & the good,2000,075404078X,Alistair Cooke
GB98Y4960,http://bnb.data.bl.uk/id/resource/007714234,The burning sky,1997,0783819781,Theodore V. Olsen
GBA724544,http://bnb.data.bl.uk/id/resource/013704728,April in Paris,2007,1405617942,Michael Wallner
GBA455302,http://bnb.data.bl.uk/id/resource/012959541,Rampage west,2004,1405680008,Leslie Ernenwein
GBA509822,http://bnb.data.bl.uk/id/resource/013100410,Learning to talk : short stories,2005,1405632453,Hilary Mantel
GB8401906,http://bnb.data.bl.uk/id/resource/008783594,Death of a crow,1984,0893407070,Ursula Cur.tiss
GB96Z4289,http://bnb.data.bl.uk/id/resource/007713401,Death of an ardent bibliophile,1996,0745139582,Bartholomew Gill
GB97V8079,http://bnb.data.bl.uk/id/resource/008391713,Acts of war,1998,0754010600,Tom Clancy
GB8623905,http://bnb.data.bl.uk/id/resource/009444132,Dark blue & dangerous,1987,0745104584,Jonathan Ross
GBA001482,http://bnb.data.bl.uk/id/resource/010764551,Essential Monet,1999,1840845147,Vanessa Potts
GB8857065,http://bnb.data.bl.uk/id/resource/010736891,Civil to strangers : and other writings,1988,0862202558,Barbara Pym
GBA636876,http://bnb.data.bl.uk/id/resource/013437762,Enemy mine,2005,1405635568,Kay Hooper
GBB266581,http://bnb.data.bl.uk/id/resource/011550356,"Groucho Marx, secret agent",2003,078624741X,Ron Goulart
GBB103211,http://bnb.data.bl.uk/id/resource/015723444,Three seconds,2011,1445854937,Anders Roslund
GB8701214,http://bnb.data.bl.uk/id/resource/009444984,"Winter in the morning : a young girl's life in the Warsaw Ghetto and beyond, 1939-1945",1987,0745170544,Janina Bauman
GB9024869,http://bnb.data.bl.uk/id/resource/008133435,Getting through to you : success and failure in communicating _ at home _ at work _ with friends,1991,094655160X,Alex Howard
GBA716565,http://bnb.data.bl.uk/id/resource/013683724,Welcome tiny star : baby's first year journal,2006,1402205627,Andrea Alban
GBB276677,http://bnb.data.bl.uk/id/resource/010282714,Two graves for a gunman,2002,075404937X,Barry Cord
GB99Z5614,http://bnb.data.bl.uk/id/resource/008393341,A gracious plenty,1999,0786216832,Sheri Reynolds
GBA579841,http://bnb.data.bl.uk/id/resource/013296966,The born survivor,2005,0786274646,Lauran Paine
GB8335490,http://bnb.data.bl.uk/id/resource/008113600,The girl of the sea of Cortez,1983,085046935X,Peter Benchley
GB8529993,http://bnb.data.bl.uk/id/resource/010736788,The Queen,1985,086220142X,Ann Morrow
GB9203272,http://bnb.data.bl.uk/id/resource/008809931,Bath at work,1989,0948975202,Duncan Harper
GBB0D0602,http://bnb.data.bl.uk/id/resource/015685336,Time train to the Blitz,2011,1405664630,Sophie McKenzie
GBA8D4315,http://bnb.data.bl.uk/id/resource/014837102,Destiny range,2009,140842147X,L. P. Holmes
GB9624912,http://bnb.data.bl.uk/id/resource/009444905,"Civilizations of Asia : India, China and the peoples of Southeast Asia and the Indian Ocean",1996,0745152791,Renzo Rossi
GBA563854,http://bnb.data.bl.uk/id/resource/013262315,Lobster & chips : just fish and potatoes,2005,1904573282,Trish Hilferty
GBA579827,http://bnb.data.bl.uk/id/resource/013296952,Eve Green,2005,1405611642,Susan Fletcher
GBA8D4289,http://bnb.data.bl.uk/id/resource/014837076,Moscow rules,2008,159722703x,Daniel Silva
GB9338516,http://bnb.data.bl.uk/id/resource/012040525,A time for transformation : empowering your life through awareness,1992,1853980412,Diana Cooper
GBA484446,http://bnb.data.bl.uk/id/resource/013046500,The vigilante,2004,1405630426,Ray Hogan
GB8431098,http://bnb.data.bl.uk/id/resource/008783657,The girl at Goldenhawk,1984,0893406988,Violet Winspear
GBB276677,http://bnb.data.bl.uk/id/resource/010282714,Two graves for a gunman,2002,0754049388,Barry Cord
GB98V4599,http://bnb.data.bl.uk/id/resource/008393142,The queen of hearts,1998,0786214554,Barbara Cartland
GBB067675,http://bnb.data.bl.uk/id/resource/015566759,Committed : a sceptic makes peace with marriage,2010,1410422763,Elizabeth Gilbert
GB97Y7969,http://bnb.data.bl.uk/id/resource/007713838,In the still of the night,1997,0783819447,Charlotte Lamb
GBA045219,http://bnb.data.bl.uk/id/resource/007051325,Mystery puzzles,1999,1841643610,Chris M. Dickson
GB98Z7347,http://bnb.data.bl.uk/id/resource/008391732,The raven hovers,1998,0754010791,Teresa Crane
GBA805609,http://bnb.data.bl.uk/id/resource/014232433,The little book of poker tips,2006,1904573509,Peter French
GB8741248,http://bnb.data.bl.uk/id/resource/010736865,Lunching at Laura's,1987,086220223X,Claire Rayner
GB98V3496,http://bnb.data.bl.uk/id/resource/008393269,A cat on stage left,1998,0754035131,Lydia Adamson
GBA619666,http://bnb.data.bl.uk/id/resource/013392227,Agent Angel : calling the shots,2006,1405660961,Annie Dalton
GBB128077,http://bnb.data.bl.uk/id/resource/015762676,Ghost mine gold,2011,1445856468,Walker A. Tompkins
GB8908292,http://bnb.data.bl.uk/id/resource/008422303,Lady! This is Love!,1990,0745110509,Ursula Bloom
GBA1Z3364,http://bnb.data.bl.uk/id/resource/008392177,A dance at the slaughterhouse,2000,0786229837,Lawrence Block
GBA995061,http://bnb.data.bl.uk/id/resource/015381152,The ghost and the haunted mansion,2009,1408442248,Alice Kimberly
GBB261219,http://bnb.data.bl.uk/id/resource/009639011,Heart of a widow,2003,0754088596,Angela Gordon
GB96Y1941,http://bnb.data.bl.uk/id/resource/007713567,Roman conqueror,1996,0745148549,Eva McDonald
GB8722229,http://bnb.data.bl.uk/id/resource/010104145,Mindshadow,1987,0859979237,J. M. Dillard
GB99Y6461,http://bnb.data.bl.uk/id/resource/008393383,The doctor went a'roaming,1999,0783884702,Claire Vernon
GB8426971,http://bnb.data.bl.uk/id/resource/009443733,Lady living alone,1984,0745100538,Norah Lofts
GB7409914,http://bnb.data.bl.uk/id/resource/010972237,Dandy Hart,1974,0855949503,C. Hamilton Ellis
GB8130570,http://bnb.data.bl.uk/id/resource/008783129,The case of the one-penny orange,1981,0851191401,E. V. Cunningham
GBA109706,http://bnb.data.bl.uk/id/resource/010771850,Fluff and Scruff two lost bunnies,2001,1842501798,Lesley Rees
GB96Y4438,http://bnb.data.bl.uk/id/resource/007714106,A clear blue sky,1996,0745179916,Barbara Whitnell
GB8204999,http://bnb.data.bl.uk/id/resource/008783438,Bride's dilemma,1982,0893404403,Violet Winspear
GB7916983,http://bnb.data.bl.uk/id/resource/010103672,Heart of a rose,1979,0859974189,Hilda Lewis
GBA995037,http://bnb.data.bl.uk/id/resource/015381128,Looking up,2009,140844139X,Tim Rushby-Smith
GBA679011,http://bnb.data.bl.uk/id/resource/013552978,Fire Island summer,2006,1594144745,Julie Ellis
GBA698827,http://bnb.data.bl.uk/id/resource/013608090,Crime brûlée,2006,1405638214,Nancy Fairbanks
GBB134673,http://bnb.data.bl.uk/id/resource/015772328,The poison tree,2011,144585497X,Erin Kelly
GB9001219,http://bnb.data.bl.uk/id/resource/011645317,The red carnelian,1990,086220349X,Phyllis A. Whitney
GB98Y0814,http://bnb.data.bl.uk/id/resource/008393026,What the animals tell me : the secrets of communicating with your pet,1998,075403271X,Sonya Fitzpatrick
GBA330103,http://bnb.data.bl.uk/id/resource/007031824,Woozle the Wizard and other scary stories,2000,075253405X,Caroline Repchuk
GB96W9094,http://bnb.data.bl.uk/id/resource/007713670,The crazy shoe shuffle,1996,0745149618,Gillian Cross
GBB102916,http://bnb.data.bl.uk/id/resource/015723149,A colourful death,2010,1408492695,Carola Dunn
GB9423736,http://bnb.data.bl.uk/id/resource/008835519,Whereyouwantogoto and other unlikely tales,1993,1898000352,E. Nesbit
GB7806349,http://bnb.data.bl.uk/id/resource/008113433,Ship in a bottle,1977,0850467659,Ursula Bloom
GBA0Y5761,http://bnb.data.bl.uk/id/resource/005656602,The Fairacre Festival ; & Tiggy,2000,0754039978,Read
GBB1C6481,http://bnb.data.bl.uk/id/resource/015959604,Fall from pride,2012,1445838508,Karen Harper
GBA694501,http://bnb.data.bl.uk/id/resource/013596225,A-Z of knitting,2006,0975709445,Sue Gardner
GBA636824,http://bnb.data.bl.uk/id/resource/013437710,Iris & Ruby,2006,1405612851,Rosie Thomas
GBA666870,http://bnb.data.bl.uk/id/resource/013522726,My roots : a decade in the garden,2006,1405648066,Monty Don
GBA513842,http://bnb.data.bl.uk/id/resource/013112635,Monster mission,2005,1405660570,Eva Ibbotson
GBA1X8303,http://bnb.data.bl.uk/id/resource/008394169,Afraid to love again,2001,0783894341,Joanne Lennox
GB7301066,http://bnb.data.bl.uk/id/resource/012022792,Citation patterns in the social sciences : results of pilot citation study and selection of source journals for main citation study,1972,0900843322,Design of Information Systems in the Social Sciences
GB97X5958,http://bnb.data.bl.uk/id/resource/008391664,The wine-dark opal,1997,0745187781,Virginia Coffman
GB96W7392,http://bnb.data.bl.uk/id/resource/009445152,Jumping Jenny,1997,0745187013,Anthony Berkeley
GB9494754,http://bnb.data.bl.uk/id/resource/009444880,What makes a Degas a Degas?,1994,0745152481,Richard Mühlberger
GB9711069,http://bnb.data.bl.uk/id/resource/009445128,Act of love,1996,0745186742,Celia Dale
