id,uri,title,published,isbn,author
GBA1W5719,http://bnb.data.bl.uk/id/resource/008394148,Trails west : western stories,2001,0754044386,Eugene Cunningham
GB8233084,http://bnb.data.bl.uk/id/resource/008783185,The Ipcress file,1983,0851191991,Len Deighton
GB98Z9085,http://bnb.data.bl.uk/id/resource/009493553,Bear in a square,1998,1901223027,Stella Blackstone
GB8943078,http://bnb.data.bl.uk/id/resource/008422911,The long farewell,1990,0745196519,"Innes, Michael"
GB7321725,http://bnb.data.bl.uk/id/resource/010972157,Without love,1973,0855948671,Gerald Hanley
GB96X2240,http://bnb.data.bl.uk/id/resource/007713430,Dangerous odyssey,1996,074513999X,Jane Edwards
GB7316421,http://bnb.data.bl.uk/id/resource/012257346,"Bath millenium : the Christian movement, 973-1973",1973,0950289701,Barbara Grace Stone
GBA509776,http://bnb.data.bl.uk/id/resource/013100364,Vessel of sadness,2005,140562065X,William Woodruff
GB97V8087,http://bnb.data.bl.uk/id/resource/008391706,The Eden inheritance,1998,075401052X,Janet Tanner
GB99W3681,http://bnb.data.bl.uk/id/resource/008393570,In Kensington Gardens once,1999,0754038238,H. R. F. Keating
GBB226680,http://bnb.data.bl.uk/id/resource/016049729,Outcasts of Picture Rocks,2012,1445887320,Cherry Wilson
GBA8B2422,http://bnb.data.bl.uk/id/resource/014760861,"The soul of a rhino : a Nepali adventure with kings and elephant drivers, billionaires, and bureaucrats, shamans and scientists, and the Indian rhinoceros",2008,1599211467,Hemanta R. Mishra
GBA994954,http://bnb.data.bl.uk/id/resource/015381045,The Pagan Stone,2009,140841497X,Nora Roberts
GB8621642,http://bnb.data.bl.uk/id/resource/009444978,Footsteps in the dark,1987,074517048X,Georgette Heyer
GBB276684,http://bnb.data.bl.uk/id/resource/007625674,The treasure within,2003,0754089274,Catherine Cross
GB9611812,http://bnb.data.bl.uk/id/resource/009445126,The 31st of February,1995,0745186726,Julian Symons
GB97Y7967,http://bnb.data.bl.uk/id/resource/007713840,The walker in shadows,1997,0745154506,Barbara Michaels
GBA484105,http://bnb.data.bl.uk/id/resource/013046159,A will and a way,2003,1587244896,Nora Roberts
GBA9B1469,http://bnb.data.bl.uk/id/resource/015421786,Leftover dead),2009,1408456443,Jimmie Ruth Evans
GBB295253,http://bnb.data.bl.uk/id/resource/012209237,Daisy Miller,2002,0786243864,Henry James
GB8507681,http://bnb.data.bl.uk/id/resource/009443814,A little local murder,1985,0745101364,Robert Barnard
GBA559156,http://bnb.data.bl.uk/id/resource/013250975,Paradise Valley,2005,1405680504,Jack Curtis
GB97Z6493,http://bnb.data.bl.uk/id/resource/007713691,Rippon rides double,1996,0745149820,Max Brand
GB8113710,http://bnb.data.bl.uk/id/resource/008783402,Because of yesterday,1981,0851194257,Stella March
GBA3U9190,http://bnb.data.bl.uk/id/resource/006945984,Marrakech,2004,1903471818,Justin McGuinness
GBA0V7333,http://bnb.data.bl.uk/id/resource/008392069,Post captain,2000,0786219335,Patrick O'Brian
GB99W2158,http://bnb.data.bl.uk/id/resource/009492788,Laos handbook,1999,1900949466,Joshua Eliot
GB8711606,http://bnb.data.bl.uk/id/resource/009445434,Spiderweb ridge,1987,0745192548,Walt Coburn
GBA546634,http://bnb.data.bl.uk/id/resource/013210778,Stephen Coonts' Deep black : dark zone,2005,1405611049,Stephen Coonts
GBB489081,http://bnb.data.bl.uk/id/resource/016492835,Four Bath Buns,2013,1903056365,Amanda Overeynder
GBB195995,http://bnb.data.bl.uk/id/resource/015388697,Princess Mia and the big smile,2009,1407555197,Rachel Elliot
GB8624234,http://bnb.data.bl.uk/id/resource/008133407,Kabbalah and psychology,1986,0946551243,Zʾev ben Shimon Halevi
GB8720587,http://bnb.data.bl.uk/id/resource/009444245,Hoffman vs. Hoffman : the actor and the man,1987,0745105726,Patrick Agan
GB7617577,http://bnb.data.bl.uk/id/resource/008813681,The Claverton herbal,1976,0950497118,Cathleen Maxwell
GB8742800,http://bnb.data.bl.uk/id/resource/008422580,Fahrenheit 451,1988,0745171060,Ray Bradbury
GBA530592,http://bnb.data.bl.uk/id/resource/013029417,The art of managing major procurement projects,2004,095471170X,David McEwen
GBA4X0639,http://bnb.data.bl.uk/id/resource/012880367,Endangering innocents,2003,0754072983,Priscilla Masters
GBA455175,http://bnb.data.bl.uk/id/resource/012959414,The Tristan betrayal,2004,0786256281,Robert Ludlum
GBA795145,http://bnb.data.bl.uk/id/resource/014407668,"Interesting, very interesting : the autobiography",2008,1405648910,Barry Davies
GB7404948,http://bnb.data.bl.uk/id/resource/011602454,User evaluation of an information service in social welfare : report of an interview and questionnaire study of the Wiltshire Social Services Staff Digest,1973,0900843454,Design of Information Systems in the Social Sciences
GBA619643,http://bnb.data.bl.uk/id/resource/013392204,Buffalo township,2005,1405634758,Lauran Paine
GBA8A9796,http://bnb.data.bl.uk/id/resource/014754570,Accidentally yours,2008,1597227617,Susan Mallery
GB8722238,http://bnb.data.bl.uk/id/resource/010104146,Ishmael,1987,0859979245,Barbara Hambly
GB8412302,http://bnb.data.bl.uk/id/resource/008783600,Shared moments,1984,0851196268,Mary Lynn Baxter
GBA4Z0982,http://bnb.data.bl.uk/id/resource/006946322,A lost mine named Salvation,2003,0754077470,Nelson C. Nye
GB7307994,http://bnb.data.bl.uk/id/resource/010972079,The reminiscences of Lady Randolph Churchill,1973,0855947888,Randolph Spencer Churchill
GBB1C6511,http://bnb.data.bl.uk/id/resource/015959634,If you can't stand the heat,2012,1410439534,Robin Allen
GBA002908,http://bnb.data.bl.uk/id/resource/010733157,Ancient wisdom,1999,0752535412,Cassandra Eason
GB7028476,http://bnb.data.bl.uk/id/resource/012244855,Light motor cars and voiturettes,1970,0901571393,John Henry Knight
GB8034138,http://bnb.data.bl.uk/id/resource/008113582,The Lesley affair,1980,0850469171,Frances Turk
GB8419667,http://bnb.data.bl.uk/id/resource/008783623,Of passion born,1984,0851196497,Suzanne Simmons Guntrum
GBA795076,http://bnb.data.bl.uk/id/resource/014407599,The savage garden,2007,1405618906,Mark Mills
GBA4Z1000,http://bnb.data.bl.uk/id/resource/008394541,Father's Day murder,2003,0754073920,Leslie Meier
GBB295251,http://bnb.data.bl.uk/id/resource/008296483,Another Eden : Patricia Gaffney,2003,075408700X,Patricia Gaffney
GBA2X5545,http://bnb.data.bl.uk/id/resource/008392325,The corrections,2002,0754017516,Jonathan Franzen
GBB492119,http://bnb.data.bl.uk/id/resource/016033327,"Wheat, gluten & dairy free",2011,1445462613,Christine France
GB7215514,http://bnb.data.bl.uk/id/resource/010960779,The black sheep,1972,0850462894,Ruby M. Ayres
GB8316352,http://bnb.data.bl.uk/id/resource/008783930,Not quite a lady,1983,0851199585,Sarah McCulloch
GBA4X0602,http://bnb.data.bl.uk/id/resource/012880393,Hell to pay,2003,078625615X,George P. Pelecanos
GBA1X8298,http://bnb.data.bl.uk/id/resource/008394177,Kincaid,2001,075404484X,John Callahan
GB99W1549,http://bnb.data.bl.uk/id/resource/008391985,Moon island,1999,0754013375,Rosie Thomas
GBA601870,http://bnb.data.bl.uk/id/resource/013348955,More cat tales from Moon Cottage,2005,1405633573,Marilyn Edwards
GBA666838,http://bnb.data.bl.uk/id/resource/013522694,Trouble at gunsight,2006,0786284404,Louis Trimble
GBA724518,http://bnb.data.bl.uk/id/resource/013704702,The messenger,2006,1597222003,Daniel Silva
GB99W3684,http://bnb.data.bl.uk/id/resource/005656600,The lost valley : a Western trio,1999,0754037622,Max Brand
GBA795124,http://bnb.data.bl.uk/id/resource/014407647,Second nature,2007,1405642467,Nora Roberts
GBA1Z6022,http://bnb.data.bl.uk/id/resource/009492819,London handbook : the travel guide,2001,1900949881,Charles Godfrey-Faussett
GBA561024,http://bnb.data.bl.uk/id/resource/013256104,The cats of Moon Cottage,2005,1405633557,Marilyn Edwards
GB9044365,http://bnb.data.bl.uk/id/resource/008423068,The man from Texas,1991,0745199909,Lee Floren
GB7409336,http://bnb.data.bl.uk/id/resource/010972238,Girl missing,1974,0855949511,Edna Sherry
GBA888846,http://bnb.data.bl.uk/id/resource/014669190,Ironmonger's daughter,2008,1405686189,Harry Bowling
GBA827751,http://bnb.data.bl.uk/id/resource/014543143,The death of Joe Gilead,2008,1405682027,William A. Luckey
GBA455160,http://bnb.data.bl.uk/id/resource/012959399,Truth or dare,2004,0786257822,Jayne Ann Krentz
GB95Q9192,http://bnb.data.bl.uk/id/resource/007713146,Ian Fleming's James Bond in John Gradner's Seafire,1996,0745131972,John Gardner
GBA619603,http://bnb.data.bl.uk/id/resource/013392164,Back to Bologna,2006,1405612797,Michael Dibdin
GB97Y7940,http://bnb.data.bl.uk/id/resource/007714275,Daughter of Isis,1997,0783820178,Joanna Makepeace
GBA680400,http://bnb.data.bl.uk/id/resource/013557695,A mist of prophecies : a novel of ancient Rome,2006,1405614803,Steven Saylor
GB97Y5937,http://bnb.data.bl.uk/id/resource/008841909,Benjamin Britten's operas,1997,1899791604,Michael Wilcox
GBA070503,http://bnb.data.bl.uk/id/resource/008388526,When I go to the farm,2000,0752545078,Jillian Harker
GBB081400,http://bnb.data.bl.uk/id/resource/015595043,Naming the bones,2010,1408487179,Louise Welsh
GB8945364,http://bnb.data.bl.uk/id/resource/010737280,The man of the forest,1990,086220934X,Zane Grey
GBB298165,http://bnb.data.bl.uk/id/resource/007626139,The final country,2003,0754092895,James Crumley
GB8120505,http://bnb.data.bl.uk/id/resource/008783407,The seeing hands,1981,0851194303,Gladys Fullbrook
GBA666842,http://bnb.data.bl.uk/id/resource/013522698,The perfect paragon,2006,0786280042,M. C. Beaton
GBA0V7331,http://bnb.data.bl.uk/id/resource/008392102,The marriage menders,2000,0783890214,Patricia Wendorf
GBA636828,http://bnb.data.bl.uk/id/resource/013437714,Nelson's Trafalgar : the battle that changed the world,2006,1405613211,Roy Adkins
GBB103215,http://bnb.data.bl.uk/id/resource/015723448,Chocolate wars : from Cadbury to Kraft - 200 years of sweet success and bitter rivalry,2011,1445855054,Deborah Cadbury
GB97Z6494,http://bnb.data.bl.uk/id/resource/007713689,Ghostly hoofbeats,1997,0786208074,Norman A. Fox
GB9498798,http://bnb.data.bl.uk/id/resource/009444599,Showdown at War Cloud,1994,0745146279,Lewis B. Patten
GBA795167,http://bnb.data.bl.uk/id/resource/014407690,Attack of the unsinkable rubber ducks,2008,1405686308,Christopher Brookmyre
GBB109637,http://bnb.data.bl.uk/id/resource/015734669,London,2009,1845877926,Joe Fullman
GBB022832,http://bnb.data.bl.uk/id/resource/015484518,Indian superfood : superfood + superspices = Indian superfood,2010,1906650292,Gurpareet Bains
GBA1V6774,http://bnb.data.bl.uk/id/resource/008392255,The Lombard cavalcade,2001,0754016188,Virginia Coffman
GBA0X6183,http://bnb.data.bl.uk/id/resource/008393807,"The pianist : the extraordinary story of one man's survival in Warsaw, 1939-45",2000,0754040666,Władysław Szpilman
GB97Y9806,http://bnb.data.bl.uk/id/resource/007714263,The awakening heart,1997,0783819986,Betty J. Eadie
GB99W6718,http://bnb.data.bl.uk/id/resource/009492790,Israel handbook : with the Palestinian Authority areas,1999,1900949482,Dave Winter
GBB162327,http://bnb.data.bl.uk/id/resource/015813958,Skulduggery Pleasant,2011,144581997X,Derek Landy
GBA470227,http://bnb.data.bl.uk/id/resource/013002193,Bullet range,2004,0786264632,Will Cook
GB7328262,http://bnb.data.bl.uk/id/resource/010960916,The sign of the triangle,1973,0850464463,Joseph Hocking
GBB054288,http://bnb.data.bl.uk/id/resource/014940938,"Are you there, God? : thirty searching sermons for puzzled people",2009,0956136303,Edward Hulme
GB8404434,http://bnb.data.bl.uk/id/resource/008783607,A stab in the dark,1984,0893406783,Lawrence Block
GBA995000,http://bnb.data.bl.uk/id/resource/015381091,Wicked prey,2009,1410414507,John Sandford
GB9760589,http://bnb.data.bl.uk/id/resource/008835545,The secret river : an African myth,1996,1898000840,Laurens Van der Post
GBB226656,http://bnb.data.bl.uk/id/resource/016049705,The next always,2012,1445878097,Nora Roberts
GB98W5286,http://bnb.data.bl.uk/id/resource/011352661,South America and Antarctica,1999,0754090345,Malcolm Porter
GBA0Z7465,http://bnb.data.bl.uk/id/resource/008392021,What the heart keeps,1999,075402279X,Rosalind Laker
GBA126473,http://bnb.data.bl.uk/id/resource/008388557,Kittens,2000,0752556371,Caroline Repchuk
GBA4Z8325,http://bnb.data.bl.uk/id/resource/006934912,"Endless road, and other stories",2003,0786254424,John Lutz
GBB186944,http://bnb.data.bl.uk/id/resource/015852091,Brisbane & Queensland,2011,1908206462,Darroch Donald
GBA947999,http://bnb.data.bl.uk/id/resource/015181772,In the presence of grizzlies : the ancient bond between men and bears,2009,1599214903,Doug Peacock
GB7706886,http://bnb.data.bl.uk/id/resource/008113359,"Cakes and ale, or, The skeleton in the cupboard",1976,0850466806,W. Somerset Maugham
GB96Z0729,http://bnb.data.bl.uk/id/resource/007714082,The heart of danger,1996,0745179673,Gerald Seymour
GB8814464,http://bnb.data.bl.uk/id/resource/008133424,A Kabbalistic universe,1988,0946551472,Z'ev ben Shimon Halevi
GB98Z6294,http://bnb.data.bl.uk/id/resource/009493551,"Sun-day, moon-day : how the week was made",1998,1901223000,Cherry Gilchrist
GBA455584,http://bnb.data.bl.uk/id/resource/012959823,Rebel doctor,2003,0754073394,Elizabeth Seifert
GB98Z1390,http://bnb.data.bl.uk/id/resource/007714166,A morbid taste for bones,1997,0745187730,Ellis Peters
GB7913219,http://bnb.data.bl.uk/id/resource/007437399,Portraits of Oxford,1979,0906230950,Peter Coard
GB7406624,http://bnb.data.bl.uk/id/resource/010960959,The Toff is back,1974,0850464900,John Cre.asey
GB96W8617,http://bnb.data.bl.uk/id/resource/007713545,The border jumpers,1996,078381738X,Will C. Brown
GB8918450,http://bnb.data.bl.uk/id/resource/008809842,Financing development : the use of external funds by public libraries,1986,0948960000,Nick Moore
GBB226611,http://bnb.data.bl.uk/id/resource/016049660,The ghost runner : the tragedy of the man they couldn't stop : the true story of John Tarrant,2012,1445844141,Bill Jones
GB96W9098,http://bnb.data.bl.uk/id/resource/009444664,Reckoning at Yankee Flat,1996,0745146988,Will Henry
GBA1V6731,http://bnb.data.bl.uk/id/resource/008394240,An artist of the floating world,2001,0754046192,Kazuo Ishiguro
GB9407976,http://bnb.data.bl.uk/id/resource/009444549,The renegade,1993,0745145779,Walt Coburn
GB97Y7981,http://bnb.data.bl.uk/id/resource/007713629,"Edith Wharton abroad : selected travel writings, 1880-1920",1996,0745149197,Edith Wharton
GB8221995,http://bnb.data.bl.uk/id/resource/010736906,Mutiny on the bounty,1982,0862205115,Charles Nordhoff
GB99Y2940,http://bnb.data.bl.uk/id/resource/008809957,Tim Mowl's garden walks near Bath,1999,0948975547,Tim Mowl
GBA599161,http://bnb.data.bl.uk/id/resource/013343191,Doniphan's thousand : a western story,2005,159414155X,Les Savage
GB8727010,http://bnb.data.bl.uk/id/resource/010737071,The so blue marble,1987,0862207096,Dorothy B. Hughes
GBA8D1443,http://bnb.data.bl.uk/id/resource/014821756,They found him dead,2009,1405645520,Georgette Heyer
GBA806589,http://bnb.data.bl.uk/id/resource/014493518,A summer smile,2008,1405643285,Iris Johansen
GB7401373,http://bnb.data.bl.uk/id/resource/007689986,Gustave Courbet : his life and art,1973,0239000803,Jack Lindsay
GB8801411,http://bnb.data.bl.uk/id/resource/009444353,A woman of spirit : the autobiography of a psychic,1988,0745106803,Doris Collins
GBB103214,http://bnb.data.bl.uk/id/resource/015723447,We die alone,2011,1445855038,David Armine Howarth
GB9595144,http://bnb.data.bl.uk/id/resource/009444597,West of the rimrock,1995,0745146252,Wayne D. Overholser
GBA128496,http://bnb.data.bl.uk/id/resource/010733321,Aircraft,2001,0752546740,Chris Oxlade
GBA995022,http://bnb.data.bl.uk/id/resource/015381113,The tale of Briar Bank,2009,1597228923,Susan Wittig Albert
GB7617166,http://bnb.data.bl.uk/id/resource/008113327,The ballad of the running man,1976,0850466482,Shelley Smith
GBA724593,http://bnb.data.bl.uk/id/resource/013704777,Wishes and dreams,2007,1405640723,Jeanne Whitmee
GB97V6027,http://bnb.data.bl.uk/id/resource/008394335,The headmaster gets the boot,1998,0754060136,David Tinkler
GBB216634,http://bnb.data.bl.uk/id/resource/007625377,Gun grudge,2003,0786251549,Walt Coburn
GBB018638,http://bnb.data.bl.uk/id/resource/014555888,Disney Enchanted movie storybook,2007,1407509322,Sarah Nathan
GB8215860,http://bnb.data.bl.uk/id/resource/008783463,Rio Grande riptide,1982,0851194877,Roe Richmond
GBB102943,http://bnb.data.bl.uk/id/resource/015723176,Cousin Phillis and other stories,2011,1408493756,Elizabeth Cleghorn Gaskell
GB8912990,http://bnb.data.bl.uk/id/resource/008422793,A bundle for the Toff,1989,1555047661,John Cre.asey
GBA974657,http://bnb.data.bl.uk/id/resource/015337252,Death's half acre,2009,1408421542,Margaret Maron
GB7703226,http://bnb.data.bl.uk/id/resource/008113369,A kiss before dying,1976,0850466903,Ira Levin
GBA3V7163,http://bnb.data.bl.uk/id/resource/006889858,The miracle of the first poinsettia : a Mexican Christmas story,2003,1841480134,Joanne Oppenheim
GB7525616,http://bnb.data.bl.uk/id/resource/010103449,The mortal storm,1975,0859971201,Phyllis Bottome
GB98X2106,http://bnb.data.bl.uk/id/resource/008393039,The tender years,1998,075403268X,Janette Oke
GB97V8080,http://bnb.data.bl.uk/id/resource/008391712,Yesterday's friends,1997,075402038X,Pamela Evans
GBA0W7294,http://bnb.data.bl.uk/id/resource/008393861,Last stage west,2000,0754041271,Frank Bonham
GBB0C8118,http://bnb.data.bl.uk/id/resource/015678972,The last campaign,2011,1408463180,Tim Champlin
GB98W1338,http://bnb.data.bl.uk/id/resource/011352601,Sleep in the woods,1999,0754085325,Dorothy Eden
GB97Z6458,http://bnb.data.bl.uk/id/resource/007714245,Haywains and cherry ale,1997,0745188729,Joan Kent
GBA9A6542,http://bnb.data.bl.uk/id/resource/015408987,The devil's drum,2010,1408462397,William Colt MacDonald
GB99Z4476,http://bnb.data.bl.uk/id/resource/008393405,The revengeful husband,1999,0754036553,Eva McDonald
GBB121773,http://bnb.data.bl.uk/id/resource/015753484,Bear's birthday,2011,1846865166,Stella Blackstone
GBB131653,http://bnb.data.bl.uk/id/resource/015767758,Fighting ramrod,2011,1445856549,Charles N. Heckelmann
GB95R7678,http://bnb.data.bl.uk/id/resource/007714010,The seventh scroll,1995,0745137180,Wilbur A. Smith
GB7321808,http://bnb.data.bl.uk/id/resource/010972162,The black symbol,1973,0855948728,Annabel Johnson
GB7831742,http://bnb.data.bl.uk/id/resource/010103644,High wages,1978,0859973883,Dorothy Whipple
GBA795075,http://bnb.data.bl.uk/id/resource/014407598,The secret servant,2008,1405618884,Daniel Silva
GBB226696,http://bnb.data.bl.uk/id/resource/016049745,A man for Mia,2012,1445892707,Linda Kage
GBB1B3527,http://bnb.data.bl.uk/id/resource/015899726,The house on the mountain,2011,1410437531,Helen McCabe
GBA806566,http://bnb.data.bl.uk/id/resource/014493495,Sham,2008,0786298839,Roger Silverwood
GBA975424,http://bnb.data.bl.uk/id/resource/014548513,My forty years in India,2007,190428907X,F. Bremner
GBA4X0652,http://bnb.data.bl.uk/id/resource/012880355,The road to San Jacinto,2004,0754062988,L. L. Foreman
GB97W4410,http://bnb.data.bl.uk/id/resource/008392860,Brylcream easy,1997,0754030881,Donald Roberts
GB7922771,http://bnb.data.bl.uk/id/resource/006739353,Mary Anne,1979,085997426X,Daphne Du Maurier
GB98Z7340,http://bnb.data.bl.uk/id/resource/008392801,Jenny's child,1998,0754030261,Clare Breton-Smith
GBB186486,http://bnb.data.bl.uk/id/resource/015851633,When the children came home : stories from wartime evacuees,2011,1445858460,Julie Summers
GBA4Z5198,http://bnb.data.bl.uk/id/resource/006939198,Molly and the confidence man,2004,0754082695,Stephen Overholser
GB7517826,http://bnb.data.bl.uk/id/resource/010961075,Three anniversaries,1975,0850466148,Kathleen Treves
GBA760261,http://bnb.data.bl.uk/id/resource/013806019,Forever Rose,2007,1405662107,McKay Hilary
GB7226777,http://bnb.data.bl.uk/id/resource/010972034,One black summer,1972,0855947276,Barbara Jefferis
GB9551397,http://bnb.data.bl.uk/id/resource/012702332,Little duck's friends,1994,185724950X,Muff Singer
GBB081399,http://bnb.data.bl.uk/id/resource/015595042,Lost and found : my story,2010,1408487152,Lynda Bellingham
GBA507232,http://bnb.data.bl.uk/id/resource/013093017,Sabriel,2005,1405660244,Garth Nix
GB8215868,http://bnb.data.bl.uk/id/resource/008783808,Hell is always today,1982,0851198368,Jack Higgins
GBA131942,http://bnb.data.bl.uk/id/resource/010733352,Jack and the beanstalk,2001,0752549421,Stephanie Laslett
GBB226683,http://bnb.data.bl.uk/id/resource/016049732,Tumbleweeds : frontier stories,2012,1445887363,Will Henry
GBB270725,http://bnb.data.bl.uk/id/resource/016127150,Fifty shades of Grey,2012,1471305015,E. L. James
GBA1X5731,http://bnb.data.bl.uk/id/resource/008394098,The young nurses,2001,0754043789,Jane Con.verse
GB8902973,http://bnb.data.bl.uk/id/resource/011645299,The sands of time,1989,0862203317,Sidney Sheldon
GB8610035,http://bnb.data.bl.uk/id/resource/008133401,The Polarity healing handbook : a practical introduction to the healing therapy of energy balancing,1986,0946551189,Wilfried Teschler
GBB186463,http://bnb.data.bl.uk/id/resource/015851610,I'll walk alone,2011,144585760X,Mary Higgins Clark
GB97W4973,http://bnb.data.bl.uk/id/resource/008392852,Last of the Duanes,1997,0754030792,Zane Grey
GBA1X8304,http://bnb.data.bl.uk/id/resource/008394167,A cat with the blues,2001,0754044653,Lydia Adamson
GBA563855,http://bnb.data.bl.uk/id/resource/013262316,The Lea & Perrins Worcestershire sauce cookbook,2005,1904573290,Paul Hartley
GBA724574,http://bnb.data.bl.uk/id/resource/013704758,Murder by the book,2007,1597223476,D. R. Meredith
GBA698815,http://bnb.data.bl.uk/id/resource/013608078,Texas guns,2006,1405637498,Leslie Ernenwein
GB8113709,http://bnb.data.bl.uk/id/resource/008783403,Lady of darkness,1981,0851194265,Lisa Montague
GBA1Z9495,http://bnb.data.bl.uk/id/resource/008393998,Dressing up for the carnival,2000,0786227923,Carol Shields
GBA971659,http://bnb.data.bl.uk/id/resource/015331835,Torn apart : the true story of two sisters who found each other after sixty-five years,2009,1408421585,Sybil Le Fleur
GB8528758,http://bnb.data.bl.uk/id/resource/010103836,The covenant of the crown,1985,085997605X,Howard Weinstein
GB7400190,http://bnb.data.bl.uk/id/resource/010960942,"The house of happiness, and other stories",1973,0850464722,Ethel M. Dell
GBB261233,http://bnb.data.bl.uk/id/resource/012209388,The dutiful doctor,2002,0754049299,Claire Vernon
GB8108507,http://bnb.data.bl.uk/id/resource/008783377,Sentimental journey,1981,0851194001,Stella March
GB8220502,http://bnb.data.bl.uk/id/resource/008783171,Licence renewed,1982,0851191835,John Gardner
GBA531419,http://bnb.data.bl.uk/id/resource/013175075,Lost memories,2005,0786270128,Julie Coffin
GBB063256,http://bnb.data.bl.uk/id/resource/015557319,Bear at home = L'ours à la maison,2010,1846864216,Stella Blackstone
GB8624910,http://bnb.data.bl.uk/id/resource/010736960,Courage in darkness,1986,0862205654,Sarah Shears
GB8427131,http://bnb.data.bl.uk/id/resource/008783653,The Bassington murder,1984,0851196799,Charlotte Hough
GBB0D0624,http://bnb.data.bl.uk/id/resource/015685358,Summer's end,2010,1410429164,Danielle Steel
GB8509997,http://bnb.data.bl.uk/id/resource/009443838,"Not dead, only resting",1985,0745101607,Simon Brett
GBA682682,http://bnb.data.bl.uk/id/resource/013563578,Beader's stash : designs from America's favorite bead shops,2006,1931499802,Laura Levaas
GBB067686,http://bnb.data.bl.uk/id/resource/015566770,Death of a Valentine,2010,1410420876,M. C. Beaton
GBB0A4777,http://bnb.data.bl.uk/id/resource/015639435,Forgotten voices of Dunkirk,2010,1408487985,Joshua Levine
GB9546900,http://bnb.data.bl.uk/id/resource/012040531,Alignment to light,1994,1853980749,Julie Soskin
GB9421243,http://bnb.data.bl.uk/id/resource/010991209,Alfred : the good soldier : his life and campaigns,1992,0948975318,John Peddie
GB9714867,http://bnb.data.bl.uk/id/resource/009444628,Rim of the desert,1995,0745146597,Ernest Haycox
GB7706648,http://bnb.data.bl.uk/id/resource/010103536,Second chance for love,1976,0859972127,Ann Leete
GB8400463,http://bnb.data.bl.uk/id/resource/008783239,Monsignor Quixote,1984,0851192572,Graham Greene
GBB486531,http://bnb.data.bl.uk/id/resource/016544916,"Artists work in museums : histories, interventions, subjectivities",2013,095664628X,Matilda Pye
GBA6A4409,http://bnb.data.bl.uk/id/resource/013624590,The top performer's guide to conflict,2007,1402207743,Timothy E. Ursiny
GB8443776,http://bnb.data.bl.uk/id/resource/009443787,Night of the tiger,1985,0745101097,Mary Kistler
GB8500272,http://bnb.data.bl.uk/id/resource/009443812,The battle of Bubble and Squeak,1985,0745101348,Philippa Pearce
GB8914836,http://bnb.data.bl.uk/id/resource/008422814,Range camp,1989,1555048234,W. F. Bragg
GB96Z4306,http://bnb.data.bl.uk/id/resource/007713105,Back in society,1996,0783814542,Marion Chesney
GB7903854,http://bnb.data.bl.uk/id/resource/010103657,Three men in a boat : to say nothing of the dog,1979,0859974030,Jerome K. Jerome
GB99W4841,http://bnb.data.bl.uk/id/resource/008393609,George beneath a paper moon,1999,0754038637,Nina Bawden
GBA0W7287,http://bnb.data.bl.uk/id/resource/008393889,Tantalus,2000,0786225688,Louise Brindley
GBA507236,http://bnb.data.bl.uk/id/resource/013093021,Saffy's angel,2005,1405660546,Hilary McKay
GBA0W7281,http://bnb.data.bl.uk/id/resource/008393911,The silken thread,2000,0754041808,"Saxton, Judith"
GB9218857,http://bnb.data.bl.uk/id/resource/009444486,Trigger justice,1992,0745145140,"Ernenwein, Leslie"
GBA649608,http://bnb.data.bl.uk/id/resource/013475764,Piece of my heart,2006,1405614323,Peter Robinson
GB9308834,http://bnb.data.bl.uk/id/resource/008414962,"Nigel Lambourne : draughtsman, printmaker, illustrator, 1919-1988",1992,0901303275,Douglas Martin
GBA651187,http://bnb.data.bl.uk/id/resource/013480488,Next to you : Caron's courage remembered by her mother,2006,1405648279,Gloria Hunniford
GBA1Y8589,http://bnb.data.bl.uk/id/resource/008392654,A place of safety,2000,0783889682,Caroline Graham
GBA666835,http://bnb.data.bl.uk/id/resource/013522691,Night smoke,2006,1405636262,Nora Roberts
GBA0V7249,http://bnb.data.bl.uk/id/resource/008394048,Notes from a small soprano,2000,075404324X,Lesley Garrett
GB8801822,http://bnb.data.bl.uk/id/resource/009444372,A cousinly connection,1988,0745106994,Sheila Simonson
GBB134686,http://bnb.data.bl.uk/id/resource/015772341,"Yes sister, no sister : my life as a trainee nurse in 1950s Yorkshire",2011,1445855690,Jennifer Craig
GB97W4461,http://bnb.data.bl.uk/id/resource/007714311,The orphans of Coyote Creek,1997,0783820070,Lewis B. Patten
GBA706744,http://bnb.data.bl.uk/id/resource/013650868,Eye of the serpent,2007,1405640081,Joanna Challis
GBA531961,http://bnb.data.bl.uk/id/resource/013175618,Stabbing Stephanie,2005,1405631368,Evan Marshall
GBA011308,http://bnb.data.bl.uk/id/resource/010732930,Card games,1999,0752525603,John Cornelius
GB8426963,http://bnb.data.bl.uk/id/resource/009443725,The lasting lover,1984,0745100457,Ursula Bloom
GBA0X6220,http://bnb.data.bl.uk/id/resource/008392074,After the fire,2000,0754014282,Belva Plain
GBA827716,http://bnb.data.bl.uk/id/resource/014543108,A trusting heart,2008,1405645326,Jean Morrant
GBA1W2257,http://bnb.data.bl.uk/id/resource/006952523,Tracks in the sand : Western stories,2001,0786224002,H. A. DeRosso
GBA486175,http://bnb.data.bl.uk/id/resource/013053037,But gentlemen marry brunettes : the illuminating diary of a professional lady,2004,1405630140,Anita Loos
GBA484448,http://bnb.data.bl.uk/id/resource/013046502,The snack thief,2004,1405630825,Andrea Camilleri
