Zone,Description,Easting,Northing,Geometry,Location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
B,Residents Parking Zone B,373246.11236588069,165701.40400609304,"{""type"":""Polygon"",""coordinates"":[[[-2.385804228777664,51.39141807281068],[-2.386074919895781,51.391169530974537],[-2.386531475923221,51.391392303160238],[-2.38638900503107,51.390994466102697],[-2.386457150286,51.390826864134802],[-2.386135817190737,51.390774348975398],[-2.38602283704709,51.390697774692406],[-2.3857891317572,51.389624166924818],[-2.385943933800722,51.388954328003365],[-2.386104198594939,51.388933664141909],[-2.386149595107963,51.389244807240736],[-2.38666854746278,51.389253162779738],[-2.386689284948937,51.388536842233933],[-2.386517279207143,51.388443653651649],[-2.386036286070198,51.388495489247752],[-2.385991391823104,51.388877134947549],[-2.386011317057841,51.388696388215834],[-2.385966767338699,51.388485650580606],[-2.385480293953161,51.388534086093316],[-2.38525479255446,51.389702962540653],[-2.385364547275287,51.390030613903072],[-2.385406295220833,51.390542495940295],[-2.385514927478002,51.390736303051291],[-2.385478017827674,51.39079997751098],[-2.385463084768957,51.390940616249139],[-2.385957254441806,51.391169918805993],[-2.385680548462426,51.391351511358096],[-2.385804228777664,51.39141807281068]]]}","(51.389717419333884, -2.3858821035314444)",34,54,197,9,1
