CaseReference,CaseDate,TradingAs,LocationText,Status,StartDate,EndDate,DecisionDate,Animals,Accommodation,CarParking,MaintenanceAndWellbeing,LicenceURL
16/02566/ZOO,08/16/2016 12:00:00 AM,Chew Valley Country Farm,"Chew Hill, Chew Magna, Bristol, BS40 8SB",Licence Issued,10/01/2017 12:00:00 AM,10/01/2023 12:00:00 AM,09/07/2016 12:00:00 AM,"Pygmy Goats - Female 16, Male 3Alpacas - Female 13, Male 3Wallabies - Female 4, Male 2Rheas - Female 1, Male 1Sheep - Female 21, Male 1Pigs - Female 3, Male 2Miniature Donkeys - Female 4, Male 2Llamas - Female 2Shetland Ponies - Female 2Chickens & Ducks - 30Patagonian Marais - Female 1, Male 4Racoons - To be advised",See attached plan,49,All food stores in 150 containers (lockable).  Individual containers for each animal.Vet - Tibbs & Simmons called if needed.Stock closely managed by owners. Close partnership with breeders.,http://isharemaps.bathnes.gov.uk/projects/bathnes/licensing/default.aspx?requesttype=parsetemplate&template=LicenceApplication.tmplt&basepage=default.aspx&Filter=^REFVAL^='16/02566/ZOO'&SearchLayer=LIApplications&SearchField=refval&SearchValue=16/02566/ZOO
